Word_ID	Form	Cognate_set_ID	Segments	Alignment	Doubt	Cognate_detection_method	Cognate_source	Alignment_method	Alignment_source
5549	sɑ⁵⁵	534	s ɑ ⁵⁵	s ɑ ⁵⁵		expert	Hill2017	LingPy:SCA	
5550	pɔ²²	166	p ɔ ²²	p ɔ - ²²		expert	Hill2017	LingPy:SCA	
1456	kăn⁵⁵tam³¹	135	k ă n ⁵⁵ + t a m ³¹	k ă n ⁵⁵ + t a m ³¹		expert	Hill2017	LingPy:SCA	
1458	pan²¹	631	p a n ²¹	p - a n ²¹		expert	Hill2017	LingPy:SCA	
1459	pɛ̃³¹pɔ³⁵	187	p ɛ̃ ∼ ³¹ + p ɔ ³⁵	p - ɛ̃ ∼ ³¹ + p ɔ ³⁵		expert	Hill2017	LingPy:SCA	
5556	nɑ⁵⁵	646	n ɑ ⁵⁵	n ɑ ⁵⁵		expert	Hill2017	LingPy:SCA	
5558	tθwɑ⁵⁵	623	tθ w ɑ ⁵⁵	tθ w ɑ ⁵⁵		expert	Hill2017	LingPy:SCA	
1463	pəŋ³⁵	631	p ə ŋ ³⁵	p - ə ŋ ³⁵		expert	Hill2017	LingPy:SCA	
5560	(di²²)	199	d i ²²	d i - ²²		expert	Hill2017	LingPy:SCA	
5561	ʨo⁵⁵	675	tɕ o ⁵⁵	tɕ - o ⁵⁵		expert	Hill2017	LingPy:SCA	
5564	ho²²	190	h o ²²	h o ²²		expert	Hill2017	LingPy:SCA	
5565	tʰo²²	718	tʰ o ²²	tʰ o ²²		expert	Hill2017	LingPy:SCA	
5567	to²²	91	t o ²²	t o ²²		expert	Hill2017	LingPy:SCA	
1474	taːŋ³³	725	t aː ŋ ³³	t aː ŋ ³³		expert	Hill2017	LingPy:SCA	
1475	tɔ̃³⁵	725	t ɔ̃ ∼ ³⁵	t ɔ̃ ∼ ³⁵		expert	Hill2017	LingPy:SCA	
5572	ʨɛ²²	136	tɕ ɛ ²²	tɕ - ɛ - ²²		expert	Hill2017	LingPy:SCA	
5573	kʰo⁵⁵	69	kʰ o ⁵⁵	kʰ o - - ⁵⁵		expert	Hill2017	LingPy:SCA	
5575	ɕiʔ⁴	216	ɕ i ʔ ⁴	ɕ i ʔ ⁴		expert	Hill2017	LingPy:SCA	
5577	kɑ⁵³le⁵⁵	137	k ɑ ⁵³ + l e ⁵⁵	k ɑ ⁵³ + l e ⁵⁵		expert	Hill2017	LingPy:SCA	
1483	mau³¹tum⁵⁵	511	m a u ³¹ + t u m ⁵⁵	m a u ³¹ + t u m ⁵⁵		expert	Hill2017	LingPy:SCA	
5581	ʨʰo²²	480	tɕʰ o ²²	tɕʰ - o - ²²		expert	Hill2017	LingPy:SCA	
5582	ʥo²²	480	dʑ o ²²	dʑ - o - ²²		expert	Hill2017	LingPy:SCA	
5583	ɑ⁵³mjiʔ⁴	284	ɑ ⁵³ + m j i ʔ ⁴	ɑ ⁵³ + m j i - ʔ ⁴		expert	Hill2017	LingPy:SCA	
1489	sa̱i³³wan³¹	673	s a̰ i ³³ + w a n ³¹	s a̰ i ³³ + w a n ³¹		expert	Hill2017	LingPy:SCA	
1490	tʃam³¹thɔi³⁵	20	tʃ a m ³¹ + tʰ ɔ i ³⁵	tʃ a m ³¹ + tʰ ɔ i ³⁵		expert	Hill2017	LingPy:SCA	
1491	çaŋ⁵⁵cin³¹	703	ç a ŋ ⁵⁵ + c i n ³¹	ç a ŋ ⁵⁵ + c i n ³¹		expert	Hill2017	LingPy:SCA	
5588	ɕɑ²²	595	ɕ ɑ ²²	ɕ - ɑ ²²		expert	Hill2017	LingPy:SCA	
5593	pʰwɛʔ⁴	27	pʰ w ɛ ʔ ⁴	pʰ w ɛ ʔ ⁴		expert	Hill2017	LingPy:SCA	
5597	tθwe⁵⁵	238	tθ w e ⁵⁵	tθ w e - ⁵⁵		expert	Hill2017	LingPy:SCA	
5600	no⁵³õ²²	326	n o ⁵³ + õ ∼ ²²	n o - - ⁵³ + õ ∼ ²²		expert	Hill2017	LingPy:SCA	
5602	u²²tɑ̃i²²	501	u ²² + t ɑ̃ i ∼ ²²	u ²² + t ɑ̃ i ∼ ²²		expert	Hill2017	LingPy:SCA	
5603	ɑ⁵³si⁵³	161	ɑ ⁵³ + s i ⁵³	ɑ ⁵³ + s i - - ⁵³		expert	Hill2017	LingPy:SCA	
5604	pʰa⁵⁵	447	pʰ a ⁵⁵	pʰ a ⁵⁵		expert	Hill2017	LingPy:SCA	
5605	wɛ⁵⁵	315	w ɛ ⁵⁵	w ɛ - ⁵⁵		expert	Hill2017	LingPy:SCA	
5606	bɛ²²	119	b ɛ ²²	b ɛ - ²²		expert	Hill2017	LingPy:SCA	
5607	ŋ̊ɛʔ⁴mwe⁵⁵	594	ŋ̊ ɛ ʔ ⁴ + m w e ⁵⁵	ŋ̊ ɛ ʔ ⁴ + m w e ⁵⁵		expert	Hill2017	LingPy:SCA	
5608	mo⁵⁵	334	m o ⁵⁵	m o - - ⁵⁵		expert	Hill2017	LingPy:SCA	
1513	sak⁵⁵ja⁵⁵	509	s a k ⁵⁵ + j a ⁵⁵	s a k ⁵⁵ + j a ⁵⁵		expert	Hill2017	LingPy:SCA	
5610	ɑ⁵³tθɛ⁵⁵	560	ɑ ⁵³ + tθ ɛ ⁵⁵	ɑ ⁵³ + tθ ɛ - ⁵⁵		expert	Hill2017	LingPy:SCA	
1515	sa̱k⁵⁵jɔ³¹	509	s a̰ k ⁵⁵ + j ɔ ³¹	s a̰ k ⁵⁵ + j ɔ ³¹		expert	Hill2017	LingPy:SCA	
5612	ɕe²²	478	ɕ e ²²	ɕ e - ²²		expert	Hill2017	LingPy:SCA	
5613	tɑ̃u²²	35	t ɑ̃ u ∼ ²²	t ɑ̃ u ∼ ²²		expert	Hill2017	LingPy:SCA	
5614	sẽ⁵⁵	588	s ẽ ∼ ⁵⁵	s ẽ - ⁵⁵		expert	Hill2017	LingPy:SCA	
6188	laŋ⁵⁵	535	l a ŋ ⁵⁵	l a ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
5618	ʨʰɑuʔ⁴	630	tɕʰ ɑ u ʔ ⁴	tɕʰ - ɑ u ʔ ⁴		expert	Hill2017	LingPy:SCA	
5619	mje²²	698	m j e ²²	m j e ²²		expert	Hill2017	LingPy:SCA	
5620	tiʔ⁴	282	t i ʔ ⁴	t i ʔ ⁴		expert	Hill2017	LingPy:SCA	
5623	ni⁵⁵	80	n i ⁵⁵	n i ⁵⁵		expert	Hill2017	LingPy:SCA	
5625	lɑ²²	441	l ɑ ²²	l ɑ ²²		expert	Hill2017	LingPy:SCA	
5626	pɔ²²	711	p ɔ ²²	p ɔ ²²		expert	Hill2017	LingPy:SCA	
1531	mi³¹	532	m i ³¹	m - i - ³¹		expert	Hill2017	LingPy:SCA	
5629	lɛ²²pĩ⁵⁵	406	l ɛ ²² + p ĩ ∼ ⁵⁵	l ɛ - ²² + p ĩ ⁵⁵ -		expert	Hill2017	LingPy:SCA	
5630	ʨʰɑ̃⁵⁵	562	tɕʰ ɑ̃ ∼ ⁵⁵	tɕʰ - ɑ̃ ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
5633	n̥iʔ⁴	109	n̥ i ʔ ⁴	n̥ i ʔ ⁴		expert	Hill2017	LingPy:SCA	
5634	sho²²	531	sʰ o ²²	sʰ o ²²		expert	Hill2017	LingPy:SCA	
1539	mi⁵⁵	532	m i ⁵⁵	m - i - ⁵⁵		expert	Hill2017	LingPy:SCA	
5636	ɑ⁵³jɑ⁵⁵pʰjɑuʔ⁴	504	ɑ ⁵³ + j ɑ ⁵⁵ + pʰ j ɑ u ʔ ⁴	ɑ ⁵³ + j ɑ ⁵⁵ + pʰ j ɑ u ʔ ⁴		expert	Hill2017	LingPy:SCA	
5638	lɑ̃⁵⁵	31	l ɑ̃ ∼ ⁵⁵	l ɑ̃ ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
5639	ɑ⁵³mwe⁵⁵	475	ɑ ⁵³ + m w e ⁵⁵	ɑ ⁵³ - - - - + m w e - - ⁵⁵		expert	Hill2017	LingPy:SCA	
5640	n̥	425	n̥	n̥ - - -		expert	Hill2017	LingPy:SCA	
5642	jɛʔ⁴	37	j ɛ ʔ ⁴	j ɛ ʔ ⁴		expert	Hill2017	LingPy:SCA	
5645	ko⁵⁵	651	k o ⁵⁵	k o - - ⁵⁵		expert	Hill2017	LingPy:SCA	
5650	e⁵⁵	149	e ⁵⁵	e ⁵⁵		expert	Hill2017	LingPy:SCA	
1555	phɔ³¹	447	pʰ ɔ ³¹	pʰ ɔ ³¹		expert	Hill2017	LingPy:SCA	
5652	bɑiʔ⁴	222	b ɑ i ʔ ⁴	b ɑ i ʔ ⁴		expert	Hill2017	LingPy:SCA	
5653	shɑ⁵⁵	218	sʰ ɑ ⁵⁵	sʰ ɑ ⁵⁵		expert	Hill2017	LingPy:SCA	
1558	pa̱³⁵	447	p a̰ ³⁵	p a̰ ³⁵		expert	Hill2017	LingPy:SCA	
5656	m̥ɑ̃²²tθɑ⁵³m̥jɑ⁵³	236	m̥ ɑ̃ ∼ ²² + tθ ɑ ⁵³ + m̥ j ɑ ⁵³	m̥ ɑ̃ ∼ ²² + tθ ɑ ⁵³ + m̥ j ɑ ⁵³		expert	Hill2017	LingPy:SCA	
1561	pɑ̱⁵⁵	447	p ɑ̰ ⁵⁵	p ɑ̰ ⁵⁵		expert	Hill2017	LingPy:SCA	
1562	pɔ̱³⁵	447	p ɔ̰ ³⁵	p ɔ̰ ³⁵		expert	Hill2017	LingPy:SCA	
1563	phă³¹cak³⁵	85	pʰ ă ³¹ + c a k ³⁵	pʰ ă ³¹ + c - a k ³⁵		expert	Hill2017	LingPy:SCA	
5660	pjɔ⁵³	659	p j ɔ ⁵³	p j ɔ ⁵³		expert	Hill2017	LingPy:SCA	
5662	ẽ²²	167	ẽ ∼ ²²	- ẽ - ²²		expert	Hill2017	LingPy:SCA	
5664	le⁵⁵	642	l e ⁵⁵	l e - ⁵⁵		expert	Hill2017	LingPy:SCA	
5665	hnɑ⁵³lõ⁵⁵	660	n̥ ɑ ⁵³ + l õ ∼ ⁵⁵	n̥ ɑ - ⁵³ + l õ - ⁵⁵		expert	Hill2017	LingPy:SCA	
1571	ʃi²¹	141	ʃ i ²¹	ʃ i ²¹		expert	Hill2017	LingPy:SCA	
1572	ʃɿ³⁵	141	ʃ ɿ ³⁵	ʃ ɿ ³⁵		expert	Hill2017	LingPy:SCA	
5669	shi⁵⁵n̥ĩ⁵⁵	261	sʰ i ⁵⁵ + n̥ ĩ ∼ ⁵⁵	sʰ i ⁵⁵ + n̥ ĩ - ⁵⁵		expert	Hill2017	LingPy:SCA	
1575	ʃɿ⁵⁵	141	ʃ ɿ ⁵⁵	ʃ ɿ ⁵⁵		expert	Hill2017	LingPy:SCA	
1576	ʃi³⁵	141	ʃ i ³⁵	ʃ i ³⁵		expert	Hill2017	LingPy:SCA	
1577	ʂɿ³¹	141	ʂ ɿ ³¹	ʂ ɿ ³¹		expert	Hill2017	LingPy:SCA	
5674	shɑ̃²²	123	sʰ ɑ̃ ∼ ²²	sʰ ɑ̃ ∼ ²²		expert	Hill2017	LingPy:SCA	
1581	pʐəŋ³⁵	30	p ʐ ə ŋ ³⁵	p ʐ ə ŋ ³⁵		expert	Hill2017	LingPy:SCA	
1584	pjiŋ⁵⁵	30	p j i ŋ ⁵⁵	p j i ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
1586	pjaŋ³⁵	30	p j a ŋ ³⁵	p j a ŋ ³⁵		expert	Hill2017	LingPy:SCA	
5683	piʔ⁴	360	p i ʔ ⁴	p i ʔ ⁴		expert	Hill2017	LingPy:SCA	
1589	pjəːŋ⁵⁵	30	p j əː ŋ ⁵⁵	p j əː ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
1590	pjaŋ⁵⁵	30	p j a ŋ ⁵⁵	p j a ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
1592	pɯŋ³⁵	30	p ɯ ŋ ³⁵	p - ɯ ŋ ³⁵		expert	Hill2017	LingPy:SCA	
1604	tsi³¹	465	ts i ³¹	ts i ³¹		expert	Hill2017	LingPy:SCA	
1605	pji²¹	257	p j i ²¹	p j i - - ²¹		expert	Hill2017	LingPy:SCA	
1606	pi³¹	257	p i ³¹	p - i - - ³¹		expert	Hill2017	LingPy:SCA	
1608	pjeːi³³	257	p j eː i ³³	p j eː i - ³³		expert	Hill2017	LingPy:SCA	
1609	pjik⁵⁵	257	p j i k ⁵⁵	p j i - k ⁵⁵		expert	Hill2017	LingPy:SCA	
1610	tsi³¹	465	ts i ³¹	ts i ³¹		expert	Hill2017	LingPy:SCA	
4365	thau³¹	314	tʰ a u ³¹	tʰ a u ³¹		expert	Hill2017	LingPy:SCA	
2236	nɔ̱ŋ⁵⁵	414	n ɔ̰ ŋ ⁵⁵	n ɔ̰ ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
955	xui³¹	77	x u i ³¹	x u i - ³¹		expert	Hill2017	LingPy:SCA	
2237	nɔ̱ŋ⁵⁵	414	n ɔ̰ ŋ ⁵⁵	n ɔ̰ ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
958	khui³⁵	77	kʰ u i ³⁵	kʰ u i - ³⁵		expert	Hill2017	LingPy:SCA	
1655	ke⁵¹	485	k e ⁵¹	k e - ⁵¹		expert	Hill2017	LingPy:SCA	
1656	kai⁵⁵	485	k a i ⁵⁵	k a i ⁵⁵		expert	Hill2017	LingPy:SCA	
1659	kɛː³¹	485	k ɛː ³¹	k ɛː - ³¹		expert	Hill2017	LingPy:SCA	
1660	kai³¹	485	k a i ³¹	k a i ³¹		expert	Hill2017	LingPy:SCA	
1661	cɛ⁵⁵	485	ɕ ɛ ⁵⁵	ɕ ɛ - ⁵⁵		expert	Hill2017	LingPy:SCA	
1667	sa⁵⁵	173	s a ⁵⁵	s a ⁵⁵		expert	Hill2017	LingPy:SCA	
5511	ɑ⁵³kɑ̃i⁵⁵ɑ⁵³kʰɛʔ⁴	10	ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴	ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴		expert	Hill2017	LingPy:SCA	
1669	na̱m²¹	172	n a̰ m ²¹	n a̰ m ²¹		expert	Hill2017	LingPy:SCA	
2275	a³¹xʐoʔ⁵⁵	590	a ³¹ + x ʐ o ʔ ⁵⁵	a ³¹ + x ʐ o ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
961	khui⁵⁵	77	kʰ u i ⁵⁵	kʰ u i - ⁵⁵		expert	Hill2017	LingPy:SCA	
1674	ma̱n⁵⁵	689	m a̰ n ⁵⁵	m a̰ n ⁵⁵		expert	Hill2017	LingPy:SCA	
1675	ma̱ŋ³⁵	689	m a̰ ŋ ³⁵	m a̰ ŋ ³⁵		expert	Hill2017	LingPy:SCA	
962	lə̆³¹kha³⁵	122	l ə̆ ³¹ + kʰ a ³⁵	l ə̆ ³¹ + kʰ a - - ³⁵		expert	Hill2017	LingPy:SCA	
1684	ȵau⁵⁵	376	nʲ a u ⁵⁵	nʲ - a u - ⁵⁵		expert	Hill2017	LingPy:SCA	
1686	ŋjui⁵¹	376	ŋ j u i ⁵¹	ŋ j u i - ⁵¹		expert	Hill2017	LingPy:SCA	
1687	ŋjuŋ⁵⁵	376	ŋ j u ŋ ⁵⁵	ŋ j u - ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
5060	ni⁵⁵mɔ³¹	286	n i ⁵⁵ + m ɔ ³¹	n - i ⁵⁵ + m ɔ - ³¹		expert	Hill2017	LingPy:SCA	
1690	ŋjaːu³¹	376	ŋ j aː u ³¹	ŋ j aː u - ³¹		expert	Hill2017	LingPy:SCA	
1691	ŋjuk³¹	376	ŋ j u k ³¹	ŋ j u - k ³¹		expert	Hill2017	LingPy:SCA	
1692	ɲau⁵⁵	376	ɲ a u ⁵⁵	ɲ - a u - ⁵⁵		expert	Hill2017	LingPy:SCA	
1714	u³¹mui³¹	505	u ³¹ + m u i ³¹	u ³¹ + m - u i - ³¹		expert	Hill2017	LingPy:SCA	
3699	ʑɔŋ³¹	724	ʑ ɔ ŋ ³¹	ʑ ɔ ŋ ³¹		expert	Hill2017	LingPy:SCA	
1717	u²¹tsham⁵¹	456	u ²¹ + tsʰ a m ⁵¹	u ²¹ + tsʰ a m ⁵¹		expert	Hill2017	LingPy:SCA	
1718	tshɛ̃⁵⁵	287	tsʰ ɛ̃ ∼ ⁵⁵	tsʰ ɛ̃ ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
1720	tsham³³	287	tsʰ a m ³³	tsʰ a m ³³		expert	Hill2017	LingPy:SCA	
1722	tshɛ̃³¹	287	tsʰ ɛ̃ ∼ ³¹	tsʰ ɛ̃ ∼ ³¹		expert	Hill2017	LingPy:SCA	
1724	u³¹	88	u ³¹	u ³¹		expert	Hill2017	LingPy:SCA	
1726	a³¹mui³¹	475	a ³¹ + m u i ³¹	a ³¹ - - - - + m - u i - ³¹		expert	Hill2017	LingPy:SCA	
1653	tɕi⁵⁵	485	tɕ i ⁵⁵	tɕ i - ⁵⁵		expert	Hill2017	LingPy:SCA	
1728	ʃŏ²¹mau⁵⁵	201	ʃ ŏ ²¹ + m a u ⁵⁵	ʃ ŏ ²¹ + m - a u - ⁵⁵		expert	Hill2017	LingPy:SCA	
1730	ʃă³⁵mau³⁵	201	ʃ ă ³⁵ + m a u ³⁵	ʃ ă ³⁵ + m - a u - ³⁵		expert	Hill2017	LingPy:SCA	
1734	ʃŏ⁵⁵mou⁵⁵	201	ʃ ŏ ⁵⁵ + m o u ⁵⁵	ʃ ŏ ⁵⁵ + m - o u - ⁵⁵		expert	Hill2017	LingPy:SCA	
1735	ʃɔ̆³⁵muk⁵⁵	201	ʃ ɔ̆ ³⁵ + m u k ⁵⁵	ʃ ɔ̆ ³⁵ + m - u - k ⁵⁵		expert	Hill2017	LingPy:SCA	
1737	mui³¹	197	m u i ³¹	m - u i - ³¹		expert	Hill2017	LingPy:SCA	
5658	mjo⁵⁵si⁵³	232	m j o ⁵⁵ + s i ⁵³	m j o - - ⁵⁵ + s i - - ⁵³		expert	Hill2017	LingPy:SCA	
1746	laʔ³¹	87	l a ʔ ³¹	l a ʔ ³¹		expert	Hill2017	LingPy:SCA	
1752	lɔʔ³¹	87	l ɔ ʔ ³¹	l ɔ ʔ ³¹		expert	Hill2017	LingPy:SCA	
1754	lɔʔ⁵⁵n̥au³¹	714	l ɔ ʔ ⁵⁵ + n̥ a u ³¹	l ɔ ʔ ⁵⁵ + n̥ a u ³¹		expert	Hill2017	LingPy:SCA	
7513	pac	360	p a ts	p a ts		expert	Hill2017	LingPy:SCA	
3025	oʔ⁵⁵	539	o ʔ ⁵⁵	- o ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
1773	ni³¹kuaŋ³¹	435	n i ³¹ + k u a ŋ ³¹	n i ³¹ + k u a ŋ ³¹		expert	Hill2017	LingPy:SCA	
1776	u²¹lu̱m²¹	183	u ²¹ + l ṵ m ²¹	- u - ²¹ + l ṵ m ²¹		expert	Hill2017	LingPy:SCA	
1778	u̱³⁵lam³¹	183	ṵ ³⁵ + l a m ³¹	- ṵ - ³⁵ + l a m ³¹		expert	Hill2017	LingPy:SCA	
7123	ṅāḥ	503	ŋ a ⁵⁵	ŋ a ⁵⁵		expert	Hill2017	LingPy:SCA	
1782	wo̱⁵⁵lɔ̱m⁵³	183	w o̰ ⁵⁵ + l ɔ̰ m ⁵³	w o̰ - ⁵⁵ + l ɔ̰ m ⁵³		expert	Hill2017	LingPy:SCA	
6441	və̆³¹kauŋ³¹	551	v ə̆ ³¹ + k a u ŋ ³¹	v ə̆ ³¹ + k a u ŋ ³¹		expert	Hill2017	LingPy:SCA	
1784	au³⁵lam³⁵	183	a u ³⁵ + l a m ³⁵	- a u ³⁵ + l a m ³⁵		expert	Hill2017	LingPy:SCA	
1787	u³¹kɔŋ³¹	611	u ³¹ + k ɔ ŋ ³¹	- u - ³¹ + k ɔ - ŋ ³¹		expert	Hill2017	LingPy:SCA	
981	ju̱p⁵⁵moʔ²¹	458	j ṵ p ⁵⁵ + m o ʔ ²¹	j ṵ p ⁵⁵ + m o ʔ ²¹		expert	Hill2017	LingPy:SCA	
3031	vuʔ³¹	539	v u ʔ ³¹	v u ʔ ³¹		expert	Hill2017	LingPy:SCA	
1805	kʐua³¹	198	k ʐ u a ³¹	k ʐ u a ³¹		expert	Hill2017	LingPy:SCA	
1806	vo⁵⁵kjo²¹	99	v o ⁵⁵ + k j o ²¹	v o ⁵⁵ + k j o - ²¹		expert	Hill2017	LingPy:SCA	
2349	jɔːʔ³¹	37	j ɔː ʔ ³¹	j ɔː ʔ ³¹		expert	Hill2017	LingPy:SCA	
1810	jɔː⁵⁵kjɔː³³	99	j ɔː ⁵⁵ + k j ɔː ³³	j ɔː ⁵⁵ + k j ɔː - ³³		expert	Hill2017	LingPy:SCA	
1812	ɣɔ⁵⁵kjɔ³⁵	99	ɣ ɔ ⁵⁵ + k j ɔ ³⁵	ɣ ɔ ⁵⁵ + k j ɔ - ³⁵		expert	Hill2017	LingPy:SCA	
1815	kʐɔ³¹	198	k ʐ ɔ ³¹	k ʐ ɔ - ³¹		expert	Hill2017	LingPy:SCA	
1819	ȵ̥a⁵⁵lum³¹	660	n̥ʲ a ⁵⁵ + l u m ³¹	n̥ʲ a - ⁵⁵ + l u m ³¹		expert	Hill2017	LingPy:SCA	
1822	ni̱k⁵⁵lu̱m²¹	660	n ḭ k ⁵⁵ + l ṵ m ²¹	n ḭ k ⁵⁵ + l ṵ m ²¹		expert	Hill2017	LingPy:SCA	
1825	na̱k⁵⁵lam³¹	660	n a̰ k ⁵⁵ + l a m ³¹	n a̰ k ⁵⁵ + l a m ³¹		expert	Hill2017	LingPy:SCA	
1830	nə̱k⁵⁵lɔm³³	660	n ə̰ k ⁵⁵ + l ɔ m ³³	n ə̰ k ⁵⁵ + l ɔ m ³³		expert	Hill2017	LingPy:SCA	
1833	na̱k⁵⁵lam³⁵	660	n a̰ k ⁵⁵ + l a m ³⁵	n a̰ k ⁵⁵ + l a m ³⁵		expert	Hill2017	LingPy:SCA	
1671	mɛ̱̃³⁵	689	m ɛ̰̃ ∼ ³⁵	m ɛ̰̃ ∼ ³⁵		expert	Hill2017	LingPy:SCA	
1836	n̥ɔʔ³¹lum³¹	660	n̥ ɔ ʔ ³¹ + l u m ³¹	n̥ ɔ ʔ ³¹ + l u m ³¹		expert	Hill2017	LingPy:SCA	
1841	li³¹	642	l i ³¹	l i - ³¹		expert	Hill2017	LingPy:SCA	
1843	lai²¹	642	l a i ²¹	l a i ²¹		expert	Hill2017	LingPy:SCA	
1844	li³¹	642	l i ³¹	l i - ³¹		expert	Hill2017	LingPy:SCA	
1847	laːi³³	642	l aː i ³³	l aː i ³³		expert	Hill2017	LingPy:SCA	
1848	la³⁵	642	l a ³⁵	l a - ³⁵		expert	Hill2017	LingPy:SCA	
1849	lai³¹	642	l a i ³¹	l a i ³¹		expert	Hill2017	LingPy:SCA	
1853	xai⁵⁵thɔʔ⁵⁵	621	x a i ⁵⁵ + tʰ ɔ ʔ ⁵⁵	x a i ⁵⁵ + tʰ ɔ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
1856	xji⁵¹ma⁵⁵	402	x j i ⁵¹ + m a ⁵⁵	x j i ⁵¹ + m a - ⁵⁵		expert	Hill2017	LingPy:SCA	
1858	tʃhə̆⁵⁵mɛ̃⁵⁵--	354	tʃʰ ə̆ ⁵⁵ + m ɛ̃ ∼ ⁵⁵	tʃʰ ə̆ ⁵⁵ + m ɛ̃ ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
1860	xjɛ³³mŏ³³	402	x j ɛ ³³ + m ŏ ³³	x j ɛ ³³ + m ŏ - ³³		expert	Hill2017	LingPy:SCA	
1861	tʃhɛ̆³¹mɛ³¹	354	tʃʰ ɛ̆ ³¹ + m ɛ ³¹	tʃʰ ɛ̆ ³¹ + m ɛ - ³¹		expert	Hill2017	LingPy:SCA	
1863	xai⁵⁵thɔʔ⁵⁵	621	x a i ⁵⁵ + tʰ ɔ ʔ ⁵⁵	x a i ⁵⁵ + tʰ ɔ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6455	tam⁵⁵	719	t a m ⁵⁵	t a m ⁵⁵		expert	Hill2017	LingPy:SCA	
1677	sa⁵⁵	173	s a ⁵⁵	s a ⁵⁵		expert	Hill2017	LingPy:SCA	
6456	nɛʔ³¹ma³⁵nɛʔ³¹	356	n ɛ ʔ ³¹ + m a ³⁵ + n ɛ ʔ ³¹	n ɛ ʔ ³¹ + m a ³⁵ + n ɛ ʔ ³¹		expert	Hill2017	LingPy:SCA	
6457	lo²¹mo⁵⁵	506	l o ²¹ + m o ⁵⁵	- l o ²¹ + m o ⁵⁵		expert	Hill2017	LingPy:SCA	
1889	sau⁵⁵	444	s a u ⁵⁵	s a u ⁵⁵		expert	Hill2017	LingPy:SCA	
1890	xaʔ⁵⁵	415	x a ʔ ⁵⁵	x a ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
1891	ŋja̱m³⁵	240	ŋ j a̰ m ³⁵	ŋ j a̰ m ³⁵		expert	Hill2017	LingPy:SCA	
1892	ŋju̱ːm⁵⁵	240	ŋ j ṵː m ⁵⁵	ŋ j ṵː m ⁵⁵		expert	Hill2017	LingPy:SCA	
1893	ŋja̱m³⁵	240	ŋ j a̰ m ³⁵	ŋ j a̰ m ³⁵		expert	Hill2017	LingPy:SCA	
1894	sau⁵⁵	444	s a u ⁵⁵	s a u ⁵⁵		expert	Hill2017	LingPy:SCA	
7156	vai	315	w aj	w aj		expert	Hill2017	LingPy:SCA	
1918	m̥ʐəʔ⁵⁵	626	m̥ ʐ ə ʔ ⁵⁵	m̥ ʐ ə ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
1921	tsui²¹	28	ts u i ²¹	ts u i - ²¹		expert	Hill2017	LingPy:SCA	
1923	tsa̱p⁵⁵	548	ts a̰ p ⁵⁵	ts a̰ p ⁵⁵		expert	Hill2017	LingPy:SCA	
1926	tsɔi³⁵	28	ts ɔ i ³⁵	ts ɔ i - ³⁵		expert	Hill2017	LingPy:SCA	
1928	tʂhop⁵⁵	548	ʈʂʰ o p ⁵⁵	ʈʂʰ o p ⁵⁵		expert	Hill2017	LingPy:SCA	
5103	a³¹tuŋ⁵⁵	603	a ³¹ + t u ŋ ⁵⁵	a ³¹ - - + t - u ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
3058	tseʔ⁵⁵	112	ts e ʔ ⁵⁵	ts e ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
1012	ʃauʔ⁵⁵	713	ʃ a u ʔ ⁵⁵	ʃ a u ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
1986	khju⁵⁵	480	kʰ j u ⁵⁵	kʰ j u - ⁵⁵		expert	Hill2017	LingPy:SCA	
1990	khjuk³¹	480	kʰ j u k ³¹	kʰ j u k ³¹		expert	Hill2017	LingPy:SCA	
1015	ʃuːk⁵⁵	713	ʃ uː k ⁵⁵	ʃ uː - k ⁵⁵		expert	Hill2017	LingPy:SCA	
1996	m̥ʐaŋ³¹	686	m̥ ʐ a ŋ ³¹	m̥ ʐ a ŋ ³¹		expert	Hill2017	LingPy:SCA	
1998	mjaŋ²¹	686	m j a ŋ ²¹	m j a ŋ ²¹		expert	Hill2017	LingPy:SCA	
1999	mjɔ̃³¹	686	m j ɔ̃ ∼ ³¹	m j ɔ̃ ∼ ³¹		expert	Hill2017	LingPy:SCA	
