ID,Form_ID,Cognateset_ID,Segment_Slice,Alignment,Source
1113,1113,1158,,,
2602,2602,319,,,
2604,2604,319,,,
2606,2606,319,,,
2609,2609,319,,,
2610,2610,319,,,
2611,2611,319,,,
2627,2627,323,,,
2630,2630,323,,,
2631,2631,323,,,
2634,2634,323,,,
2635,2635,323,,,
2637,2637,323,,,
2641,2641,325,,,
2644,2644,325,,,
2646,2646,325,,,
6585,6585,55,,,
2649,2649,325,,,
2650,2650,325,,,
1807,1807,1177,,,
2652,2652,325,,,
7269,7269,0,,,
2662,2662,332,,,
5135,5135,501,,,
2667,2667,332,,,
2671,2671,332,,,
2494,2494,300,,,
5225,5225,1105,,,
3861,3861,441,,,
2692,2692,1150,,,
2694,2694,1150,,,
6593,6593,88,,,
2696,2696,1150,,,
2697,2697,1150,,,
2699,2699,1150,,,
2701,2701,1150,,,
6596,6596,41,,,
2716,2716,341,,,
2718,2718,341,,,
2719,2719,341,,,
2722,2722,341,,,
2723,2723,341,,,
2724,2724,341,,,
3868,3868,49,,,
5234,5234,1105,,,
6600,6600,38,,,
2740,2740,235,,,
2741,2741,235,,,
2742,2742,235,,,
2743,2743,235,,,
2744,2744,235,,,
2745,2745,235,,,
6603,6603,74,,,
3873,3873,49,,,
2509,2509,998,,,
2770,2770,1110,,,
2773,2773,1108,,,
2774,2774,1108,,,
2775,2775,1110,,,
2777,2777,1110,,,
2781,2781,345,,,
6608,6608,240,,,
2786,2786,345,,,
2275,2275,274,,,
2792,2792,345,,,
2798,2798,346,,,
2800,2800,346,,,
2801,2801,346,,,
2804,2804,346,,,
1150,1150,439,,,
2806,2806,346,,,
2810,2810,1112,,,
2812,2812,1112,,,
2814,2814,1112,,,
2817,2817,1112,,,
2818,2818,1112,,,
2820,2820,1112,,,
1153,1153,439,,,
2842,2842,1113,,,
2844,2844,1113,,,
2845,2845,1113,,,
2848,2848,1113,,,
2849,2849,1113,,,
2850,2850,1113,,,
5254,5254,259,,,
2854,2854,355,,,
6369,6369,122,,,
2860,2860,354,,,
2866,2866,354,,,
2880,2880,1119,,,
2883,2883,1119,,,
2885,2885,1119,,,
2888,2888,1119,,,
2889,2889,1119,,,
2891,2891,1119,,,
6630,6630,236,,,
6631,6631,165,,,
2536,2536,307,,,
2937,2937,2,,,
2940,2940,327,,,
2942,2942,2,,,
2945,2945,2,,,
2946,2946,2,,,
6635,6635,119,,,
2948,2948,2,,,
2964,2964,359,,,
2966,2966,359,,,
2967,2967,359,,,
2970,2970,359,,,
2971,2971,359,,,
2972,2972,360,,,
3910,3910,52,,,
7095,7095,0,,,
7097,7097,0,,,
7099,7099,0,,,
7101,7101,0,,,
7103,7103,0,,,
5280,5280,299,,,
7107,7107,0,,,
7109,7109,0,,,
7111,7111,0,,,
7113,7113,0,,,
7385,7385,0,,,
7115,7115,0,,,
7117,7117,0,,,
7119,7119,0,,,
7121,7121,0,,,
3027,3027,374,,,
3028,3028,374,,,
7125,7125,0,,,
7127,7127,0,,,
3032,3032,374,,,
7129,7129,0,,,
7131,7131,0,,,
7133,7133,0,,,
7135,7135,0,,,
7137,7137,0,,,
7139,7139,0,,,
7141,7141,0,,,
7143,7143,0,,,
7145,7145,0,,,
7147,7147,0,,,
7149,7149,0,,,
7151,7151,0,,,
7154,7154,0,,,
3060,3060,832,,,
3062,3062,832,,,
7159,7159,0,,,
3064,3064,18,,,
3065,3065,832,,,
7163,7163,0,,,
7165,7165,0,,,
7167,7167,0,,,
6567,6567,152,,,
7169,7169,0,,,
7171,7171,0,,,
7173,7173,0,,,
7175,7175,0,,,
7177,7177,0,,,
7179,7179,0,,,
7181,7181,0,,,
7183,7183,0,,,
7185,7185,0,,,
7187,7187,0,,,
7189,7189,0,,,
6649,6649,151,,,
7191,7191,0,,,
7193,7193,0,,,
7195,7195,0,,,
3100,3100,835,,,
7197,7197,0,,,
3102,3102,835,,,
7199,7199,0,,,
3104,3104,835,,,
3105,3105,835,,,
7203,7203,0,,,
7205,7205,0,,,
7207,7207,0,,,
7209,7209,0,,,
7211,7211,0,,,
7213,7213,0,,,
7215,7215,0,,,
7217,7217,0,,,
7219,7219,0,,,
7221,7221,0,,,
7223,7223,0,,,
7225,7225,0,,,
7227,7227,0,,,
7229,7229,0,,,
7231,7231,0,,,
7233,7233,0,,,
7235,7235,0,,,
7237,7237,41,,,
7239,7239,0,,,
7241,7241,0,,,
3146,3146,862,,,
7243,7243,0,,,
3148,3148,862,,,
7245,7245,0,,,
3150,3150,862,,,
7247,7247,0,,,
3153,3153,862,,,
7251,7251,0,,,
7253,7253,0,,,
7255,7255,0,,,
7257,7257,0,,,
7259,7259,0,,,
7261,7261,0,,,
7263,7263,0,,,
7265,7265,0,,,
7267,7267,0,,,
4470,4470,574,,,
7271,7271,0,,,
7273,7273,0,,,
7276,7276,0,,,
7278,7278,0,,,
7280,7280,0,,,
7282,7282,0,,,
7284,7284,0,,,
7286,7286,0,,,
7288,7288,0,,,
4628,4628,477,,,
7290,7290,0,,,
7292,7292,0,,,
7294,7294,0,,,
7296,7296,0,,,
7298,7298,0,,,
7300,7300,0,,,
534,534,158,,,
7302,7302,0,,,
7304,7304,0,,,
7306,7306,0,,,
8563,8563,0,,,
7308,7308,0,,,
7310,7310,0,,,
7312,7312,0,,,
7314,7314,0,,,
7316,7316,0,,,
7318,7318,0,,,
7320,7320,0,,,
7322,7322,0,,,
7324,7324,0,,,
7326,7326,0,,,
7365,7365,0,,,
7328,7328,0,,,
7330,7330,0,,,
3236,3236,379,,,
7334,7334,0,,,
3239,3239,379,,,
7336,7336,0,,,
3242,3242,379,,,
7339,7339,0,,,
7341,7341,0,,,
3246,3246,379,,,
7343,7343,0,,,
3248,3248,379,,,
7345,7345,0,,,
3250,3250,379,,,
7347,7347,0,,,
7349,7349,0,,,
7351,7351,0,,,
7353,7353,0,,,
7355,7355,0,,,
7357,7357,0,,,
7359,7359,0,,,
7361,7361,0,,,
7363,7363,0,,,
7201,7201,0,,,
7367,7367,0,,,
7369,7369,0,,,
7371,7371,0,,,
7373,7373,0,,,
7375,7375,0,,,
7377,7377,0,,,
7379,7379,0,,,
5498,5498,69,,,
3285,3285,11,,,
7383,7383,0,,,
3289,3289,11,,,
3291,3291,11,,,
3292,3292,11,,,
7389,7389,452,,,
7392,7392,0,,,
7394,7394,0,,,
7396,7396,0,,,
3302,3302,813,,,
3281,3281,11,,,
3304,3304,815,,,
3305,3305,813,,,
551,551,1139,,,
7405,7405,0,,,
3310,3310,389,,,
7407,7407,0,,,
3312,3312,389,,,
3313,3313,389,,,
7410,7410,0,,,
3283,3283,11,,,
7412,7412,0,,,
7415,7415,0,,,
7417,7417,0,,,
7420,7420,0,,,
7422,7422,0,,,
7381,7381,0,,,
7424,7424,0,,,
7428,7428,0,,,
3334,3334,12,,,
7432,7432,0,,,
3337,3337,12,,,
7434,7434,0,,,
7435,7435,0,,,
7437,7437,0,,,
3342,3342,15,,,
7439,7439,0,,,
3344,3344,12,,,
7441,7441,0,,,
7443,7443,0,,,
7445,7445,0,,,
1241,1241,473,,,
7449,7449,0,,,
7451,7451,0,,,
7453,7453,0,,,
7455,7455,0,,,
7457,7457,0,,,
1243,1243,473,,,
3365,3365,397,,,
3368,3368,400,,,
3370,3370,400,,,
3373,3373,400,,,
3374,3374,400,,,
7472,7472,0,,,
7474,7474,0,,,
7476,7476,0,,,
7479,7479,0,,,
5343,5343,400,,,
1537,1537,554,,,
7485,7485,0,,,
3390,3390,404,,,
3392,3392,404,,,
7489,7489,0,,,
3394,3394,404,,,
7491,7491,0,,,
3397,3397,404,,,
7497,7497,0,,,
7499,7499,0,,,
3404,3404,21,,,
3298,3298,813,,,
3406,3406,416,,,
7503,7503,0,,,
7505,7505,0,,,
3410,3410,21,,,
3412,3412,414,,,
7509,7509,0,,,
7511,7511,0,,,
3416,3416,417,,,
3300,3300,813,,,
3419,3419,417,,,
3421,3421,417,,,
7519,7519,0,,,
3424,3424,417,,,
3425,3425,417,,,
3427,3427,417,,,
7525,7525,0,,,
7527,7527,0,,,
7530,7530,0,,,
7399,7399,0,,,
7533,7533,0,,,
7535,7535,0,,,
7539,7539,0,,,
7541,7541,0,,,
7401,7401,0,,,
7545,7545,0,,,
7547,7547,0,,,
7549,7549,0,,,
7552,7552,0,,,
3307,3307,813,,,
6296,6296,65,,,
3476,3476,421,,,
3479,3479,421,,,
3481,3481,421,,,
5359,5359,32,,,
3484,3484,421,,,
3485,3485,421,,,
3487,3487,421,,,
3491,3491,422,,,
3494,3494,422,,,
3496,3496,422,,,
3499,3499,422,,,
3500,3500,422,,,
3314,3314,389,,,
3502,3502,422,,,
3315,3315,389,,,
3525,3525,918,,,
3526,3526,918,,,
3527,3527,918,,,
3528,3528,918,,,
3529,3529,918,,,
3530,3530,918,,,
3533,3533,426,,,
3535,3535,425,,,
3538,3538,425,,,
5369,5369,300,,,
3556,3556,922,,,
3559,3559,922,,,
1276,1276,1161,,,
6543,6543,105,,,
3565,3565,922,,,
3567,3567,922,,,
3569,3569,922,,,
3574,3574,430,,,
3577,3577,430,,,
3579,3579,430,,,
3582,3582,430,,,
3583,3583,430,,,
3585,3585,430,,,
1281,1281,193,,,
5379,5379,235,,,
3605,3605,30,,,
3608,3608,30,,,
3610,3610,30,,,
3613,3613,30,,,
3614,3614,30,,,
3616,3616,30,,,
4699,4699,1049,,,
7430,7430,0,,,
6395,6395,189,,,
3649,3649,34,,,
3339,3339,12,,,
3655,3655,34,,,
3657,3657,36,,,
3658,3658,34,,,
3659,3659,34,,,
3660,3660,34,,,
3671,3671,929,,,
3674,3674,929,,,
3343,3343,12,,,
3676,3676,929,,,
3679,3679,929,,,
3680,3680,929,,,
3682,3682,929,,,
5671,5671,79,,,
3700,3700,39,,,
3701,3701,37,,,
3702,3702,37,,,
3703,3703,37,,,
3704,3704,39,,,
7447,7447,0,,,
3725,3725,937,,,
3728,3728,938,,,
3729,3729,938,,,
3731,3731,940,,,
4625,4625,477,,,
3733,3733,937,,,
1305,1305,194,,,
3752,3752,40,,,
3755,3755,40,,,
3757,3757,40,,,
6399,6399,56,,,
3760,3760,40,,,
3761,3761,40,,,
3764,3764,40,,,
3790,3790,440,,,
3792,3792,440,,,
3793,3793,440,,,
7459,7459,0,,,
3796,3796,440,,,
3797,3797,440,,,
3798,3798,440,,,
3802,3802,951,,,
3805,3805,951,,,
3807,3807,951,,,
3811,3811,951,,,
3813,3813,951,,,
3816,3816,951,,,
3821,3821,44,,,
3823,3823,384,,,
3824,3824,44,,,
7464,7464,0,,,
3827,3827,44,,,
3828,3828,44,,,
3829,3829,44,,,
5417,5417,955,,,
7466,7466,0,,,
3840,3840,955,,,
3845,3845,955,,,
3848,3848,955,,,
5672,5672,862,,,
3853,3853,441,,,
3856,3856,441,,,
3858,3858,442,,,
7470,7470,0,,,
3862,3862,441,,,
3864,3864,441,,,
3867,3867,50,,,
6539,6539,135,,,
3870,3870,49,,,
3872,3872,49,,,
3376,3376,399,,,
3875,3875,49,,,
3879,3879,443,,,
6403,6403,112,,,
3882,3882,443,,,
3884,3884,443,,,
3887,3887,443,,,
3888,3888,443,,,
3890,3890,443,,,
3901,3901,448,,,
3902,3902,449,,,
3903,3903,447,,,
3908,3908,52,,,
6404,6404,234,,,
3911,3911,52,,,
3914,3914,52,,,
3915,3915,52,,,
3916,3916,52,,,
3919,3919,451,,,
3920,3920,451,,,
3921,3921,451,,,
3922,3922,451,,,
3923,3923,451,,,
3924,3924,451,,,
3933,3933,452,,,
3936,3936,452,,,
3938,3938,452,,,
3387,3387,404,,,
3941,3941,452,,,
3942,3942,452,,,
3944,3944,452,,,
3967,3967,961,,,
6406,6406,68,,,
8067,8067,0,,,
3972,3972,960,,,
3975,3975,960,,,
3977,3977,960,,,
3979,3979,961,,,
3395,3395,404,,,
7332,7332,0,,,
1361,1361,232,,,
3401,3401,414,,,
2453,2453,950,,,
4043,4043,976,,,
4044,4044,976,,,
4045,4045,976,,,
4046,4046,976,,,
4047,4047,976,,,
4048,4048,976,,,
4052,4052,454,,,
4055,4055,454,,,
4057,4057,454,,,
4060,4060,454,,,
4061,4061,454,,,
4064,4064,456,,,
4068,4068,978,,,
4071,4071,978,,,
4073,4073,978,,,
4076,4076,978,,,
4077,4077,978,,,
3409,3409,21,,,
4079,4079,978,,,
1363,1363,717,,,
4085,4085,458,,,
7501,7501,0,,,
4088,4088,458,,,
4090,4090,458,,,
4093,4093,458,,,
4094,4094,458,,,
6492,6492,119,,,
