ID	Language_name	Language_ID	Parameter_name	Parameter_ID	Value	Form	Segments	Motivation_structure	Source	Comment
7552	Old_Burmese	oldb1235	young	1207		ṅay	ŋ a j	small-young	Okell1971,Luce1985,Nishi1999	small-young
3307	Xiandao	xian1249	to reside (live)	1099	nai⁵⁵  | 1452.29	nai⁵⁵	n a i ⁵⁵	sit-reside	Huang1992,Matisoff2015	
6296	Rangoon	nucl1310	the mosquito	1509	tɕhĩ²²	ʨʰĩ²²	tɕʰ ĩ ∼ ²²		Huang1992,Matisoff2015	
3476	Achang_Longchuan	long1373	the salt	1274	tɕhɔ³¹  | 0061.28	tɕhɔ³¹	tɕʰ ɔ ³¹	salt	Huang1992,Matisoff2015	
3479	Atsi	zaiw1240	the salt	1274	tsho⁵⁵  | 0061.30	tsho⁵⁵	tsʰ o ⁵⁵	salt	Huang1992,Matisoff2015	
3481	Bola	pela1242	the salt	1274	tha³⁵  | 0061.32	tha³⁵	tʰ a ³⁵	salt	Huang1992,Matisoff2015	
5359	Rangoon	nucl1310	the woman	962		mẽ⁵⁵mɑ⁵³	m ẽ ∼ ⁵⁵ + m ɑ ⁵³		Huang1992,Matisoff2015	
3484	Lashi	lash1242	the salt	1274	tsho⁵⁵  | 0061.33	tsho⁵⁵	tsʰ o ⁵⁵	salt	Huang1992,Matisoff2015	
3485	Maru	maru1249	the salt	1274	tshɔ³⁵  | 0061.31	tshɔ³⁵	tsʰ ɔ ³⁵		Huang1992,Matisoff2015	
3487	Xiandao	xian1249	the salt	1274	chɔ³¹  | 0061.29	chɔ³¹	cʰ ɔ ³¹	salt	Huang1992,Matisoff2015	
3491	Achang_Longchuan	long1373	the sand	671	să³¹ le⁵⁵  | 0044.28	să³¹le⁵⁵	s ă ³¹ + l e ⁵⁵		Huang1992,Matisoff2015	
3494	Atsi	zaiw1240	the sand	671	să²¹ mui⁵¹  | 0044.30	să²¹mui⁵¹	s ă ²¹ + m u i ⁵¹	sand-1 sand-2	Huang1992,Matisoff2015	
3496	Bola	pela1242	the sand	671	mɛ⁵⁵ ʃa⁵⁵  | 0044.32	mɛ⁵⁵ʃa⁵⁵	m ɛ ⁵⁵ + ʃ a ⁵⁵	sand-1 sand-2	Huang1992,Matisoff2015	
3499	Lashi	lash1242	the sand	671	sə̆⁵⁵ mui³¹  | 0044.33	sə̆⁵⁵mui³¹	s ə̆ ⁵⁵ + m u i ³¹		Huang1992,Matisoff2015	
3500	Maru	maru1249	the sand	671	ma³¹ ʃɔ³¹  | 0044.31	ma³¹ʃɔ³¹	m a ³¹ + ʃ ɔ ³¹	ground? sand	Huang1992,Matisoff2015	
3314	Maru	maru1249	the rice plant	2026	tʃhiŋ³¹  | 0439.31	tʃhiŋ³¹	tʃʰ i ŋ ³¹		Huang1992,Matisoff2015	
3502	Xiandao	xian1249	the sand	671	sa³¹ lɛ³¹  | 0044.29	sa³¹lɛ³¹	s a ³¹ + l ɛ ³¹	sand-1 sand-2	Huang1992,Matisoff2015	
3315	Xiandao	xian1249	the rice plant	2026	tshɛn⁵⁵  | 0439.29	tshɛn⁵⁵	tsʰ ɛ n ⁵⁵	rice-plant	Huang1992,Matisoff2015	
3525	Achang_Longchuan	long1373	to scratch	1436	khʐən⁵⁵  | 1530.28	khʐən⁵⁵	kʰ ʐ ə n ⁵⁵	scratch	Huang1992,Matisoff2015	bad concept
3526	Atsi	zaiw1240	to scratch	1436	kjin⁵¹  | 1530.30	kjin⁵¹	k j i n ⁵¹	scratch-tr	Huang1992,Matisoff2015	bad concept
3527	Bola	pela1242	to scratch	1436	kjɔ̱n⁵⁵  | 1530.32	kjɔ̱n⁵⁵	k j ɔ̰ n ⁵⁵	scratch-tr	Huang1992,Matisoff2015	bad concept
3528	Lashi	lash1242	to scratch	1436	kji̱ːn³¹  | 1530.33	kji̱ːn³¹	k j ḭː n ³¹	scratch	Huang1992,Matisoff2015	bad concept
3529	Maru	maru1249	to scratch	1436	kji̱ŋ³¹  | 1530.31	kji̱ŋ³¹	k j ḭ ŋ ³¹		Huang1992,Matisoff2015	bad concept
3530	Xiandao	xian1249	to scratch	1436	khʐan⁵⁵  | 1530.29	khʐan⁵⁵	kʰ ʐ a n ⁵⁵	scratch-tr	Huang1992,Matisoff2015	bad concept
3533	Achang_Longchuan	long1373	the sea	1474	nam³¹ tɕu³¹  | 0032.28	nam³¹tɕu³¹	n a m ³¹ + tɕ u ³¹	sky? sea?	Huang1992,Matisoff2015	
3535	Atsi	zaiw1240	the sea	1474	vui⁵¹ miŋ²¹  | 0032.30	vui⁵¹miŋ²¹	v u i ⁵¹ + m i ŋ ²¹	water sea	Huang1992,Matisoff2015	
3538	Lashi	lash1242	the sea	1474	kjei⁵³ məŋ³³  | 0032.33	kjei⁵³məŋ³³	k j e i ⁵³ + m ə ŋ ³³	river	Huang1992,Matisoff2015	
5369	Rangoon	nucl1310	the man (male human)	2106		jɑuʔ⁴ʨɑ⁵⁵	j ɑ u ʔ ⁴ + tɕ ɑ ⁵⁵	person1 person2	Huang1992,Matisoff2015	
3556	Achang_Longchuan	long1373	to see	1409	en³¹ mʐaŋ⁵⁵  | 1471.28	en³¹mʐaŋ⁵⁵	e n ³¹ + m ʐ a ŋ ⁵⁵	see	Huang1992,Matisoff2015	
3559	Atsi	zaiw1240	to see	1409	mjaŋ⁵¹  | 1471.30	mjaŋ⁵¹	m j a ŋ ⁵¹	see	Huang1992,Matisoff2015	
1276	Atsi	zaiw1240	the father	1217	a⁵⁵ va²¹  | 0218.30	a⁵⁵va²¹	a ⁵⁵ + v a ²¹	a-prefix father	Huang1992,Matisoff2015	
6543	Xiandao	xian1249	the frost	2034	ŋ̊an⁵⁵	ŋ̊an⁵⁵	ŋ̊ a n ⁵⁵	frost	Huang1992,Matisoff2015	
3565	Lashi	lash1242	to see	1409	mjaːŋ³¹  | 1471.33	mjaːŋ³¹	m j aː ŋ ³¹	see	Huang1992,Matisoff2015	
3567	Maru	maru1249	to see	1409	mjɔ̃³¹  | 1471.31	mjɔ̃³¹	m j ɔ̃ ∼ ³¹	see	Huang1992,Matisoff2015	
3569	Xiandao	xian1249	to see	1409	mʐaŋ⁵⁵  | 1471.29	mʐaŋ⁵⁵	m ʐ a ŋ ⁵⁵	see	Huang1992,Matisoff2015	
3574	Achang_Longchuan	long1373	the seed	714	a³¹ ȵau³¹  | 0405.28	a³¹ȵau³¹	a ³¹ + nʲ a u ³¹	a-prefix seed	Huang1992,Matisoff2015	
3577	Atsi	zaiw1240	the seed	714	a²¹ mji²¹  | 0405.30	a²¹mji²¹	a ²¹ + m j i ²¹	a-prefix seed	Huang1992,Matisoff2015	
3579	Bola	pela1242	the seed	714	a³¹ mjuŋ³¹  | 0405.32	a³¹mjuŋ³¹	a ³¹ + m j u ŋ ³¹	a-prefix seed	Huang1992,Matisoff2015	
3582	Lashi	lash1242	the seed	714	a³³ mjou³³  | 0405.33	a³³mjou³³	a ³³ + m j o u ³³	a-prefix seed	Huang1992,Matisoff2015	
3583	Maru	maru1249	the seed	714	mjuk⁵⁵  | 0405.31	mjuk⁵⁵	m j u k ⁵⁵		Huang1992,Matisoff2015	
3585	Xiandao	xian1249	the seed	714	a³¹ ɲau⁵¹  | 0405.29	a³¹ɲau⁵¹	a ³¹ + ɲ a u ⁵¹	a-prefix noun	Huang1992,Matisoff2015	
1281	Maru	maru1249	the father	1217	a⁵⁵ phɔ⁵⁵  | 0218.31	a⁵⁵phɔ⁵⁵	a ⁵⁵ + pʰ ɔ ⁵⁵	a-prefix father	Huang1992,Matisoff2015	
5379	Rangoon	nucl1310	narrow	1267		ʨĩ⁵⁵	tɕ ĩ ∼ ⁵⁵		Huang1992,Matisoff2015	bad concept
3605	Achang_Longchuan	long1373	seven	1704	ȵit⁵⁵  | 0803.28	ȵit⁵⁵	nʲ i t ⁵⁵	seven	Huang1992,Matisoff2015	
3608	Atsi	zaiw1240	seven	1704	ŋjit⁵⁵  | 0803.30	ŋjit⁵⁵	ŋ j i t ⁵⁵	seven	Huang1992,Matisoff2015	
3610	Bola	pela1242	seven	1704	nɔ̱t⁵⁵  | 0803.32	nɔ̱t⁵⁵	n ɔ̰ t ⁵⁵	seven	Huang1992,Matisoff2015	
3613	Lashi	lash1242	seven	1704	ŋjɛ̱t⁵⁵  | 0803.33	ŋjɛ̱t⁵⁵	ŋ j ɛ̰ t ⁵⁵	seven	Huang1992,Matisoff2015	
3614	Maru	maru1249	seven	1704	na̱t⁵⁵  | 0803.31	na̱t⁵⁵	n a̰ t ⁵⁵	seven	Huang1992,Matisoff2015	
3616	Xiandao	xian1249	seven	1704	nit⁵⁵  | 0803.29	nit⁵⁵	n i t ⁵⁵	seven	Huang1992,Matisoff2015	
4699	Achang_Longchuan	long1373	twenty	1710	tă³¹ sau⁵⁵  | 0816.28	tă³¹sau⁵⁵	t ă ³¹ + s a u ⁵⁵	twenty1 twenty2	Huang1992,Matisoff2015	
7430	Old_Burmese	oldb1235	thou [second person singular]	1215		ñañḥ	nʲ a nʲ ⁵⁵		Okell1971,Luce1985,Nishi1999	
6395	Rangoon	nucl1310	the tiger	846	tɕɑ⁵⁵	ʨɑ⁵⁵	tɕ ɑ ⁵⁵		Huang1992,Matisoff2015	
3649	Achang_Longchuan	long1373	sharp	1396	thɔʔ⁵⁵  | 1020.28	thɔʔ⁵⁵	tʰ ɔ ʔ ⁵⁵	sharp	Huang1992,Matisoff2015	bad concept
3339	Bola	pela1242	correct (right)	1725	tʃɔ³¹  | 1045.32	tʃɔ³¹	tʃ ɔ ³¹	correct	Huang1992,Matisoff2015	
3655	Lashi	lash1242	sharp	1396	thɔːʔ⁵⁵  | 1020.33	thɔːʔ⁵⁵	tʰ ɔː ʔ ⁵⁵	sharp	Huang1992,Matisoff2015	bad concept
3657	Xiandao	xian1249	sharp	1396	mat³⁵  | 1020.29	mat³⁵	m a t ³⁵	sharp	Huang1992,Matisoff2015	bad concept
3658	Atsi	zaiw1240	sharp	1396	thoʔ⁵⁵  | 1020.30	thoʔ⁵⁵	tʰ o ʔ ⁵⁵	sharp	Huang1992,Matisoff2015	bad concept
3659	Bola	pela1242	sharp	1396	thaʔ⁵⁵  | 1020.32	thaʔ⁵⁵	tʰ a ʔ ⁵⁵	sharp	Huang1992,Matisoff2015	bad concept
3660	Maru	maru1249	sharp	1396	thɔʔ⁵⁵  | 1020.31	thɔʔ⁵⁵	tʰ ɔ ʔ ⁵⁵	sharp	Huang1992,Matisoff2015	bad concept
3671	Achang_Longchuan	long1373	to shoot (an arrow)	1172	pək⁵⁵  | 1611.28	pək⁵⁵	p ə k ⁵⁵	shoot	Huang1992,Matisoff2015	
3674	Atsi	zaiw1240	to shoot (an arrow)	1172	pik²¹  | 1611.30	pik²¹	p i k ²¹	shoot	Huang1992,Matisoff2015	
3343	Maru	maru1249	correct (right)	1725	tʃɔ³¹  | 1045.31	tʃɔ³¹	tʃ ɔ ³¹	correct	Huang1992,Matisoff2015	
3676	Bola	pela1242	to shoot (an arrow)	1172	pak³¹  | 1611.32	pak³¹	p a k ³¹	shoot	Huang1992,Matisoff2015	
3679	Lashi	lash1242	to shoot (an arrow)	1172	pəːk³¹  | 1611.33	pəːk³¹	p əː k ³¹	shoot	Huang1992,Matisoff2015	
3680	Maru	maru1249	to shoot (an arrow)	1172	pak³¹  | 1611.31	pak³¹	p a k ³¹	shoot	Huang1992,Matisoff2015	
3682	Xiandao	xian1249	to shoot (an arrow)	1172	pɤk⁵⁵  | 1611.29	pɤk⁵⁵	p ɤ k ⁵⁵	shoot	Huang1992,Matisoff2015	
5671	Rangoon	nucl1310	big	1202		ʨi⁵⁵	tɕ i ⁵⁵	big	Huang1992,Matisoff2015	
3700	Atsi	zaiw1240	short	1645	to̱t²¹  | 0973.30	to̱t²¹	t o̰ t ²¹	short	Huang1992,Matisoff2015	bad concept
3701	Bola	pela1242	short	1645	laŋ³⁵  | 0973.32	laŋ³⁵	l a ŋ ³⁵	short	Huang1992,Matisoff2015	bad concept
3702	Lashi	lash1242	short	1645	ʃə̱ːŋ³³  | 0973.33	ʃə̱ːŋ³³	ʃ ə̰ː ŋ ³³	long	Huang1992,Matisoff2015	bad concept
3703	Maru	maru1249	short	1645	laŋ⁵⁵  | 0973.31	laŋ⁵⁵	l a ŋ ⁵⁵	short	Huang1992,Matisoff2015	bad concept
3704	Xiandao	xian1249	short	1645	tɔk⁵⁵  | 0973.29	tɔk⁵⁵	t ɔ k ⁵⁵	short-shorten	Huang1992,Matisoff2015	bad concept
7447	Old_Burmese	oldb1235	to count	1420		riy	r i j	count-1	Okell1971,Luce1985,Nishi1999	
3725	Achang_Longchuan	long1373	to sing	1261	siaŋ³⁵ ɕiaŋ⁵⁵  | 1184.28	siaŋ³⁵ɕiaŋ⁵⁵	s i a ŋ ³⁵ + ɕ i a ŋ ⁵⁵	song sing	Huang1992,Matisoff2015	
3728	Atsi	zaiw1240	to sing	1261	tho⁵¹  | 1184.30	tho⁵¹	tʰ o ⁵¹	sing	Huang1992,Matisoff2015	
3729	Bola	pela1242	to sing	1261	thɔ⁵⁵  | 1184.32	thɔ⁵⁵	tʰ ɔ ⁵⁵	sing	Huang1992,Matisoff2015	
3731	Lashi	lash1242	to sing	1261	khuːn⁵⁵  | 1184.33	khuːn⁵⁵	kʰ uː n ⁵⁵		Huang1992,Matisoff2015	
4625	Lashi	lash1242	the tooth (front)	1380	tsɿ³¹  | 0137.33	tsɿ³¹	ts ɿ ³¹		Huang1992,Matisoff2015	
3733	Xiandao	xian1249	to sing	1261	çaŋ⁵⁵ çaŋ³⁵  | 1184.29	çaŋ⁵⁵çaŋ³⁵	ç a ŋ ⁵⁵ + ç a ŋ ³⁵		Huang1992,Matisoff2015	
1305	Maru	maru1249	the feather	1201	ʃɔ̆³⁵ muk⁵⁵  | 0299.31	ʃɔ̆³⁵muk⁵⁵	ʃ ɔ̆ ³⁵ + m u k ⁵⁵	meat hair	Huang1992,Matisoff2015	
3752	Achang_Longchuan	long1373	six	1703	xʐoʔ⁵⁵  | 0802.28	xʐoʔ⁵⁵	x ʐ o ʔ ⁵⁵	six	Huang1992,Matisoff2015	
3755	Atsi	zaiw1240	six	1703	khjuʔ⁵⁵  | 0802.30	khjuʔ⁵⁵	kʰ j u ʔ ⁵⁵	six	Huang1992,Matisoff2015	
3757	Bola	pela1242	six	1703	khjauʔ⁵⁵  | 0802.32	khjauʔ⁵⁵	kʰ j a u ʔ ⁵⁵	six	Huang1992,Matisoff2015	
6399	Maru	maru1249	the flea	232	khə̆³¹la̱³⁵	kʰə̆³¹la̱³⁵	kʰ ə̆ ³¹ + l a̰ ³⁵	flea-1 flea-2	Huang1992,Matisoff2015	
3760	Lashi	lash1242	six	1703	khjuk⁵⁵  | 0802.33	khjuk⁵⁵	kʰ j u k ⁵⁵	six	Huang1992,Matisoff2015	
3761	Maru	maru1249	six	1703	khjauk⁵⁵  | 0802.31	khjauk⁵⁵	kʰ j a u k ⁵⁵		Huang1992,Matisoff2015	
3764	Xiandao	xian1249	six	1703	chuʔ⁵⁵  | 0802.29	chuʔ⁵⁵	cʰ u ʔ ⁵⁵	six	Huang1992,Matisoff2015	
3790	Achang_Longchuan	long1373	the sky	1732	mau³¹  | 0001.28	mau³¹	m a u ³¹	sky	Huang1992,Matisoff2015	
3792	Atsi	zaiw1240	the sky	1732	mau²¹ khuŋ⁵¹  | 0001.30	mau²¹khuŋ⁵¹	m a u ²¹ + kʰ u ŋ ⁵¹	sky-rain sky	Huang1992,Matisoff2015	
3793	Bola	pela1242	the sky	1732	mau³¹ khauŋ⁵⁵  | 0001.32	mau³¹khauŋ⁵⁵	m a u ³¹ + kʰ a u ŋ ⁵⁵	sky-1 roof	Huang1992,Matisoff2015	
7459	Old_Burmese	oldb1235	to eat	1336		cāḥ	ts a ⁵⁵		Okell1971,Luce1985,Nishi1999	
3796	Lashi	lash1242	the sky	1732	mou³³ khuŋ³³  | 0001.33	mou³³khuŋ³³	m o u ³³ + kʰ u ŋ ³³	sky-1 roof	Huang1992,Matisoff2015	
3797	Maru	maru1249	the sky	1732	muk⁵⁵  | 0001.31	muk⁵⁵	m u k ⁵⁵	sky	Huang1992,Matisoff2015	
3798	Xiandao	xian1249	the sky	1732	mau³¹  | 0001.29	mau³¹	m a u ³¹	sky	Huang1992,Matisoff2015	
3802	Achang_Longchuan	long1373	to sleep	1585	e³¹  | 1646.28	e³¹	e ³¹	sleep	Huang1992,Matisoff2015	
3805	Atsi	zaiw1240	to sleep	1585	ju̱p⁵⁵  | 1646.30	ju̱p⁵⁵	j ṵ p ⁵⁵	sleep	Huang1992,Matisoff2015	
3807	Bola	pela1242	to sleep	1585	ja̱p⁵⁵  | 1646.32	ja̱p⁵⁵	j a̰ p ⁵⁵	sleep	Huang1992,Matisoff2015	
3811	Lashi	lash1242	to sleep	1585	ju̱ːp⁵⁵  | 1646.33	ju̱ːp⁵⁵	j ṵː p ⁵⁵	sleep	Huang1992,Matisoff2015	
3813	Maru	maru1249	to sleep	1585	jap³¹  | 1646.31	jap³¹	j a p ³¹		Huang1992,Matisoff2015	
3816	Xiandao	xian1249	to sleep	1585	it⁵⁵  | 1646.29	it⁵⁵	i t ⁵⁵	sleep	Huang1992,Matisoff2015	
3821	Achang_Longchuan	long1373	small	1246	ȵi⁵⁵  | 0965.28	ȵi⁵⁵	nʲ i ⁵⁵	small	Huang1992,Matisoff2015	
3823	Atsi	zaiw1240	small	1246	ti̱ʔ⁵⁵  | 0965.30	ti̱ʔ⁵⁵	t ḭ ʔ ⁵⁵	small	Huang1992,Matisoff2015	
3824	Bola	pela1242	small	1246	ŋai⁵⁵  | 0965.32	ŋai⁵⁵	ŋ a i ⁵⁵	thin-2	Huang1992,Matisoff2015	
7464	Old_Burmese	oldb1235	to flow	2003		cīḥ	ts i ⁵⁵	flow-ride	Okell1971,Luce1985,Nishi1999	
3827	Lashi	lash1242	small	1246	ŋɛː³¹  | 0965.33	ŋɛː³¹	ŋ ɛː ³¹	small	Huang1992,Matisoff2015	
3828	Maru	maru1249	small	1246	ŋai³¹  | 0965.31	ŋai³¹	ŋ a i ³¹	small	Huang1992,Matisoff2015	
3829	Xiandao	xian1249	small	1246	ɲɛ⁵¹  | 0965.29	ɲɛ⁵¹	ɲ ɛ ⁵¹	small	Huang1992,Matisoff2015	
5417	Rangoon	nucl1310	to smell (perceive odor) [transitive]	1586		nɑ̃⁵⁵	n ɑ̃ ∼ ⁵⁵		Huang1992,Matisoff2015	
7466	Old_Burmese	oldb1235	to fly (move through air)	1441		pyaṃ	p j a m		Okell1971,Luce1985,Nishi1999	
3840	Bola	pela1242	to smell (perceive odor) [transitive]	1586	nɛ̱̃⁵⁵  | 1707.32	nɛ̱̃⁵⁵	n ɛ̰̃ ∼ ⁵⁵	smell-tr	Huang1992,Matisoff2015	
3845	Lashi	lash1242	to smell (perceive odor) [transitive]	1586	naːm³¹  | 1707.33	naːm³¹	n aː m ³¹	smell	Huang1992,Matisoff2015	
3848	Maru	maru1249	to smell (perceive odor) [transitive]	1586	nɛ̃³¹  | 1707.31	nɛ̃³¹	n ɛ̃ ∼ ³¹		Huang1992,Matisoff2015	
5672	Rangoon	nucl1310	to push	1452		tũ⁵⁵	t ũ ∼ ⁵⁵		Huang1992,Matisoff2015	
3853	Achang_Longchuan	long1373	the smoke	778	ni³¹ xau³¹  | 0019.28	ni³¹xau³¹	n i ³¹ + x a u ³¹	fire? smoke	Huang1992,Matisoff2015	
3856	Atsi	zaiw1240	the smoke	778	mji²¹ khau²¹  | 0019.30	mji²¹khau²¹	m j i ²¹ + kʰ a u ²¹	fire smoke	Huang1992,Matisoff2015	
3858	Bola	pela1242	the smoke	778	tʃhi³⁵  | 0019.32	tʃhi³⁵	tʃʰ i ³⁵	smoke	Huang1992,Matisoff2015	
7470	Old_Burmese	oldb1235	to give	1447		piyḥ	p i j ⁵⁵		Okell1971,Luce1985,Nishi1999	
3862	Maru	maru1249	the smoke	778	mji²¹ khuk⁵⁵  | 0019.31	mji²¹khuk⁵⁵	m j i ²¹ + kʰ u k ⁵⁵	fire smoke	Huang1992,Matisoff2015	
3864	Xiandao	xian1249	the smoke	778	n̥i³¹ xau³¹  | 0019.29	n̥i³¹xau³¹	n̥ i ³¹ + x a u ³¹	fire smoke	Huang1992,Matisoff2015	
3867	Achang_Longchuan	long1373	smooth	1234	neʔ³⁵  | 1037.28	neʔ³⁵	n e ʔ ³⁵	smooth	Huang1992,Matisoff2015	
6539	Lashi	lash1242	hot	1286	ŋɛː⁵⁵	ŋɛː⁵⁵	ŋ ɛː ⁵⁵	hot	Huang1992,Matisoff2015	
3870	Bola	pela1242	smooth	1234	tauʔ³¹ tʃɔ̱t⁵⁵  | 1037.32	tauʔ³¹tʃɔ̱t⁵⁵	t a u ʔ ³¹ + tʃ ɔ̰ t ⁵⁵	smooth-1 smooth-2	Huang1992,Matisoff2015	
3872	Lashi	lash1242	smooth	1234	tʃu̱ːt⁵⁵  | 1037.33	tʃu̱ːt⁵⁵	tʃ ṵː t ⁵⁵		Huang1992,Matisoff2015	
3376	Xiandao	xian1249	the river	666	ti⁵⁵ kɯ³¹  | 0030.29	ti⁵⁵kɯ³¹	t i ⁵⁵ + k ɯ ³¹	water big	Huang1992,Matisoff2015	
3875	Xiandao	xian1249	smooth	1234	chɔt³⁵  | 1037.29	chɔt³⁵	cʰ ɔ t ³⁵	smooth	Huang1992,Matisoff2015	
3879	Achang_Longchuan	long1373	the snake	730	mʐui⁵⁵  | 0347.28	mʐui⁵⁵	m ʐ u i ⁵⁵	snake	Huang1992,Matisoff2015	
6403	Xiandao	xian1249	today	1283	fu³¹ɳɛn³¹	fu³¹ɳɛn³¹	f u ³¹ + ɳ ɛ n ³¹	this-2	Huang1992,Matisoff2015	
3882	Atsi	zaiw1240	the snake	730	la̱ŋ⁵¹ mui⁵¹  | 0347.30	la̱ŋ⁵¹mui⁵¹	l a̰ ŋ ⁵¹ + m u i ⁵¹	snake-1 snake-2	Huang1992,Matisoff2015	
3884	Bola	pela1242	the snake	730	lɔ̃⁵⁵ mø⁵⁵  | 0347.32	lɔ̃⁵⁵mø⁵⁵	l ɔ̃ ∼ ⁵⁵ + m ø ⁵⁵	long-thing snake	Huang1992,Matisoff2015	
3887	Lashi	lash1242	the snake	730	la̱ŋ³³ mju³¹  | 0347.33	la̱ŋ³³mju³¹	l a̰ ŋ ³³ + m j u ³¹	snake	Huang1992,Matisoff2015	
3888	Maru	maru1249	the snake	730	lɔ̃³¹ mɔi³¹  | 0347.31	lɔ̃³¹mɔi³¹	l ɔ̃ ∼ ³¹ + m ɔ i ³¹	long-thing snake	Huang1992,Matisoff2015	
3890	Xiandao	xian1249	the snake	730	mʐui⁵⁵  | 0347.29	mʐui⁵⁵	m ʐ u i ⁵⁵	snake	Huang1992,Matisoff2015	
3901	Achang_Longchuan	long1373	the snow	784	xan³¹ ʑai⁵⁵  | 0012.28	xan³¹ʑai⁵⁵	x a n ³¹ + ʑ a i ⁵⁵	wheather? snow?	Huang1992,Matisoff2015	
3902	Atsi	zaiw1240	the snow	784	kjoʔ²¹  | 0012.30	kjoʔ²¹	k j o ʔ ²¹	cold	Huang1992,Matisoff2015	
3903	Bola	pela1242	the snow	784	ŋɛ̱̃⁵⁵  | 0012.32	ŋɛ̱̃⁵⁵	ŋ ɛ̰̃ ∼ ⁵⁵	icy-thing	Huang1992,Matisoff2015	
3908	Achang_Longchuan	long1373	soft	1856	ȵɔt⁵⁵  | 1035.28	ȵɔt⁵⁵	nʲ ɔ t ⁵⁵	soft	Huang1992,Matisoff2015	
6404	Bola	pela1242	the sickle	341	ʃɛ̃⁵⁵ŋø̱³⁵	ʃɛ̃⁵⁵ŋø̱³⁵	ʃ ɛ̃ ∼ ⁵⁵ + ŋ ø̰ ³⁵	knife sickle-net	Huang1992,Matisoff2015	
3911	Bola	pela1242	soft	1856	nɛ̃³⁵  | 1035.32	nɛ̃³⁵	n ɛ̃ ∼ ³⁵	soft	Huang1992,Matisoff2015	
3914	Lashi	lash1242	soft	1856	nə̱ː⁵³  | 1035.33	nə̱ː⁵³	n ə̰ː ⁵³		Huang1992,Matisoff2015	
3915	Maru	maru1249	soft	1856	nɛ̱̃⁵⁵  | 1035.31	nɛ̱̃⁵⁵	n ɛ̰̃ ∼ ⁵⁵		Huang1992,Matisoff2015	
3916	Xiandao	xian1249	soft	1856	ɲɔt³¹  | 1035.29	ɲɔt³¹	ɲ ɔ t ³¹	soft	Huang1992,Matisoff2015	
3919	Achang_Longchuan	long1373	the earth (soil)	1228	mi⁵⁵  | 0040.28	mi⁵⁵	m i ⁵⁵	earth	Huang1992,Matisoff2015	
3920	Atsi	zaiw1240	the earth (soil)	1228	mji⁵⁵ tse̱²¹  | 0040.30	mji⁵⁵tse̱²¹	m j i ⁵⁵ + ts ḛ ²¹	earth-1 earth-2	Huang1992,Matisoff2015	
3921	Bola	pela1242	the earth (soil)	1228	mi⁵⁵ kauŋ⁵⁵  | 0040.32	mi⁵⁵kauŋ⁵⁵	m i ⁵⁵ + k a u ŋ ⁵⁵	earth middle?	Huang1992,Matisoff2015	
3922	Lashi	lash1242	the earth (soil)	1228	mji̱³¹ tsei⁵⁵  | 0040.33	mji̱³¹tsei⁵⁵	m j ḭ ³¹ + ts e i ⁵⁵		Huang1992,Matisoff2015	
3923	Maru	maru1249	the earth (soil)	1228	mjik³¹ tsa̱i³⁵  | 0040.31	mjik³¹tsa̱i³⁵	m j i k ³¹ + ts a̰ i ³⁵	earth-mud-1 earth-mud-2	Huang1992,Matisoff2015	
3924	Xiandao	xian1249	the earth (soil)	1228	m̥i⁵⁵  | 0040.29	m̥i⁵⁵	m̥ i ⁵⁵	earth	Huang1992,Matisoff2015	
3933	Achang_Longchuan	long1373	the son	1620	tsɔ³¹ lo³¹  | 0220.28	tsɔ³¹lo³¹	ts ɔ ³¹ + l o ³¹	child son	Huang1992,Matisoff2015	
3936	Atsi	zaiw1240	the son	1620	juʔ²¹ ke⁵¹ tso²¹  | 0220.30	juʔ²¹ke⁵¹tso²¹	j u ʔ ²¹ + k e ⁵¹ + ts o ²¹	person good child	Huang1992,Matisoff2015	
3938	Bola	pela1242	the son	1620	ta³¹  | 0220.32	ta³¹	t a ³¹	child	Huang1992,Matisoff2015	
3387	Achang_Longchuan	long1373	the road	667	xa⁵⁵ mʐua³¹  | 0038.28	xa⁵⁵mʐua³¹	x a ⁵⁵ + m ʐ u a ³¹		Huang1992,Matisoff2015	
3941	Lashi	lash1242	the son	1620	tsə̆³³ sa̱ŋ³³  | 0220.33	tsə̆³³sa̱ŋ³³	ts ə̆ ³³ + s a̰ ŋ ³³	child son?	Huang1992,Matisoff2015	
3942	Maru	maru1249	the son	1620	tso  | 0220.31	tso	ts o	child	Huang1992,Matisoff2015	
3944	Xiandao	xian1249	the son	1620	juʔ³¹ cɛ⁵⁵ tsɔ³¹  | 0220.29	juʔ³¹cɛ⁵⁵tsɔ³¹	j u ʔ ³¹ + c ɛ ⁵⁵ + ts ɔ ³¹	person good child	Huang1992,Matisoff2015	
3967	Achang_Longchuan	long1373	to spit	1440	tɕho³¹  | 1688.28	tɕho³¹	tɕʰ o ³¹		Huang1992,Matisoff2015	
6406	Maru	maru1249	the earthworm	2350	vɔʔ³¹tɔi³¹	vɔʔ³¹tɔi³¹	v ɔ ʔ ³¹ + t ɔ i ³¹	pig worm	Huang1992,Matisoff2015	
8067	Rangoon	nucl1310	the leaf	2250		ɑ⁵³jwɛʔ⁴	ɑ ⁵³ + j w ɛ ʔ ⁴		Huang1992,Matisoff2015	
3972	Bola	pela1242	to spit	1440	phø³⁵  | 1688.32	phø³⁵	pʰ ø ³⁵	spit	Huang1992,Matisoff2015	
