ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,form_in_source
6433,atsi,152,kʰji⁵¹siŋ²¹,kʰ j i ⁵¹ + s i ŋ ²¹,,,
6436,lashi,1482,lɔʔ³¹sa̱n³³,l ɔ ʔ ³¹ + s a̰ n ³³,,,
6437,lashi,262,ŋjaŋ³³,ŋ j a ŋ ³³,,,
6438,bola,1019,laʔ³¹ja⁵⁵,l a ʔ ³¹ + j a ⁵⁵,,,
6439,bola,2194,xəi³⁵,x ə i ³⁵,,,
2345,bola,319,jaʔ³¹,j a ʔ ³¹,,,
6442,atsi,1331,sau²¹mji̱⁵⁵,s a u ²¹ + m j ḭ ⁵⁵,,,
6443,atsi,1502,pai²¹nam⁵⁵,p a i ²¹ + n a m ⁵⁵,,,
6444,lashi,1886,lɔʔ³¹tʃnap⁵⁵,l ɔ ʔ ³¹ + tʃʰ a p ⁵⁵,,,
6445,rangoon,1077,ʥõ²²,dʑ õ ∼ ²²,,,
6446,rangoon,932,bɑ²²li²²,b ɑ ²² + l i ²²,a loan from English?,,
2352,maru,319,jɔʔ³¹,j ɔ ʔ ³¹,,,
6450,bola,1741,a³¹tʰaʔ⁵⁵,a ³¹ + tʰ a ʔ ⁵⁵,,,
6451,bola,1485,a³¹a⁵⁵,a ³¹ + a ⁵⁵,,,
2357,achanglongchuan,215,ŋ̊a⁵⁵,ŋ̊ a ⁵⁵,,,
2358,atsi,215,leʔ²¹,l e ʔ ²¹,,,
2359,bola,215,laŋ³⁵,l a ŋ ³⁵,,,
2360,lashi,215,ləːŋ³¹,l əː ŋ ³¹,,,
2361,maru,215,laŋ³⁵,l a ŋ ³⁵,,,
2362,xiandao,215,ɲɛŋ⁵⁵,ɲ ɛ ŋ ⁵⁵,,,
6459,bola,1339,nɛʔ³¹kɔ̃⁵⁵,n ɛ ʔ ³¹ + k ɔ̃ ∼ ⁵⁵,,,
6460,bola,12,ŋji³⁵kauŋ³¹tu̱⁵⁵,ŋ j i ³⁵ + k a u ŋ ³¹ + t ṵ ⁵⁵,,,
6461,atsi,2139,ŋĕ²¹noʔ²¹,ŋ ĕ ²¹ + n o ʔ ²¹,,,
6463,atsi,522,vam⁵¹kʰui²¹mo⁵⁵,v a m ⁵¹ + kʰ u i ²¹ + m o ⁵⁵,,,
6464,lashi,1395,ləːŋ⁵⁵,l əː ŋ ⁵⁵,,,
6465,rangoon,321,wɑ⁵⁵,w ɑ ⁵⁵,,,
6466,achanglongchuan,321,mam³¹,m a m ³¹,,,
6467,lashi,2376,pji̱ː³³,p j ḭː ³³,,,
6468,atsi,1854,tʃo⁵¹kʰjaŋ⁵⁵,tʃ o ⁵¹ + kʰ j a ŋ ⁵⁵,,,
6469,atsi,1606,a²¹kʰau⁵¹,a ²¹ + kʰ a u ⁵¹,,,
6470,achanglongchuan,341,ʐit⁵⁵mɔʔ³¹,ʐ i t ⁵⁵ + m ɔ ʔ ³¹,,,
6472,lashi,1301,kʰjei³³,kʰ j e i ³³,,,
6540,lashi,763,ʃŏ⁵⁵ku̱k⁵⁵,ʃ ŏ ⁵⁵ + k ṵ k ⁵⁵,,,
6474,lashi,672,nɔːʔ⁵⁵,n ɔː ʔ ⁵⁵,,,
6475,lashi,477,nɛː⁵⁵,n ɛː ⁵⁵,,,
6476,xiandao,1329,n̥a³¹ʐɔ⁵⁵,n̥ a ³¹ + ʐ ɔ ⁵⁵,,,
6478,atsi,232,kʰĕ⁵⁵la̱i²¹,kʰ ĕ ⁵⁵ + l a̰ i ²¹,,,
6479,atsi,267,ʃin²¹u⁵⁵,ʃ i n ²¹ + u ⁵⁵,,,
6481,lashi,1150,mou³³kɔm³³,m o u ³³ + k ɔ m ³³,,,
6482,atsi,1509,kja̱ŋ⁵¹,k j a̰ ŋ ⁵¹,,,
6483,lashi,1884,kju̱ːŋ³³,k j ṵː ŋ ³³,,,
6484,atsi,843,lă²¹kaŋ²¹,l ă ²¹ + k a ŋ ²¹,,,
6485,lashi,609,lək³¹,l ə k ³¹,,,
6486,lashi,2034,ŋa̱n³³pʰiu³³,ŋ a̰ n ³³ + pʰ i u ³³,,,
6487,lashi,1977,ŋa̱n³³tʃu⁵⁵,ŋ a̰ n ³³ + tʃ u ⁵⁵,,,
6489,xiandao,1209,ŋɔ⁵⁵,ŋ ɔ ⁵⁵,,,
2394,atsi,1052,som²¹,s o m ²¹,,,
2395,bola,1052,sø̃³⁵,s ø̃ ∼ ³⁵,,,
2396,lashi,1052,suːm⁵⁵,s uː m ⁵⁵,,,
2397,maru,1052,sum³⁵,s u m ³⁵,,,
2398,xiandao,1052,jaŋ⁵⁵,j a ŋ ⁵⁵,,,
6495,atsi,487,xoʔ⁵⁵,x o ʔ ⁵⁵,,,
6496,rangoon,1420,ŋo²²,ŋ o ²²,,,
6498,rangoon,12,ne⁵³lɛ²²◦(pɑ̃i⁵⁵),n e ⁵³ + l ɛ ²² + p ɑ̃ i ∼ ⁵⁵,,,
6499,lashi,1091,kʰɔː⁵⁵,kʰ ɔː ⁵⁵,looks like bitter to me,,
6501,rangoon,10,tʰĩ⁵⁵,tʰ ĩ ∼ ⁵⁵,,,
6502,lashi,1422,tə³¹ʦə⁵⁵,t ə ³¹ + ts ə ⁵⁵,,,
6503,lashi,2194,ʃə̱k⁵⁵,ʃ ə̰ k ⁵⁵,,,
6504,bola,321,va³¹,v a ³¹,,,
6505,maru,1295,və̆⁵⁵sɛ³⁵,v ə̆ ⁵⁵ + s ɛ ³⁵,,,
6506,maru,487,xɔʔ⁵⁵,x ɔ ʔ ⁵⁵,,,
6507,atsi,1077,mə⁵⁵ja²¹ŋjaŋ²¹,m ə ⁵⁵ + j a ²¹ + ŋ j a ŋ ²¹,,,
6508,achanglongchuan,1486,sɔ³¹,s ɔ ³¹,,,
6510,achanglongchuan,1093,a³¹kuŋ⁵⁵,a ³¹ + k u ŋ ⁵⁵,,,
6511,bola,487,xaʔ⁵⁵,x a ʔ ⁵⁵,,,
6512,achanglongchuan,1019,lɔʔ³¹ʑɔ⁵⁵pa³¹,l ɔ ʔ ³¹ + ʑ ɔ ⁵⁵ + p a ³¹,,,
6513,achanglongchuan,2194,ȵɔʔ⁵⁵siʔ³¹,nʲ ɔ ʔ ⁵⁵ + s i ʔ ³¹,,,
6514,achanglongchuan,762,a³¹nɔk⁵⁵,a ³¹ + n ɔ k ⁵⁵,,,
6515,achanglongchuan,1606,a³¹xau⁵⁵,a ³¹ + x a u ⁵⁵,,,
2420,achanglongchuan,1224,a³¹ʂəŋ³¹,a ³¹ + ʂ ə ŋ ³¹,,,
6519,lashi,478,nua̱t⁵⁵ku̱k⁵⁵,n u a̰ t ⁵⁵ + k ṵ k ⁵⁵,,,
6521,xiandao,1395,lum³¹,l u m ³¹,,,
6522,atsi,321,ne̱²¹,n ḛ ²¹,,,
6523,achanglongchuan,1741,a³¹lum³¹,a ³¹ + l u m ³¹,,,
6524,achanglongchuan,1485,a³¹tʰe⁵¹,a ³¹ + tʰ e ⁵¹,,,
6525,maru,341,ʃɛ̃³¹ŋø̱³⁵,ʃ ɛ̃ ∼ ³¹ + ŋ ø̰ ³⁵,,,
6526,xiandao,2376,a³¹faŋ³¹,a ³¹ + f a ŋ ³¹,,,
2431,lashi,1224,səŋ⁵⁵,s ə ŋ ⁵⁵,,,
6528,achanglongchuan,1283,xai⁵⁵ȵen³¹,x a i ⁵⁵ + nʲ e n ³¹,,,
6529,achanglongchuan,1174,man³⁵,m a n ³⁵,,,
2434,maru,1224,saŋ³⁵,s a ŋ ³⁵,,,
6531,rangoon,1295,toʔ⁴,t o ʔ ⁴,,,
6532,achanglongchuan,1329,pʰă⁵⁵nap⁵⁵,pʰ ă ⁵⁵ + n a p ⁵⁵,,,
6533,bola,1486,xa³⁵,x a ³⁵,,,
6534,achanglongchuan,1339,ni³¹ʐua³¹,n i ³¹ + ʐ u a ³¹,,,
6535,achanglongchuan,12,ni³¹kuŋ⁵⁵,n i ³¹ + k u ŋ ⁵⁵,,,
6536,xiandao,672,nɔʔ⁵⁵,n ɔ ʔ ⁵⁵,,,
6537,xiandao,477,kɯm⁵⁵,k ɯ m ⁵⁵,,,
6538,xiandao,1150,mau³¹cau³¹,m a u ³¹ + c a u ³¹,,,
2455,xiandao,1203,sɤŋ⁵⁵,s ɤ ŋ ⁵⁵,,,
2444,achanglongchuan,1203,səŋ⁵⁵,s ə ŋ ⁵⁵,,,
6541,bola,1283,a³¹kʰə̆³¹nɛʔ³¹,a ³¹ + kʰ ə̆ ³¹ + n ɛ ʔ ³¹,,,
6542,xiandao,609,niʔ³¹,n i ʔ ³¹,,,
2447,atsi,1203,xiŋ⁵¹,x i ŋ ⁵¹,,,
6544,xiandao,1977,ʦhɛ³¹,tsʰ ɛ ³¹,,,
2449,bola,1203,xaŋ⁵⁵,x a ŋ ⁵⁵,,,
6547,xiandao,1884,kʐak⁵⁵,k ʐ a k ⁵⁵,,,
2452,lashi,1203,ʃə̱ːŋ³³,ʃ ə̰ː ŋ ³³,,,
6549,bola,1209,ŋa⁵⁵,ŋ a ⁵⁵,,,
6550,atsi,1312,tan⁵⁵kʰui²¹,t a n ⁵⁵ + kʰ u i ²¹,,,
6551,lashi,688,ʦɔ̱t⁵⁵,ts ɔ̰ t ⁵⁵,,,
6552,bola,262,jɔ̃³¹,j ɔ̃ ∼ ³¹,,,
6553,lashi,1339,nap³¹sɔn⁵⁵,n a p ³¹ + s ɔ n ⁵⁵,,,
6556,atsi,1420,ŋau⁵¹,ŋ a u ⁵¹,,,
6557,xiandao,640,ɲ̇on⁵⁵,†ɲ̇ o n ⁵⁵,,,
6558,xiandao,1207,ʐam³¹,ʐ a m ³¹,,,
6559,rangoon,1357,tθɑ⁵³mi⁵⁵,tθ ɑ ⁵³ + m i ⁵⁵,,,
6560,maru,1486,xɔ³⁵,x ɔ ³⁵,,,
6561,bola,1395,lam³¹,l a m ³¹,,,
2468,achanglongchuan,1392,ʂan³¹,ʂ a n ³¹,,,
6565,rangoon,487,ɕɛʔ⁴,ɕ ɛ ʔ ⁴,,,
6566,maru,2139,ɣuk³¹nɔʔ³¹,ɣ u k ³¹ + n ɔ ʔ ³¹,,,
2471,atsi,1392,ʃin²¹,ʃ i n ²¹,,,
2473,bola,1392,ʃɔn³⁵,ʃ ɔ n ³⁵,,,
6570,lashi,846,lə̆³³mo⁵⁵,l ə̆ ³³ + m o ⁵⁵,,,
2475,lashi,1392,ʃɛ̱n⁵⁵,ʃ ɛ̰ n ⁵⁵,,,
2476,maru,1392,ʃiŋ³⁵,ʃ i ŋ ³⁵,,,
6573,maru,2194,xak⁵⁵,x a k ⁵⁵,,,
2478,xiandao,1392,ʂan³¹,ʂ a n ³¹,,,
6575,maru,1606,a³¹kʰuk³¹,a ³¹ + kʰ u k ³¹,,,
6576,atsi,10,tʰaŋ²¹,tʰ a ŋ ²¹,,,
6577,xiandao,478,n̥ut⁵⁵ʐɿ⁵⁵,n̥ u t ⁵⁵ + ʐ ɿ ⁵⁵,,,
6578,rangoon,1286,ɑiʔ⁴,ɑ i ʔ ⁴,,,
6580,xiandao,1482,lɔʔ³¹san⁵⁵,l ɔ ʔ ³¹ + s a n ⁵⁵,,,
6581,xiandao,1886,lɔʔ³¹san⁵⁵kʰʐoʔ⁵⁵,l ɔ ʔ ³¹ + s a n ⁵⁵ + kʰ ʐ o ʔ ⁵⁵,,,
6583,maru,1741,tʰɔʔ⁵⁵mɛ³¹,tʰ ɔ ʔ ⁵⁵ + m ɛ ³¹,,,
6584,maru,1485,ɔ³¹mɛ³¹,ɔ ³¹ + m ɛ ³¹,,,
2489,achanglongchuan,2106,i³¹tɕi⁵⁵,i ³¹ + tɕ i ⁵⁵,,,
6587,xiandao,800,lam⁵⁵pau⁵³,l a m ⁵⁵ + p a u ⁵³,,,
2492,atsi,2106,juʔ²¹ke⁵¹,j u ʔ ²¹ + k e ⁵¹,,,
6589,maru,1283,a³¹na⁵⁵nɛʔ³¹,a ³¹ + n a ⁵⁵ + n ɛ ʔ ³¹,,,
6590,maru,1174,a³¹ŋji³¹nɛʔ³¹,a ³¹ + ŋ j i ³¹ + n ɛ ʔ ³¹,,,
6591,achanglongchuan,1207,nom³⁵,n o m ³⁵,,,
6592,rangoon,2034,hnĩ⁵⁵kʰɛ⁵⁵,n̥ ĩ ∼ ⁵⁵ + kʰ ɛ ⁵⁵,,,
2497,lashi,2106,juʔ⁵⁵kɛ³¹,j u ʔ ⁵⁵ + k ɛ ³¹,,,
6594,xiandao,1502,paʔ³¹,p a ʔ ³¹,,,
6595,bola,1733,ɣaʔ³¹kɛ̃³¹saŋ⁵⁵njuŋ⁵⁵,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,,,
2500,xiandao,2106,juʔ³¹ɕɛ⁵⁵,j u ʔ ³¹ + ɕ ɛ ⁵⁵,,,
6597,bola,609,lak³¹ɣɔ⁵⁵,l a k ³¹ + ɣ ɔ ⁵⁵,,,
6598,maru,12,na⁵⁵kauŋ³⁵,n a ⁵⁵ + k a u ŋ ³⁵,,,
6599,bola,1977,ŋɛ̱̃⁵⁵,ŋ ɛ̰̃ ∼ ⁵⁵,,,
2504,achanglongchuan,1198,ȵɔ³¹,nʲ ɔ ³¹,,,
6601,atsi,843,a⁵⁵kaŋ²¹,a ⁵⁵ + k a ŋ ²¹,,,
2507,atsi,1198,mjo²¹,m j o ²¹,,,
6604,bola,672,naʔ⁵⁵,n a ʔ ⁵⁵,,,
6605,bola,477,tʰɔ̃⁵⁵kja³⁵,tʰ ɔ̃ ∼ ⁵⁵ + k j a ³⁵,,,
6606,rangoon,2194,ɕe⁵³,ɕ e ⁵³,,,
6607,rangoon,762,ɑ⁵³pjĩ²²,ɑ ⁵³ + p j ĩ ∼ ²²,,,
2512,lashi,1198,mjɔː³³,m j ɔː ³³,,,
2513,maru,1198,mjɔ³⁵,m j ɔ ³⁵,,,
2515,xiandao,1198,ȵɔ³¹,nʲ ɔ ³¹,,,
6612,xiandao,688,a³¹chut⁵⁵,a ³¹ + cʰ u t ⁵⁵,,,
6613,bola,1884,ɣɔ̃⁵⁵,ɣ ɔ̃ ∼ ⁵⁵,,,
6615,bola,640,ʦə̆⁵⁵ŋja̱ʔ⁵⁵,ts ə̆ ⁵⁵ + ŋ j a̰ ʔ ⁵⁵,,,
6564,xiandao,1509,caŋ³¹kʰʐaŋ⁵⁵,c a ŋ ³¹ + kʰ ʐ a ŋ ⁵⁵,,,
6618,rangoon,1485,ɑuʔ⁴,ɑ u ʔ ⁴,,,
6619,maru,1854,tʃɔ̆³¹kʰjɔ̃⁵⁵,tʃ ɔ̆ ³¹ + kʰ j ɔ̃ ∼ ⁵⁵,,,
6620,rangoon,1283,jɑ⁵³ne⁵³,j ɑ ⁵³ + n e ⁵³,,,
6621,rangoon,1174,mɑ⁵³ne⁵³kɑ⁵³,m ɑ ⁵³ + n e ⁵³ + k ɑ ⁵³,,,
6622,rangoon,1329,nɛʔ⁴pʰjɑ̃²²,n ɛ ʔ ⁴ + pʰ j ɑ̃ ∼ ²²,,,
6623,lashi,1331,tʃhɔt⁵⁵pat³¹nu⁵⁵,tʃʰ ɔ t ⁵⁵ + p a t ³¹ + n u ⁵⁵,,,
6625,bola,1207,a³¹sak³¹ŋai⁵⁵,a ³¹ + s a k ³¹ + ŋ a i ⁵⁵,means 'small in age',,
6626,lashi,487,ʃɔ̱ːʔ⁵⁵,ʃ ɔ̰ː ʔ ⁵⁵,,,
6627,bola,1286,lauŋ⁵⁵,l a u ŋ ⁵⁵,,,
6628,rangoon,1339,nɑ̃²²nɛʔ⁴,n ɑ̃ ∼ ²² + n ɛ ʔ ⁴,,,
2534,achanglongchuan,634,ʂua³¹,ʂ u a ³¹,bad concept,,
2535,atsi,634,ʃo²¹,ʃ o ²¹,bad concept,,
6632,bola,1091,ŋɛ̃⁵⁵,ŋ ɛ̃ ∼ ⁵⁵,,,
2537,lashi,634,ʃo⁵⁵,ʃ o ⁵⁵,bad concept,,
2538,maru,634,ʃɔ³⁵,ʃ ɔ ³⁵,bad concept,,
2539,xiandao,634,ʂɔ³¹,ʂ ɔ ³¹,bad concept,,
6636,bola,478,nɔ̱t⁵⁵ka̱uʔ⁵⁵,n ɔ̰ t ⁵⁵ + k a̰ u ʔ ⁵⁵,,,
6638,achanglongchuan,2350,ta⁵⁵,t a ⁵⁵,,,
6639,lashi,846,lo³³,l o ³³,,,
6640,bola,1422,a³¹tui⁵⁵,a ³¹ + t u i ⁵⁵,,,
6641,bola,1886,laʔ³¹tʃhɛʔ⁵⁵,l a ʔ ³¹ + tʃʰ ɛ ʔ ⁵⁵,,,
6643,bola,800,tɔ̱̃³⁵pau³¹,t ɔ̰̃ ∼ ³⁵ + p a u ³¹,,,
6644,xiandao,1207,a³¹ʐam³¹,a ³¹ + ʐ a m ³¹,,,
6645,bola,1301,kʰji⁵³,kʰ j i ⁵³,,,
6646,atsi,2350,tʃi̱⁵⁵tʃi̱n⁵⁵,tʃ ḭ ⁵⁵ + tʃ ḭ n ⁵⁵,,,
6647,lashi,2139,kjĭ²¹nɔʔ³¹,k j ĭ ²¹ + n ɔ ʔ ³¹,,,
6648,lashi,321,nɛ̱ː⁵⁵,n ɛ̰ː ⁵⁵,,,
5204,atsi,1424,xui⁵¹,x u i ⁵¹,,,
6571,maru,1093,a³¹kauŋ³⁵,a ³¹ + k a u ŋ ³⁵,,,
6572,maru,1019,lɔʔ³¹jɔ³¹,l ɔ ʔ ³¹ + j ɔ ³¹,,,
1111,maru,1247,nə̆³¹khjɛʔ⁵⁵,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,,,
1113,xiandao,1247,n̥a³¹tʂhɔ³¹,n̥ a ³¹ + ʈʂʰ ɔ ³¹,,,
2602,achanglongchuan,1313,phă³¹lɔʔ³¹,pʰ ă ³¹ + l ɔ ʔ ³¹,,,
2604,atsi,1313,lo̱⁵⁵mo⁵⁵,l o̰ ⁵⁵ + m o ⁵⁵,,,
2606,bola,1313,lɛ̱̃³⁵ma³¹,l ɛ̰̃ ∼ ³⁵ + m a ³¹,,,
2609,lashi,1313,lo̱⁵³,l o̰ ⁵³,,,
2610,maru,1313,lɔ̱⁵⁵,l ɔ̰ ⁵⁵,,,
2611,xiandao,1313,pau⁵⁵l̥ɔ³¹,p a u ⁵⁵ + l̥ ɔ ³¹,,,
2627,achanglongchuan,1216,mauʔ⁵¹,m a u ʔ ⁵¹,,,
2630,atsi,1216,a⁵⁵nu²¹,a ⁵⁵ + n u ²¹,,,
2631,bola,1216,a³¹nuŋ⁵⁵,a ³¹ + n u ŋ ⁵⁵,,,
2634,lashi,1216,a⁵⁵mji̱⁵³,a ⁵⁵ + m j ḭ ⁵³,,,
2635,maru,1216,a⁵⁵mji̱⁵⁵,a ⁵⁵ + m j ḭ ⁵⁵,,,
2637,xiandao,1216,mɛ³¹,m ɛ ³¹,,,
2641,achanglongchuan,639,pum⁵⁵,p u m ⁵⁵,,,
2644,atsi,639,pum⁵¹,p u m ⁵¹,,,
2646,bola,639,pam⁵⁵,p a m ⁵⁵,,,
6585,bola,1395,laŋ³⁵,l a ŋ ³⁵,,,
2649,lashi,639,pɔm³¹,p ɔ m ³¹,,,
2650,maru,639,pam³¹,p a m ³¹,,,
1807,bola,1408,ɣə̆³¹kja³¹,ɣ ə̆ ³¹ + k j a ³¹,,,
2652,xiandao,639,pum⁵⁵,p u m ⁵⁵,,,
7269,oldburmese,1301,khriy,kʰ r i j,,,
2662,achanglongchuan,674,ȵ̥ot⁵³,n̥ʲ o t ⁵³,,,
5135,lashi,962,mji³³ji³³,m j i ³³ + j i ³³,,,
2667,bola,674,nɔ̱t⁵⁵,n ɔ̰ t ⁵⁵,,,
2671,maru,674,na̱t⁵⁵,n a̰ t ⁵⁵,,,
2494,bola,2106,jauʔ³¹kai⁵⁵,j a u ʔ ³¹ + k a i ⁵⁵,,,
5225,lashi,1213,ŋjaŋ³³nuŋ⁵⁵,ŋ j a ŋ ³³ + n u ŋ ⁵⁵,bad concept,,
3861,lashi,778,mji³³khou⁵⁵,m j i ³³ + kʰ o u ⁵⁵,,,
2692,achanglongchuan,2128,lɔʔ⁵⁵ʂəŋ³¹,l ɔ ʔ ⁵⁵ + ʂ ə ŋ ³¹,,,
2694,atsi,2128,loʔ²¹siŋ²¹,l o ʔ ²¹ + s i ŋ ²¹,,,
6593,xiandao,706,kɯn⁵⁵,k ɯ n ⁵⁵,,,
2696,bola,2128,laʔ³¹saŋ³⁵,l a ʔ ³¹ + s a ŋ ³⁵,,,
2697,lashi,2128,lɔʔ³¹sə̱ŋ⁵⁵,l ɔ ʔ ³¹ + s ə̰ ŋ ⁵⁵,,,
2699,maru,2128,lɔʔ³¹saŋ³⁵,l ɔ ʔ ³¹ + s a ŋ ³⁵,,,
2701,xiandao,2128,lɔʔ⁵⁵ʂɯŋ³¹,l ɔ ʔ ⁵⁵ + ʂ ɯ ŋ ³¹,,,
6596,lashi,1357,mji³³ʦo³³,m j i ³³ + ts o ³³,,,
2716,achanglongchuan,1405,a³¹ȵiŋ⁵⁵,a ³¹ + nʲ i ŋ ⁵⁵,bad concept,,
2718,atsi,1405,mjiŋ⁵¹,m j i ŋ ⁵¹,bad concept,,
2719,bola,1405,maŋ⁵⁵,m a ŋ ⁵⁵,bad concept,,
2722,lashi,1405,mjiŋ³¹,m j i ŋ ³¹,bad concept,,
2723,maru,1405,maŋ³¹,m a ŋ ³¹,bad concept,,
2724,xiandao,1405,a³¹niŋ⁵⁵,a ³¹ + n i ŋ ⁵⁵,bad concept,,
3868,atsi,1234,tʃu̱t⁵⁵,tʃ ṵ t ⁵⁵,,,
5234,xiandao,1215,nɔŋ⁵⁵,n ɔ ŋ ⁵⁵,bad concept,,
6600,xiandao,763,a³¹ʐɿ⁵⁵,a ³¹ + ʐ ɿ ⁵⁵,,,
2740,xiandao,1267,ɲ̊ap⁵⁵,ɲ̊ a p ⁵⁵,bad concept,,
2741,achanglongchuan,1267,ȵ̥ap⁵⁵,n̥ʲ a p ⁵⁵,bad concept,,
2742,atsi,1267,tʃa̱p⁵⁵,tʃ a̰ p ⁵⁵,bad concept,,
2743,bola,1267,tʃɛ̱ʔ⁵⁵,tʃ ɛ̰ ʔ ⁵⁵,bad concept,,
2744,lashi,1267,tʃa̱ːp⁵⁵,tʃ a̰ː p ⁵⁵,bad concept,,
2745,maru,1267,tʃɛ̱ʔ⁵⁵,tʃ ɛ̰ ʔ ⁵⁵,bad concept,,
6603,rangoon,1093,ɑ⁵³lɛ²²,ɑ ⁵³ + l ɛ ²²,,,
3873,maru,1234,tʃa̱t⁵⁵,tʃ a̰ t ⁵⁵,,,
2509,bola,1198,mja³¹,m j a ³¹,,,
2770,lashi,1942,tʃaːŋ⁵³,tʃ aː ŋ ⁵³,bad concept,,
2773,xiandao,1942,nɛ³¹,n ɛ ³¹,bad concept,,
2774,achanglongchuan,1942,ne³¹,n e ³¹,bad concept,,
2775,atsi,1942,tʃa̱ŋ⁵⁵,tʃ a̰ ŋ ⁵⁵,bad concept,,
2777,maru,1942,tʃɔ̃³⁵,tʃ ɔ̃ ∼ ³⁵,bad concept,,
2781,achanglongchuan,1333,laŋ³¹tsəŋ³¹,l a ŋ ³¹ + ts ə ŋ ³¹,,,
6608,rangoon,1606,ɑ⁵³tʰɛ⁵⁵,ɑ ⁵³ + tʰ ɛ ⁵⁵,,,
2786,bola,1333,laŋ⁵⁵taŋ³¹,l a ŋ ⁵⁵ + t a ŋ ³¹,,,
2275,xiandao,2250,a³¹xʐoʔ⁵⁵,a ³¹ + x ʐ o ʔ ⁵⁵,,,
2792,maru,1333,laŋ³¹tsaŋ³⁵,l a ŋ ³¹ + ts a ŋ ³⁵,,,
2798,achanglongchuan,1382,ap⁵⁵,a p ⁵⁵,,,
2800,atsi,1382,ap⁵⁵,a p ⁵⁵,,,
2801,bola,1382,ŋɛ̱ʔ⁵⁵,ŋ ɛ̰ ʔ ⁵⁵,,,
2804,lashi,1382,ŋa̱p⁵⁵,ŋ a̰ p ⁵⁵,,,
1150,achanglongchuan,1705,ɕet⁵⁵,ɕ e t ⁵⁵,,,
2806,xiandao,1382,ap⁵⁵,a p ⁵⁵,,,
2810,achanglongchuan,1231,ʂək⁵⁵,ʂ ə k ⁵⁵,,,
2812,atsi,1231,a²¹sik⁵⁵,a ²¹ + s i k ⁵⁵,,,
2814,bola,1231,sak⁵⁵,s a k ⁵⁵,,,
2817,lashi,1231,sə̱ːk⁵⁵,s ə̰ː k ⁵⁵,,,
2818,maru,1231,sa̱k⁵⁵,s a̰ k ⁵⁵,,,
2820,xiandao,1231,ʂɯk⁵⁵,ʂ ɯ k ⁵⁵,,,
1153,bola,1705,ʃɛʔ⁵⁵,ʃ ɛ ʔ ⁵⁵,,,
2842,achanglongchuan,1483,kau³¹,k a u ³¹,,,
2844,atsi,1483,kau²¹,k a u ²¹,,,
2845,bola,1483,kau³¹,k a u ³¹,,,
2848,lashi,1483,kou³³,k o u ³³,,,
2849,maru,1483,kuk³¹,k u k ³¹,,,
2850,xiandao,1483,kau³¹,k a u ³¹,,,
5254,rangoon,617,je²²kʰɛ⁵⁵,j e ²² + kʰ ɛ ⁵⁵,,,
2854,achanglongchuan,1221,ȵ̥ɔŋ⁵⁵,n̥ʲ ɔ ŋ ⁵⁵,,,
6369,achanglongchuan,1077,meʔ³¹ʦɿ⁵⁵,m e ʔ ³¹ + ts ɿ ⁵⁵,,,
2860,bola,1221,na̱⁵⁵,n a̰ ⁵⁵,,,
2866,maru,1221,nɔ̱³¹,n ɔ̰ ³¹,,,
2880,achanglongchuan,2112,muaŋ³¹,m u a ŋ ³¹,,,
2883,atsi,2112,maŋ²¹,m a ŋ ²¹,,,
2885,bola,2112,mɔ̃³¹,m ɔ̃ ∼ ³¹,,,
2888,lashi,2112,maŋ³³tso⁵⁵,m a ŋ ³³ + ts o ⁵⁵,,,
2889,maru,2112,mɔ̃³⁵,m ɔ̃ ∼ ³⁵,,,
2891,xiandao,2112,mɔŋ³¹,m ɔ ŋ ³¹,,,
6630,atsi,341,jeŋ²¹kʰoi⁵⁵,j e ŋ ²¹ + kʰ o i ⁵⁵,,,
6631,achanglongchuan,1209,ŋɔ⁵⁵,ŋ ɔ ⁵⁵,,,
2536,bola,634,ʃa³⁵,ʃ a ³⁵,bad concept,,
2937,achanglongchuan,1493,ta³¹,t a ³¹,,,
2940,atsi,1493,lă²¹,l ă ²¹,,,
2942,bola,1493,ta³¹,t a ³¹,,,
2945,lashi,1493,ta³¹,t a ³¹,,,
2946,maru,1493,ta³¹,t a ³¹,,,
6635,achanglongchuan,262,ȵ̥aŋ³¹,n̥ʲ a ŋ ³¹,,,
2948,xiandao,1493,ta³¹,t a ³¹,,,
2964,achanglongchuan,15,sam⁵⁵,s a m ⁵⁵,,,
2966,atsi,15,xam⁵¹,x a m ⁵¹,,,
2967,bola,15,xɛ̃⁵⁵,x ɛ̃ ∼ ⁵⁵,,,
2970,lashi,15,ʃa̱m³³,ʃ a̰ m ³³,,,
2971,maru,15,xɛ̃³¹,x ɛ̃ ∼ ³¹,,,
2972,xiandao,15,ti⁵⁵kʐoŋ⁵⁵,t i ⁵⁵ + k ʐ o ŋ ⁵⁵,,,
3910,atsi,1856,ŋjo̱m⁵⁵,ŋ j o̰ m ⁵⁵,,,
7095,oldburmese,1741,a◦thak,a + tʰ a k,,,
7097,oldburmese,98,a◦kun,a + k u n,,,
7099,oldburmese,1292,chuivḥ,tsʰ ə w ⁵⁵,,,
7101,oldburmese,1485,o₂k,ʊ k,,,
7103,oldburmese,1202,krīḥ,k r i ⁵⁵,,,
