# Wordlist

# DATA
ID	COGID	POS	ALIGNMENT	CONCEPT	DOCULECT	ORIGINAL_CONCEPT	STEDT_SRCID	ORIGINAL_TAXNAME	ORIGINAL_ENTRY	MORPHEMES	NOTE	COGIDS	SOURCE	STEDT_GLOSS	CONCEPTICON_ID	STEDT_REFLEX	IPA	STEDT_CONCEPT	TOKENS	STEDT_RN	STEDT_ANALYSIS	STEDT_ID
1735	145	noun	ʃ ɔ̆ ³⁵ + m - u - k ⁵⁵	the body hair (hair or fur)	Maru	hair / down n	0266.31	Langsu (Luxi) TBL	ʃɔ̆³⁵ muk⁵⁵  | 0266.31	meat hair		40111 1065	TBL		189	ʃɔ̆³⁵muk⁵⁵	ʃɔ̆³⁵muk⁵⁵	hair / down	ʃ ɔ̆ ³⁵ + m u k ⁵⁵	358898	10111 363	9297
1737	145	noun	m - u i - ³¹	the body hair (hair or fur)	Xiandao	hair / down n	0266.29	Achang (Xiandao) TBL	mui³¹  | 0266.29	hair		1065	TBL		189	mui³¹	mui³¹	hair / down	m u i ³¹	358896	363	12770
#
5511	1137	noun	ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴	the branch	Rangoon		0374.27					40078 40079 40080 114	TBL		1531	ɑ⁵³kɑ̃i⁵⁵ɑ⁵³khɛʔ⁴	ɑ⁵³kɑ̃i⁵⁵ɑ⁵³kʰɛʔ⁴	branch / twig	ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴	364151	10078 10079 10080 1278	6029
526	158	noun	ʂ ə k ⁵⁵ + k ʐ a ŋ ⁵⁵	the branch	Achang_Longchuan	branch	0374.28	Achang (Longchuan) TBL	ʂək⁵⁵ kʐaŋ⁵⁵  | 0374.28	tree branch		113 40054	TBL		1531	ʂək⁵⁵kʐaŋ⁵⁵	ʂək⁵⁵kʐaŋ⁵⁵	branch / twig	ʂ ə k ⁵⁵ + k ʐ a ŋ ⁵⁵	364152	2658 10054	9687
528	158	noun	s i k ⁵⁵ + k j a̰ ŋ ⁵¹	the branch	Atsi	branch	0374.30	Atsi [Zaiwa] TBL	sik⁵⁵ kja̱ŋ⁵¹  | 0374.30	tree branch		113 40130	TBL		1531	sik⁵⁵kja̱ŋ⁵¹	sik⁵⁵kja̱ŋ⁵¹	branch / twig	s i k ⁵⁵ + k j a̰ ŋ ⁵¹	364154	2658 10130	2785
529	158	noun	s a k ⁵⁵ + k a̰ ʔ ⁵⁵	the branch	Bola	branch	0374.32	Bola (Luxi) TBL	sak⁵⁵ ka̱ʔ⁵⁵  | 0374.32	tree branch		113 114	TBL		1531	sak⁵⁵ka̱ʔ⁵⁵	sak⁵⁵ka̱ʔ⁵⁵	branch / twig	s a k ⁵⁵ + k a̰ ʔ ⁵⁵	364156	2658 1278	1411
532	158	noun	s ə̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵	the branch	Lashi	branch	0374.33	Leqi (Luxi) TBL	sə̱k⁵⁵ kɔ̱ʔ⁵⁵  | 0374.33	tree branch		113 114	TBL		1531	sə̱k⁵⁵kɔ̱ʔ⁵⁵	sə̱k⁵⁵kɔ̱ʔ⁵⁵	branch / twig	s ə̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵	364157	2658 1278	12060
533	158	noun	s a̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵	the branch	Maru	branch	0374.31	Langsu (Luxi) TBL	sa̱k⁵⁵ kɔ̱ʔ⁵⁵  | 0374.31	tree branch		113 114	TBL		1531	sa̱k⁵⁵kɔ̱ʔ⁵⁵	sa̱k⁵⁵kɔ̱ʔ⁵⁵	branch / twig	s a̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵	364155	2658 1278	10539
534	158	noun	ʂ ɯ k ⁵⁵ + x ɔ ʔ ⁵⁵	the branch	Xiandao	branch	0374.29	Achang (Xiandao) TBL	ʂɯk⁵⁵ xɔʔ⁵⁵  | 0374.29	tree branch		113 114	TBL		1531	ʂɯk⁵⁵xɔʔ⁵⁵	ʂɯk⁵⁵xɔʔ⁵⁵	branch / twig	ʂ ɯ k ⁵⁵ + x ɔ ʔ ⁵⁵	364153	2658 1278	6631
#
663	1141	noun	m ṵ t ⁵⁵ + m a u ⁵⁵	the cloud	Atsi	cloud n	0007.30	Atsi [Zaiwa] TBL	mu̱t⁵⁵ mau⁵⁵  | 0007.30	cloud sky		40135 592	TBL		1489	mu̱t⁵⁵mau⁵⁵	mu̱t⁵⁵mau⁵⁵	cloud	m ṵ t ⁵⁵ + m a u ⁵⁵	345330	10135 2473	10039
666	166	noun	ts ɔ̰ m ⁵⁵ + m o u ⁵⁵	the cloud	Lashi	cloud n	0007.33	Leqi (Luxi) TBL	tsɔ̱m⁵⁵ mou⁵⁵  | 0007.33	cloud? sky		40163 592	TBL		1489	tsɔ̱m⁵⁵mou⁵⁵	tsɔ̱m⁵⁵mou⁵⁵	cloud	ts ɔ̰ m ⁵⁵ + m o u ⁵⁵	345333	10163 2473	6769
5276	166	noun	t ẽ ∼ ²²	the cloud	Rangoon		0007.27					149	TBL		1489	tẽ²²	tẽ²²	cloud	t ẽ ∼ ²²	345327	5656	3416
#
6268	185		tsʰ e ³¹	the dew	Achang_Longchuan	dew	0015.28	Achang (Longchuan)	tshe³¹	dew		100	TBL		1977		ʦhe³¹		tsʰ e ³¹	35906	59	2281
6544	185		tsʰ ɛ ³¹	the dew	Xiandao	dew	0015.29	Achang (Xiandao)	tshɛ³¹	dew		100	TBL		1977		ʦhɛ³¹		tsʰ ɛ ³¹	37682	59	741
#
962	171	noun	l ə̆ ³¹ + kʰ a - - ³⁵	the dog	Maru	dog n	0289.31	Langsu (Luxi) TBL	lə̆³¹ kha³⁵  | 0289.31 | cf. 0765.31	dog1 dog2		40114 216	TBL		2009	lə̆³¹kha³⁵	lə̆³¹kha³⁵	dog	l ə̆ ³¹ + kʰ a ³⁵	360089	10114 1764	10298
957	171	noun	kʰ u i - ²¹	the dog	Atsi	dog n	0289.30	Atsi [Zaiwa] TBL	khui²¹  | 0289.30 | cf. 0765.30	dog		216	TBL		2009	khui²¹	khui²¹	dog	kʰ u i ²¹	360088	1764	7434
5406	171	noun	kʰ w e - ⁵⁵	the dog	Rangoon		0289.27					216	TBL		2009	khwe⁵⁵	kʰwe⁵⁵	dog	kʰ w e ⁵⁵	360085	1764	4038
955	171	noun	x u i - ³¹	the dog	Achang_Longchuan	dog n	0289.28	Achang (Longchuan) TBL	xui³¹  | 0289.28	dog		216	TBL		2009	xui³¹	xui³¹	dog	x u i ³¹	360086	1764	2639
958	171	noun	kʰ u i - ³⁵	the dog	Bola	dog n	0289.32	Bola (Luxi) TBL	khui³⁵  | 0289.32 | cf. 0765.32	dog		216	TBL		2009	khui³⁵	khui³⁵	dog	kʰ u i ³⁵	360090	1764	1078
961	171	noun	kʰ u i - ⁵⁵	the dog	Lashi	dog n	0289.33	Leqi (Luxi) TBL	khui⁵⁵  | 0289.33 | cf. 0765.33	dog		216	TBL		2009	khui⁵⁵	khui⁵⁵	dog	kʰ u i ⁵⁵	360091	1764	9417
964	1152	noun	f u i - - ³¹	the dog	Xiandao	dog n	0289.29	Achang (Xiandao) TBL	fui³¹  | 0289.29 | cf. 0765.29	dog		216	TBL		2009	fui³¹	fui³¹	dog	f u i ³¹	360087	1764	9828
#
981	1153	noun	j ṵ p ⁵⁵ + m o ʔ ²¹	the dream	Atsi	dream n	0699.30	Atsi [Zaiwa] TBL	ju̱p⁵⁵ moʔ²¹  | 0699.30	sleep dream		225 224	TBL		2374	ju̱p⁵⁵moʔ²¹	ju̱p⁵⁵moʔ²¹	dream	j ṵ p ⁵⁵ + m o ʔ ²¹	380978	127 126	7294
982	1153	noun	j a̰ p ⁵⁵ + m a ʔ ⁵⁵	the dream	Bola	dream n	0699.32	Bola (Luxi) TBL	ja̱p⁵⁵ maʔ⁵⁵  | 0699.32	sleep dream		225 224	TBL		2374	ja̱p⁵⁵maʔ⁵⁵	ja̱p⁵⁵maʔ⁵⁵	dream	j a̰ p ⁵⁵ + m a ʔ ⁵⁵	380980	127 126	1004
985	1153	noun	- i n ³¹ + m ɔ ʔ ⁵⁵	the dream	Xiandao	dream n	0699.29	Achang (Xiandao) TBL	in³¹ mɔʔ⁵⁵  | 0699.29	sleep dream		225 224	TBL		2374	in³¹mɔʔ⁵⁵	in³¹mɔʔ⁵⁵	dream	i n ³¹ + m ɔ ʔ ⁵⁵	380977	127 126	9832
5255	1153	noun	- e ʔ ⁴ + m ɛ ʔ ⁴	the dream	Rangoon		0699.27			sleep dream		225 224	TBL		2374	eʔ⁴mɛʔ⁴	eʔ⁴mɛʔ⁴	dream	e ʔ ⁴ + m ɛ ʔ ⁴	380975	127 126	3882
980	1153	noun	- i t ⁵⁵ + m ɔ ʔ ⁵⁵	the dream	Achang_Longchuan	dream n	0699.28	Achang (Longchuan) TBL	it⁵⁵ mɔʔ⁵⁵  | 0699.28	sleep dream		225 224	TBL		2374	it⁵⁵mɔʔ⁵⁵	it⁵⁵mɔʔ⁵⁵	dream	i t ⁵⁵ + m ɔ ʔ ⁵⁵	380976	127 126	5415
983	1153	noun	j ɔ̰ p ⁵⁵ + m ɔ ʔ ³¹	the dream	Lashi	dream n	0699.33	Leqi (Luxi) TBL	jɔ̱p⁵⁵ mɔʔ³¹  | 0699.33	sleep dream		225 224	TBL		2374	jɔ̱p⁵⁵mɔʔ³¹	jɔ̱p⁵⁵mɔʔ³¹	dream	j ɔ̰ p ⁵⁵ + m ɔ ʔ ³¹	380981	127 126	9382
984	1153	noun	j a̰ p ³¹ + m ɔ ʔ ³¹	the dream	Maru	dream n	0699.31	Langsu (Luxi) TBL	ja̱p³¹ mɔʔ³¹  | 0699.31	dream mo-suffix		225 224	TBL		2374	ja̱p³¹mɔʔ³¹	ja̱p³¹mɔʔ³¹	dream	j a̰ p ³¹ + m ɔ ʔ ³¹	380979	127 126	491
#
1097	1158	noun	n i ³¹ + ʈʂʰ u a ³¹	the ear	Achang_Longchuan	ear n	0081.28	Achang (Longchuan) TBL	ni³¹ tʂhua³¹  | 0081.28	ear hole?		242 244	TBL		1247	ni³¹tʂhua³¹	ni³¹tʂhua³¹	ear	n i ³¹ + ʈʂʰ u a ³¹	349172	811 816	8277
1100	1158	noun	n ŏ ²¹ + pʰ j o ²¹	the ear	Atsi	ear n	0081.30	Atsi [Zaiwa] TBL	nŏ²¹ phjo²¹  | 0081.30	ear ?		242 1040	TBL		1247	nŏ²¹phjo²¹	nŏ²¹phjo²¹	ear	n ŏ ²¹ + pʰ j o ²¹	349174	811 812	10077
1103	1158	noun	n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵	the ear	Bola	ear n	0081.32	Bola (Luxi) TBL	nə̆³¹ khj⁵⁵  | 0081.32	ear		242 243	TBL		1247	nə̆³¹khj⁵⁵	nə̆³¹khj⁵⁵	ear	n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵	349176	811 823	1299
1111	1158	noun	n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵	the ear	Maru	ear n	0081.31	Langsu (Luxi) TBL	nə̆³¹ khjɛʔ⁵⁵  | 0081.31			242 243	TBL		1247	nə̆³¹khjɛʔ⁵⁵	nə̆³¹khjɛʔ⁵⁵	ear	n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵	349175	811 823	10424
1113	1158	noun	n̥ a ³¹ + ʈʂʰ - ɔ ³¹	the ear	Xiandao	ear n	0081.29	Achang (Xiandao) TBL	n̥a³¹ tʂhɔ³¹  | 0081.29	ear ???		242 244	TBL		1247	n̥a³¹tʂhɔ³¹	n̥a³¹tʂhɔ³¹	ear	n̥ a ³¹ + ʈʂʰ ɔ ³¹	349173	811 816	12874
5556	1158	noun	n ɑ ⁵⁵	the ear	Rangoon		0081.27					242	TBL		1247	nɑ⁵⁵	nɑ⁵⁵	ear	n ɑ ⁵⁵	349171	811	9051
#
5619	451	noun	m j e ²²	the earth (soil)	Rangoon		0040.27					1168	TBL		1228	mje²²	mje²²	soil / earth	m j e ²²	347040	2453	4302
#
6421	68		t i ²²	the earthworm	Rangoon	earthworm	0363.27	Burmese (Rangoon)	ti²²			963	TBL		2350		ti²²		t i ²²	34365	2808	3488
#
1140	1159	noun	ṵ - - ³⁵	the egg	Bola	egg n	0450.32	Bola (Luxi) TBL	u̱³⁵  | 0450.32	egg		246	TBL		744	u̱³⁵	u̱³⁵	egg	ṵ ³⁵	368076	301	8082
1144	1159	noun	a̰ u - ⁵⁵	the egg	Maru	egg n	0450.31	Langsu (Luxi) TBL	a̱u⁵⁵  | 0450.31	egg		246	TBL		744	a̱u⁵⁵	a̱u⁵⁵	egg	a̰ u ⁵⁵	368075	301	467
5427	1159	noun	u - - ⁵³	the egg	Rangoon		0450.27					246	TBL		744	û⁵³	û⁵³	egg	u ⁵³	368071	301	5865
#
1184	1160	noun	m j ɔ ʔ ³¹ + tʃ i k ⁵⁵	the eye	Maru	eye	0079.31	Langsu (Luxi) TBL	mjɔʔ³¹ tʃik⁵⁵  | 0079.31	eye stone		250 1041	TBL		1248	mjɔʔ³¹tʃik⁵⁵	mjɔʔ³¹tʃik⁵⁵	eye	m j ɔ ʔ ³¹ + tʃ i k ⁵⁵	349074	681 1401	10342
1177	1160	noun	m j a ʔ ³¹ + tʃ ɿ - ³⁵	the eye	Bola	eye	0079.32	Bola (Luxi) TBL	mjaʔ³¹ tʃɿ³⁵  | 0079.32	eye small-stone-2		250 40031	TBL		1248	mjaʔ³¹tʃɿ³⁵	mjaʔ³¹tʃɿ³⁵	eye	m j a ʔ ³¹ + tʃ ɿ ³⁵	349075	681 10031	1206
5494	1160	noun	m j ɛ ʔ ⁴ + s i - ⁵³	the eye	Rangoon		0079.27					250 40082	TBL		1248	mjɛʔ⁴si⁵³	mjɛʔ⁴si⁵³	eye	m j ɛ ʔ ⁴ + s i ⁵³	349070	681 10082	8236
#
1298	194	noun	a ³¹ + m u i ³¹	the feather	Achang_Longchuan	feather / plume n	0299.28	Achang (Longchuan) TBL	a³¹ mui³¹  | 0299.28	a-prefix hair		40069 1043	TBL		1201	a³¹mui³¹	a³¹mui³¹	feather / plume	a ³¹ + m u i ³¹	360599	10069 363	5331
1299	194	noun	ʃ ŏ ²¹ + m a u ⁵⁵	the feather	Atsi	feather / plume n	0299.30	Atsi [Zaiwa] TBL	ʃŏ²¹ mau⁵⁵  | 0299.30	meat hair		40149 1043	TBL		1201	ʃŏ²¹mau⁵⁵	ʃŏ²¹mau⁵⁵	feather / plume	ʃ ŏ ²¹ + m a u ⁵⁵	360601	10149 363	5196
1301	194	noun	a ³¹ + m a u ³⁵	the feather	Bola	feather / plume n	0299.32	Bola (Luxi) TBL	a³¹ mau³⁵  | 0299.32	a-prefix feather		40046 1043	TBL		1201	a³¹mau³⁵	a³¹mau³⁵	feather / plume	a ³¹ + m a u ³⁵	360603	10046 363	6416
5607	194	noun	ŋ̊ ɛ ʔ ⁴ + m w e ⁵⁵	the feather	Rangoon		0299.27					40099 1043	TBL		1201	ŋ̊ɛʔ⁴mwe⁵⁵	ŋ̊ɛʔ⁴mwe⁵⁵	feather / plume	ŋ̊ ɛ ʔ ⁴ + m w e ⁵⁵	360598	10099 363	5943
#
5299	208	noun	ŋ ɑ ⁵⁵	the fish	Rangoon		0351.27					287	TBL		227	ŋɑ⁵⁵	ŋɑ⁵⁵	fish	ŋ ɑ ⁵⁵	437161	1455	5939
1407	208	noun	ŋ a ³¹ + ʂ u a ³¹	the fish	Achang_Longchuan	fish n	0351.28	Achang (Longchuan) TBL	ŋa³¹ ʂua³¹  | 0351.28	fish meat		287 40053	TBL		227	ŋa³¹ʂua³¹	ŋa³¹ʂua³¹	fish	ŋ a ³¹ + ʂ u a ³¹	437162	1455 10053	2678
1410	208	noun	ŋ ŏ ²¹ + ts o ²¹	the fish	Atsi	fish n	0351.30	Atsi [Zaiwa] TBL	ŋŏ²¹ tso²¹  | 0351.30	fish child?		287 40128	TBL		227	ŋŏ²¹tso²¹	ŋŏ²¹tso²¹	fish	ŋ ŏ ²¹ + ts o ²¹	437164	1455 10128	5150
1411	208	noun	ŋ ə̆ ³¹ + t a ³¹	the fish	Bola	fish n	0351.32	Bola (Luxi) TBL	ŋə̆³¹ ta³¹  | 0351.32	fish eat		287 40028	TBL		227	ŋə̆³¹ta³¹	ŋə̆³¹ta³¹	fish	ŋ ə̆ ³¹ + t a ³¹	437166	1455 10028	8153
1414	208	noun	ŋ ə̆ ³¹ + ts o ³³	the fish	Lashi	fish n	0351.33	Leqi (Luxi) TBL	ŋə̆³¹ tso³³  | 0351.33	fish food?		287 40157	TBL		227	ŋə̆³¹tso³³	ŋə̆³¹tso³³	fish	ŋ ə̆ ³¹ + ts o ³³	437167	1455 10157	7075
1415	208	noun	ŋ ə̆ ³¹ + ts ɔ ³¹	the fish	Maru	fish n	0351.31	Langsu (Luxi) TBL	ŋə̆³¹ tsɔ³¹  | 0351.31	fish1 food		287 40109	TBL		227	ŋə̆³¹tsɔ³¹	ŋə̆³¹tsɔ³¹	fish	ŋ ə̆ ³¹ + ts ɔ ³¹	437165	1455 10109	9248
1417	208	noun	ŋ̊ ɔ̆ ³¹ + ʂ - ɔ ³¹	the fish	Xiandao	fish n	0351.29	Achang (Xiandao) TBL	ŋ̊ɔ̆³¹ ʂɔ³¹  | 0351.29	fish meat		287 40005	TBL		227	ŋ̊ɔ̆³¹ʂɔ³¹	ŋ̊ɔ̆³¹ʂɔ³¹	fish	ŋ̊ ɔ̆ ³¹ + ʂ ɔ ³¹	437163	1455 10005	6575
#
6190	56		f u - - ³¹ + l a i ³¹	the flea	Xiandao	flea	0355.29	Achang (Xiandao)	fu³¹lai³¹	??? flea		1236 952	TBL		232		fu³¹lai³¹		f u ³¹ + l a i ³¹	38026	1764 2414	9830
6243	56		kʰ ə̆ - ³¹ + l ṵ i ³⁵	the flea	Bola	flea	0355.32	Bola (Luxi)	khə̆³¹lu̱i³⁵	fleat-1 flea-2		1237 952	TBL		232		kʰə̆³¹lu̱i³⁵		kʰ ə̆ ³¹ + l ṵ i ³⁵	45300	1764 2414	1087
6340	56		l̥ i - ³¹	the flea	Achang_Longchuan	flea	0355.28	Achang (Longchuan)	l̥i³¹	flea		952	TBL		232		l̥i³¹		l̥ i ³¹	36251	2414	5699
6416	56		ɬ e - ⁵⁵	the flea	Rangoon	flea	0355.27	Burmese (Rangoon)	ɬe⁵⁵			952	TBL		232		ɬe⁵⁵		ɬ e ⁵⁵	34357	2414	6173
6478	56		kʰ ĕ - ⁵⁵ + l a̰ i ²¹	the flea	Atsi	flea	0355.30	Atsi [Zaiwa]	khĕ⁵⁵la̱i²¹	? flea		1237 952	TBL		232		kʰĕ⁵⁵la̱i²¹		kʰ ĕ ⁵⁵ + l a̰ i ²¹	41658	1764 2414	7371
6399	56		kʰ ə̆ - ³¹ + l a̰ - ³⁵	the flea	Maru	flea	0355.31	Langsu (Luxi)	khə̆³¹la̱³⁵	flea-1 flea-2		1237 952	TBL		232		kʰə̆³¹la̱³⁵		kʰ ə̆ ³¹ + l a̰ ³⁵	43528	1764 2414	10232
6129	56		kʰ u k ⁵⁵ + l ḛ i ⁵⁵	the flea	Lashi	flea	0355.33	Leqi (Luxi)	khuk⁵⁵le̱i⁵⁵			1237 952	TBL		232		kʰuk⁵⁵le̱i⁵⁵		kʰ u k ⁵⁵ + l ḛ i ⁵⁵	47130	1764 2414	9419
#
1458	209	noun	p - a n ²¹	the flower	Atsi	flower	0377.30	Atsi [Zaiwa] TBL	pan²¹  | 0377.30	flower		296	TBL		239	pan²¹	pan²¹	flower	p a n ²¹	364314	2153	4825
1462	209	noun	p - a n ³³	the flower	Lashi	flower	0377.33	Leqi (Luxi) TBL	pan³³  | 0377.33	flower		296	TBL		239	pan³³	pan³³	flower	p a n ³³	364317	2153	4764
#
6280	3		cʰ - i - ⁵⁵	the foot	Xiandao	foot	0103.29	Achang (Xiandao)	chi⁵⁵	foot		19	TBL		1301		chi⁵⁵		cʰ i ⁵⁵	37770	335	9788
6420	3		tɕʰ - i - ⁵⁵	the foot	Achang_Longchuan	foot	0103.28	Achang (Longchuan)	tɕhi⁵⁵	foot		19	TBL		1301		ʨʰi⁵⁵		tɕʰ i ⁵⁵	35994	335	2415
6429	3		kʰ j i - ⁵¹	the foot	Atsi	foot	0103.30	Atsi [Zaiwa]	khji⁵¹	foot		19	TBL		1301		kʰji⁵¹		kʰ j i ⁵¹	41400	335	7397
6472	3		kʰ j e i ³³	the foot	Lashi	foot	0103.33	Leqi (Luxi)	khjei³³	foot		19	TBL		1301		kʰjei³³		kʰ j e i ³³	46877	335	9399
6645	3		kʰ j i - ⁵³	the foot	Bola	foot	0103.32	Bola (Luxi)	khji⁵³	foot		19	TBL		1301		kʰji⁵³		kʰ j i ⁵³	45044	335	1066
#
6409	78		m j e - ²² + kʰ w e - ⁵⁵	the fox	Rangoon	fox	0325.27	Burmese (Rangoon)	mje²²khwe⁵⁵			40098 216	TBL		1312		mje²²kʰwe⁵⁵		m j e ²² + kʰ w e ⁵⁵	34326	10098 1764	4304
#
5604	221	noun	pʰ a ⁵⁵	the frog	Rangoon		0349.27					313	TBL		503	pha⁵⁵	pʰa⁵⁵	frog	pʰ a ⁵⁵	437061	2148	9072
1555	221	noun	pʰ ɔ ³¹	the frog	Achang_Longchuan	frog	0349.28	Achang (Longchuan) TBL	phɔ³¹  | 0349.28	frog		313	TBL		503	phɔ³¹	phɔ³¹	frog	pʰ ɔ ³¹	437062	2148	8369
1562	221	noun	p ɔ̰ ³⁵	the frog	Maru	frog	0349.31	Langsu (Luxi) TBL	pɔ̱³⁵  | 0349.31	frog		313	TBL		503	pɔ̱³⁵	pɔ̱³⁵	frog	p ɔ̰ ³⁵	437065	2148	10513
1558	221	noun	p a̰ ³⁵	the frog	Bola	frog	0349.32	Bola (Luxi) TBL	pa̱³⁵  | 0349.32	frog		313	TBL		503	pa̱³⁵	pa̱³⁵	frog	p a̰ ³⁵	437066	2148	1332
1561	221	noun	p ɑ̰ ⁵⁵	the frog	Lashi	frog	0349.33	Leqi (Luxi) TBL	pɑ̱⁵⁵  | 0349.33	frog		313	TBL		503	pɑ̱⁵⁵	pɑ̱⁵⁵	frog	p ɑ̰ ⁵⁵	437067	2148	12037
1563	221	noun	pʰ ă ³¹ + c - a k ³⁵	the frog	Xiandao	frog	0349.29	Achang (Xiandao) TBL	phă³¹ cak³⁵  | 0349.29			313 40013	TBL		503	phă³¹cak³⁵	phă³¹cak³⁵	frog	pʰ ă ³¹ + c a k ³⁵	437063	2148 10013	12935
1557	221	noun	p ŏ̰ ²¹ + k j ḛ k ⁵⁵	the frog	Atsi	frog	0349.30	Atsi [Zaiwa] TBL	pŏ̱²¹ kje̱k⁵⁵  | 0349.30	frog ?		313 40138	TBL		503	pŏ̱²¹kje̱k⁵⁵	pŏ̱²¹kje̱k⁵⁵	frog	p ŏ̰ ²¹ + k j ḛ k ⁵⁵	437064	2148 10138	10167
#
6388	77		ɲ ɔ ʔ ⁵⁵ + s a i - ³⁵	the front (front side)	Xiandao	front	0712.29	Achang (Xiandao)	ɲɔʔ⁵⁵sai³⁵	face front		40011 1248	TBL		2194		ɲɔʔ⁵⁵sai³⁵		ɲ ɔ ʔ ⁵⁵ + s a i ³⁵	38387	10011 1214	1812
6439	77		x ə i - ³⁵	the front (front side)	Bola	front	0712.32	Bola (Luxi)	xəi³⁵	front		1248	TBL		2194		xəi³⁵		x ə i ³⁵	45670	1214	8122
6513	77		nʲ ɔ ʔ ⁵⁵ + s i - ʔ ³¹	the front (front side)	Achang_Longchuan	front	0712.28	Achang (Longchuan)	ȵɔʔ⁵⁵siʔ³¹	face front		40060 1248	TBL		2194		ȵɔʔ⁵⁵siʔ³¹		nʲ ɔ ʔ ⁵⁵ + s i ʔ ³¹	36610	10060 1214	8801
6138	77		x i - - ⁵⁵	the front (front side)	Atsi	front	0712.30	Atsi [Zaiwa]	xi⁵⁵	front		1248	TBL		2194		xi⁵⁵		x i ⁵⁵	42028	1214	4926
#
6153	105		ŋ̊ a n ⁵⁵	the frost	Achang_Longchuan	frost	0014.28	Achang (Longchuan)	ŋ̊an⁵⁵	frost		390	TBL		2034		ŋ̊an⁵⁵		ŋ̊ a n ⁵⁵	35905	3565	2693
6211	105		ŋ a̰ ŋ ³¹	the frost	Maru	frost	0014.31	Langsu (Luxi)	ŋa̱ŋ³¹	dew-frost		390	TBL		2034		ŋa̱ŋ³¹		ŋ a̰ ŋ ³¹	43184	3565	9228
6297	105		ŋ a̰ n ⁵¹ + pʰ j u ⁵¹	the frost	Atsi	frost	0014.30	Atsi [Zaiwa]	ŋa̱n⁵¹phju⁵¹	cold-thing white		390 40150	TBL		2034		ŋa̱n⁵¹pʰju⁵¹		ŋ a̰ n ⁵¹ + pʰ j u ⁵¹	41310	3565 10150	5109
6323	105		ŋ ɛ̰̃ ∼ ⁵⁵	the frost	Bola	frost	0014.32	Bola (Luxi)	ŋɛ̱̃⁵⁵	icy-thing		390	TBL		2034		ŋɛ̱̃⁵⁵		ŋ ɛ̰̃ ∼ ⁵⁵	44950	3565	8156
6486	105		ŋ a̰ n ³³ + pʰ i u ³³	the frost	Lashi	frost	0014.33	Leqi (Luxi)	ŋa̱n³³phiu³³	icy-thing white		390 40169	TBL		2034		ŋa̱n³³pʰiu³³		ŋ a̰ n ³³ + pʰ i u ³³	46788	3565 10169	7008
6543	105		ŋ̊ a n ⁵⁵	the frost	Xiandao	frost	0014.29	Achang (Xiandao)	ŋ̊an⁵⁵	frost		390	TBL		2034		ŋ̊an⁵⁵		ŋ̊ a n ⁵⁵	37681	3565	6569
6592	105		n̥ ĩ - ⁵⁵ + kʰ ɛ - ⁵⁵	the frost	Rangoon	frost	0014.27	Burmese (Rangoon)	hnĩ⁵⁵khɛ⁵⁵	frost frozen		390 40101	TBL		2034		hnĩ⁵⁵kʰɛ⁵⁵		n̥ ĩ ∼ ⁵⁵ + kʰ ɛ ⁵⁵	34008	3565 10101	3909
#
1571	6	noun	ʃ i ²¹	the fruit	Atsi	fruit	0378.30	Atsi [Zaiwa] TBL	ʃi²¹  | 0378.30	fruit		315	TBL		1507	ʃi²¹	ʃi²¹	fruit	ʃ i ²¹	364365	1019	4985
1575	6	noun	ʃ ɿ ⁵⁵	the fruit	Lashi	fruit	0378.33	Leqi (Luxi) TBL	ʃɿ⁵⁵  | 0378.33	fruit		315	TBL		1507	ʃɿ⁵⁵	ʃɿ⁵⁵	fruit	ʃ ɿ ⁵⁵	364368	1019	6334
1576	6	noun	ʃ i ³⁵	the fruit	Maru	fruit	0378.31	Langsu (Luxi) TBL	ʃi³⁵  | 0378.31	fruit		315	TBL		1507	ʃi³⁵	ʃi³⁵	fruit	ʃ i ³⁵	364366	1019	4492
#
6205	183		j ɔ̃ ∼ ⁵⁵	the goat	Bola	goat	0276.32	Bola (Luxi)	jɔ̃⁵⁵	goat	Borrowing from Chinese, @lingulist	1313	TBL		1502		jɔ̃⁵⁵		j ɔ̃ ∼ ⁵⁵	45221	6028	1018
6379	182		sʰ e ʔ ⁴	the goat	Rangoon	goat	0276.27	Burmese (Rangoon)	sheʔ⁴			1316	TBL		1502		sheʔ⁴		sʰ e ʔ ⁴	34276	1226	9135
#
5651	228	noun	m j ɛ ʔ ⁴	the grass	Rangoon		0436.27					1064	TBL		606	mjɛʔ⁴	mjɛʔ⁴	grass	m j ɛ ʔ ⁴	367343	2460	8231
