# Wordlist

# DATA
ID	COGID	POS	ALIGNMENT	CONCEPT	DOCULECT	ORIGINAL_CONCEPT	STEDT_SRCID	ORIGINAL_TAXNAME	ORIGINAL_ENTRY	MORPHEMES	NOTE	COGIDS	SOURCE	STEDT_GLOSS	CONCEPTICON_ID	STEDT_REFLEX	IPA	STEDT_CONCEPT	TOKENS	STEDT_RN	STEDT_ANALYSIS	STEDT_ID
2743	235	other	tʃ ɛ̰ ʔ ⁵⁵	narrow	Bola	narrow adj	0977.32	Bola (Luxi) TBL	tʃɛ̱ʔ⁵⁵  | 0977.32	narrow	bad concept	492	TBL		1267	tʃɛ̱ʔ⁵⁵	tʃɛ̱ʔ⁵⁵	narrow	tʃ ɛ̰ ʔ ⁵⁵	395364	6186	8849
2744	235	other	tʃ a̰ː p ⁵⁵	narrow	Lashi	narrow adj	0977.33	Leqi (Luxi) TBL	tʃa̱ːp⁵⁵  | 0977.33	narrow	bad concept	492	TBL		1267	tʃa̱ːp⁵⁵	tʃa̱ːp⁵⁵	narrow	tʃ a̰ː p ⁵⁵	395365	6186	6857
2745	235	other	tʃ ɛ̰ ʔ ⁵⁵	narrow	Maru	narrow adj	0977.31	Langsu (Luxi) TBL	tʃɛ̱ʔ⁵⁵  | 0977.31	narrow	bad concept	492	TBL		1267	tʃɛ̱ʔ⁵⁵	tʃɛ̱ʔ⁵⁵	narrow	tʃ ɛ̰ ʔ ⁵⁵	395363	686	8942
5379	235	other	tɕ - ĩ - ⁵⁵	narrow	Rangoon	narrow adj	0977.27				bad concept	493	TBL		1267	tɕĩ⁵⁵	ʨĩ⁵⁵	narrow	tɕ ĩ ∼ ⁵⁵	395359	7169	3683
#
2773	1108	other	n ɛ ³¹	near	Xiandao	near 1	0975.29	Achang (Xiandao) TBL	nɛ³¹  | 0975.29	near	bad concept	501	TBL		1942	nɛ³¹	nɛ³¹	near	n ɛ ³¹	395256	2496	8832
2774	1108	other	n e ³¹	near	Achang_Longchuan	near 3	0975.28	Achang (Longchuan) TBL	ne³¹  | 0975.28	near	bad concept	501	TBL		1942	ne³¹	ne³¹	near	n e ³¹	395255	2496	8786
5623	1108	other	n i ⁵⁵	near	Rangoon		0975.27				bad concept	501	TBL		1942	ni⁵⁵	ni⁵⁵	near	n i ⁵⁵	395254	2496	8860
#
2817	1112	other	s ə̰ː k ⁵⁵	new	Lashi	new	1050.33	Leqi (Luxi) TBL	sə̱ːk⁵⁵  | 1050.33	new		510	TBL		1231	sə̱ːk⁵⁵	sə̱ːk⁵⁵	new	s ə̰ː k ⁵⁵	399040	6178	12314
2810	1112	other	ʂ ə k ⁵⁵	new	Achang_Longchuan	new	1050.28	Achang (Longchuan) TBL	ʂək⁵⁵  | 1050.28	new		510	TBL		1231	ʂək⁵⁵	ʂək⁵⁵	new	ʂ ə k ⁵⁵	399035	6178	11342
2814	1112	other	s a k ⁵⁵	new	Bola	new	1050.32	Bola (Luxi) TBL	sak⁵⁵  | 1050.32	new		510	TBL		1231	sak⁵⁵	sak⁵⁵	new	s a k ⁵⁵	399039	6178	12605
2818	1112	other	s a̰ k ⁵⁵	new	Maru	new	1050.31	Langsu (Luxi) TBL	sa̱k⁵⁵  | 1050.31	new		510	TBL		1231	sa̱k⁵⁵	sa̱k⁵⁵	new	s a̰ k ⁵⁵	399038	6178	13668
2820	1112	other	ʂ ɯ k ⁵⁵	new	Xiandao	new	1050.29	Achang (Xiandao) TBL	ʂɯk⁵⁵  | 1050.29	new		510	TBL		1231	ʂɯk⁵⁵	ʂɯk⁵⁵	new	ʂ ɯ k ⁵⁵	399036	6178	6630
#
2842	1113	other	k a u - ³¹	nine	Achang_Longchuan	nine	0805.28	Achang (Longchuan) TBL	kau³¹  | 0805.28	nine		515	TBL		1483	kau³¹	kau³¹	nine	k a u ³¹	386463	2364	5446
2844	1113	other	k a u - ²¹	nine	Atsi	nine	0805.30	Atsi [Zaiwa] TBL	kau²¹  | 0805.30	new		515	TBL		1483	kau²¹	kau²¹	nine	k a u ²¹	386465	2364	7312
2845	1113	other	k a u - ³¹	nine	Bola	nine	0805.32	Bola (Luxi) TBL	kau³¹  | 0805.32	nine		515	TBL		1483	kau³¹	kau³¹	nine	k a u ³¹	386467	2364	1026
2848	1113	other	k o u - ³³	nine	Lashi	nine	0805.33	Leqi (Luxi) TBL	kou³³  | 0805.33	nine		515	TBL		1483	kou³³	kou³³	nine	k o u ³³	386468	2364	9460
2850	1113	other	k a u - ³¹	nine	Xiandao	nine	0805.29	Achang (Xiandao) TBL	kau³¹  | 0805.29	nine		515	TBL		1483	kau³¹	kau³¹	nine	k a u ³¹	386464	2364	9860
5645	1113	other	k o - - ⁵⁵	nine	Rangoon		0805.27					515	TBL		1483	ko⁵⁵	ko⁵⁵	nine	k o ⁵⁵	386462	2364	4088
#
2880	1119	other	m u a ŋ ³¹	old (of person)	Achang_Longchuan	old / elderly	1058.28	Achang (Longchuan) TBL	muaŋ³¹  | 1058.28	old		520	TBL		2112	muaŋ³¹	muaŋ³¹	old / elderly	m u a ŋ ³¹	399458	2440	5762
2883	1119	other	m a - ŋ ²¹	old (of person)	Atsi	old / elderly	1058.30	Atsi [Zaiwa] TBL	maŋ²¹  | 1058.30	old		520	TBL		2112	maŋ²¹	maŋ²¹	old / elderly	m a ŋ ²¹	399460	2440	13242
2885	1119	other	m ɔ̃ - ∼ ³¹	old (of person)	Bola	old / elderly	1058.32	Bola (Luxi) TBL	mɔ̃³¹  | 1058.32	old-person		520	TBL		2112	mɔ̃³¹	mɔ̃³¹	old / elderly	m ɔ̃ ∼ ³¹	399462	2440	5254
2888	1119	other	m a - ŋ ³³ + ts o ⁵⁵	old (of person)	Lashi	old / elderly	1058.33	Leqi (Luxi) TBL	maŋ³³ tso⁵⁵  | 1058.33	old child?		520 1118	TBL		2112	maŋ³³tso⁵⁵	maŋ³³tso⁵⁵	old / elderly	m a ŋ ³³ + ts o ⁵⁵	399463	2440 3327	12241
2889	1119	other	m ɔ̃ - ∼ ³⁵	old (of person)	Maru	old / elderly	1058.31	Langsu (Luxi) TBL	mɔ̃³⁵  | 1058.31	old		520	TBL		2112	mɔ̃³⁵	mɔ̃³⁵	old / elderly	m ɔ̃ ∼ ³⁵	399461	2440	13520
2891	1119	other	m ɔ - ŋ ³¹	old (of person)	Xiandao	old / elderly	1058.29	Achang (Xiandao) TBL	mɔŋ³¹  | 1058.29	old		520	TBL		2112	mɔŋ³¹	mɔŋ³¹	old / elderly	m ɔ ŋ ³¹	399459	2440	12778
#
5620	2	other	t i ʔ ⁴	one	Rangoon		0797.27					1119	TBL		1493	tiʔ⁴	tiʔ⁴	one	t i ʔ ⁴	386052	2726	3493
#
3281	11	other	n a ⁵⁵	red	Achang_Longchuan	red	1007.28	Achang (Longchuan) TBL	na⁵⁵  | 1007.28	red		598	TBL		156	na⁵⁵	na⁵⁵	red	n a ⁵⁵	396908	2499	10894
3283	11	other	n e ⁵¹	red	Atsi	red	1007.30	Atsi [Zaiwa] TBL	ne⁵¹  | 1007.30	red		598	TBL		156	ne⁵¹	ne⁵¹	red	n e ⁵¹	396910	2499	13266
3285	11	other	n ɛ ⁵⁵	red	Bola	red	1007.32	Bola (Luxi) TBL	nɛ⁵⁵  | 1007.32	red		598	TBL		156	nɛ⁵⁵	nɛ⁵⁵	red	n ɛ ⁵⁵	396912	2499	5274
3289	11	other	n ɛː ³¹	red	Lashi	red	1007.33	Leqi (Luxi) TBL	nɛː³¹  | 1007.33	red		598	TBL		156	nɛː³¹	nɛː³¹	red	n ɛː ³¹	396913	2499	12272
3291	11	other	n ɛ ³¹	red	Maru	red	1007.31	Langsu (Luxi) TBL	nɛ³¹  | 1007.31	red		598	TBL		156	nɛ³¹	nɛ³¹	red	n ɛ ³¹	396911	2499	13570
3292	11	other	n a ⁵⁵	red	Xiandao	red	1007.29	Achang (Xiandao) TBL	na⁵⁵  | 1007.29	red		598	TBL		156	na⁵⁵	na⁵⁵	red	n a ⁵⁵	396909	2499	12827
5424	11	other	n i ²²	red	Rangoon		1007.27					598	TBL		156	ni²²	ni²²	red	n i ²²	396907	2499	10685
#
6318	19		l ɔ ʔ ³¹ + j o ³¹	right	Lashi	right	0711.33	Leqi (Luxi)	lɔʔ³¹jo³¹	hand right		345 603	TBL		1019		lɔʔ³¹jo³¹		l ɔ ʔ ³¹ + j o ³¹	47488	695 2786	4669
6387	19		l ɔ ʔ ⁵⁵ + j ɔ ⁵⁵	right	Xiandao	right	0711.29	Achang (Xiandao)	lɔʔ⁵⁵jɔ⁵⁵	hand right		345 603	TBL		1019		lɔʔ⁵⁵jɔ⁵⁵		l ɔ ʔ ⁵⁵ + j ɔ ⁵⁵	38386	695 2786	8825
6438	19		l a ʔ ³¹ + j a ⁵⁵	right	Bola	right	0711.32	Bola (Luxi)	laʔ³¹ja⁵⁵	hand right		345 603	TBL		1019		laʔ³¹ja⁵⁵		l a ʔ ³¹ + j a ⁵⁵	45669	695 2786	1128
6512	19		l ɔ ʔ ³¹ + ʑ ɔ ⁵⁵ + p a ³¹	right	Achang_Longchuan	right	0711.28	Achang (Longchuan)	lɔʔ³¹ʑɔ⁵⁵pa³¹	hand right dir		345 603 40062	TBL		1019		lɔʔ³¹ʑɔ⁵⁵pa³¹		l ɔ ʔ ³¹ + ʑ ɔ ⁵⁵ + p a ³¹	36609	695 2786 10062	5668
6572	19		l ɔ ʔ ³¹ + j ɔ ³¹	right	Maru	right	0711.31	Langsu (Luxi)	lɔʔ³¹jɔ³¹	hand right		345 603	TBL		1019		lɔʔ³¹jɔ³¹		l ɔ ʔ ³¹ + j ɔ ³¹	43887	695 2786	8908
6137	19		l o ʔ ²¹ + j o ⁵¹	right	Atsi	right	0711.30	Atsi [Zaiwa]	loʔ²¹jo⁵¹	hand right		345 603	TBL		1019		loʔ²¹jo⁵¹		l o ʔ ²¹ + j o ⁵¹	42027	695 2786	7636
#
6222	48		w ɑ̃ i ∼ ⁵⁵	round	Rangoon	circle / circular	0990.27	Burmese (Rangoon)	wɑ̃i⁵⁵			28	TBL		1395		wɑ̃i⁵⁵		w ɑ̃ i ∼ ⁵⁵	35020	2270	5906
6521	55		l u m ³¹	round	Xiandao	circle / circular	0990.29	Achang (Xiandao)	lum³¹	round		949	TBL		1395		lum³¹		l u m ³¹	38672	1381	12739
6561	55		l a m ³¹	round	Bola	circle / circular (tubular)	0990.32	Bola (Luxi)	lam³¹	round-1		949	TBL		1395		lam³¹		l a m ³¹	45956	1381	6553
6585	55		l a ŋ ³⁵	round	Bola	circle / circular (spherical)	0990.32	Bola (Luxi)	laŋ³⁵	round-2		950	TBL		1395		laŋ³⁵		l a ŋ ³⁵	45957	1381	6553
6128	55		l u m ³¹	round	Achang_Longchuan	circle / circular	0990.28	Achang (Longchuan)	lum³¹	round		949	TBL		1395		lum³¹		l u m ³¹	36889	1381	5654
#
3605	30	other	nʲ - i t ⁵⁵	seven	Achang_Longchuan	seven num	0803.28	Achang (Longchuan) TBL	ȵit⁵⁵  | 0803.28	seven		644	TBL		1704	ȵit⁵⁵	ȵit⁵⁵	seven	nʲ i t ⁵⁵	386360	2505	9646
3614	30	other	n - a̰ t ⁵⁵	seven	Maru	seven num	0803.31	Langsu (Luxi) TBL	na̱t⁵⁵  | 0803.31	seven		644	TBL		1704	na̱t⁵⁵	na̱t⁵⁵	seven	n a̰ t ⁵⁵	386363	2505	10389
5437	30	other	kʰ u ⁵³ + n̥ - i ʔ ⁴	seven	Rangoon		0803.27			seven-1 seven-2		40090 644	TBL		1704	khu⁵³n̥iʔ⁴	kʰu⁵³n̥iʔ⁴	seven	kʰ u ⁵³ + n̥ i ʔ ⁴	386359	10090 2505	4035
3608	30	other	ŋ j i t ⁵⁵	seven	Atsi	seven num	0803.30	Atsi [Zaiwa] TBL	ŋjit⁵⁵  | 0803.30	seven		644	TBL		1704	ŋjit⁵⁵	ŋjit⁵⁵	seven	ŋ j i t ⁵⁵	386362	2505	5127
3613	30	other	ŋ j ɛ̰ t ⁵⁵	seven	Lashi	seven num	0803.33	Leqi (Luxi) TBL	ŋjɛ̱t⁵⁵  | 0803.33	seven		644	TBL		1704	ŋjɛ̱t⁵⁵	ŋjɛ̱t⁵⁵	seven	ŋ j ɛ̰ t ⁵⁵	386365	2505	7046
3616	30	other	n - i t ⁵⁵	seven	Xiandao	seven num	0803.29	Achang (Xiandao) TBL	nit⁵⁵  | 0803.29	seven		644	TBL		1704	nit⁵⁵	nit⁵⁵	seven	n i t ⁵⁵	386361	2505	12828
#
5398	34	other	tʰ ɛ ʔ ⁴	sharp	Rangoon		1020.27				bad concept	651	TBL		1396	thɛʔ⁴	tʰɛʔ⁴	sharp	tʰ ɛ ʔ ⁴	397566	5515	3461
3649	34	other	tʰ ɔ ʔ ⁵⁵	sharp	Achang_Longchuan	sharp	1020.28	Achang (Longchuan) TBL	thɔʔ⁵⁵  | 1020.28	sharp	bad concept	651	TBL		1396	thɔʔ⁵⁵	thɔʔ⁵⁵	sharp	tʰ ɔ ʔ ⁵⁵	397567	5515	11141
3655	34	other	tʰ ɔː ʔ ⁵⁵	sharp	Lashi	sharp	1020.33	Leqi (Luxi) TBL	thɔːʔ⁵⁵  | 1020.33	sharp	bad concept	651	TBL		1396	thɔːʔ⁵⁵	thɔːʔ⁵⁵	sharp	tʰ ɔː ʔ ⁵⁵	397572	5515	6682
3658	34	other	tʰ o ʔ ⁵⁵	sharp	Atsi	sharp	1020.30	Atsi [Zaiwa] TBL	thoʔ⁵⁵  | 1020.30	sharp	bad concept	651	TBL		1396	thoʔ⁵⁵	thoʔ⁵⁵	sharp	tʰ o ʔ ⁵⁵	397569	5515	2897
3659	34	other	tʰ a ʔ ⁵⁵	sharp	Bola	sharp	1020.32	Bola (Luxi) TBL	thaʔ⁵⁵  | 1020.32	sharp	bad concept	651	TBL		1396	thaʔ⁵⁵	thaʔ⁵⁵	sharp	tʰ a ʔ ⁵⁵	397571	5515	12639
3660	34	other	tʰ ɔ ʔ ⁵⁵	sharp	Maru	sharp	1020.31	Langsu (Luxi) TBL	thɔʔ⁵⁵  | 1020.31	sharp	bad concept	651	TBL		1396	thɔʔ⁵⁵	thɔʔ⁵⁵	sharp	tʰ ɔ ʔ ⁵⁵	397570	5515	13364
#
5567	39	other	t o ²²	short	Rangoon		0973.27				bad concept	661	TBL		1645	to²²	to²²	short	t o ²²	395151	5414	3503
3699	37	other	ʑ ɔ ŋ ³¹	short	Achang_Longchuan	short adj	0973.28	Achang (Longchuan) TBL	ʑɔŋ³¹  | 0973.28	short	bad concept	1349	TBL		1645	ʑɔŋ³¹	ʑɔŋ³¹	short	ʑ ɔ ŋ ³¹	395152	7173	8805
#
5618	40	other	tɕʰ - ɑ u ʔ ⁴	six	Rangoon		0802.27					669	TBL		1703	tɕhɑuʔ⁴	ʨʰɑuʔ⁴	six	tɕʰ ɑ u ʔ ⁴	386308	2621	3653
3752	40	other	x ʐ o - ʔ ⁵⁵	six	Achang_Longchuan	six num	0802.28	Achang (Longchuan) TBL	xʐoʔ⁵⁵  | 0802.28	six		669	TBL		1703	xʐoʔ⁵⁵	xʐoʔ⁵⁵	six	x ʐ o ʔ ⁵⁵	386309	2621	2670
3755	40	other	kʰ j u - ʔ ⁵⁵	six	Atsi	six num	0802.30	Atsi [Zaiwa] TBL	khjuʔ⁵⁵  | 0802.30	six		669	TBL		1703	khjuʔ⁵⁵	khjuʔ⁵⁵	six	kʰ j u ʔ ⁵⁵	386311	2621	7422
3757	40	other	kʰ j a u ʔ ⁵⁵	six	Bola	six num	0802.32	Bola (Luxi) TBL	khjauʔ⁵⁵  | 0802.32	six		669	TBL		1703	khjauʔ⁵⁵	khjauʔ⁵⁵	six	kʰ j a u ʔ ⁵⁵	386313	2621	1060
3760	40	other	kʰ j u - k ⁵⁵	six	Lashi	six num	0802.33	Leqi (Luxi) TBL	khjuk⁵⁵  | 0802.33	six		669	TBL		1703	khjuk⁵⁵	khjuk⁵⁵	six	kʰ j u k ⁵⁵	386314	2621	9411
3761	40	other	kʰ j a u k ⁵⁵	six	Maru	six num	0802.31	Langsu (Luxi) TBL	khjauk⁵⁵  | 0802.31			669	TBL		1703	khjauk⁵⁵	khjauk⁵⁵	six	kʰ j a u k ⁵⁵	386312	2621	10200
3764	40	other	cʰ - u - ʔ ⁵⁵	six	Xiandao	six num	0802.29	Achang (Xiandao) TBL	chuʔ⁵⁵  | 0802.29	six		669	TBL		1703	chuʔ⁵⁵	chuʔ⁵⁵	six	cʰ u ʔ ⁵⁵	386310	2621	9802
#
3824	44	other	ŋ a i ⁵⁵	small	Bola	small adj	0965.32	Bola (Luxi) TBL	ŋai⁵⁵  | 0965.32	thin-2		677	TBL		1246	ŋai⁵⁵	ŋai⁵⁵	small	ŋ a i ⁵⁵	394722	90	8853
5365	44	other	ŋ ɛ - ²²	small	Rangoon		0965.27					677	TBL		1246	ŋɛ²²	ŋɛ²²	small	ŋ ɛ ²²	394717	90	5927
3827	44	other	ŋ ɛː - ³¹	small	Lashi	small adj	0965.33	Leqi (Luxi) TBL	ŋɛː³¹  | 0965.33	small		677	TBL		1246	ŋɛː³¹	ŋɛː³¹	small	ŋ ɛː ³¹	394723	90	7077
3828	44	other	ŋ a i ³¹	small	Maru	small adj	0965.31	Langsu (Luxi) TBL	ŋai³¹  | 0965.31	small		677	TBL		1246	ŋai³¹	ŋai³¹	small	ŋ a i ³¹	394721	90	8947
#
4112	61	other	t a n ³¹	straight	Achang_Longchuan	straight	1003.28	Achang (Longchuan) TBL	tan³¹  | 1003.28	straight	bad concept	730	TBL		1404	tan³¹	tan³¹	straight	t a n ³¹	396699	5734	11083
4115	61	other	t ɛ̃ ∼ ³⁵	straight	Bola	straight	1003.32	Bola (Luxi) TBL	tɛ̃³⁵  | 1003.32	straight	bad concept	730	TBL		1404	tɛ̃³⁵	tɛ̃³⁵	straight	t ɛ̃ ∼ ³⁵	396703	5734	12678
4118	61	other	t aː n ³³	straight	Lashi	straight	1003.33	Leqi (Luxi) TBL	taːn³³  | 1003.33		bad concept	730	TBL		1404	taːn³³	taːn³³	straight	t aː n ³³	396704	5734	12318
5537	64	other	pʰ j ɑ̃ u ∼ ⁵³	straight	Rangoon		1003.27				bad concept	729	TBL		1404	phjɑ̃u⁵³	pʰjɑ̃u⁵³	straight (horizontal)	pʰ j ɑ̃ u ∼ ⁵³	396698	2160	10727
5363	0	other	m ɑ ʔ ⁴	straight	Rangoon		1003.27				bad concept	22	TBL		1404	mɑʔ⁴	mɑʔ⁴	straight (vertical)	m ɑ ʔ ⁴	396724	2160	10727
#
4255	70	other	tɕʰ e - ⁵⁵	ten	Achang_Longchuan	ten num	0806.28	Achang (Longchuan) TBL	tɕhe⁵⁵  | 0806.28	ten		1181	TBL		1515	tɕhe⁵⁵	tɕhe⁵⁵	ten	tɕʰ e ⁵⁵	386514	2748	2392
4258	70	other	tsʰ e - ⁵¹	ten	Atsi	ten num	0806.30	Atsi [Zaiwa] TBL	tshe⁵¹  | 0806.30	ten		1181	TBL		1515	tshe⁵¹	tshe⁵¹	ten	tsʰ e ⁵¹	386516	2748	2992
4263	70	other	t ă - ³¹ + tsʰ e - ³³	ten	Lashi	ten num	0806.33	Leqi (Luxi) TBL	tă³¹ tshe³³  | 0806.33	one ten		40170 1182	TBL		1515	tă³¹tshe³³	tă³¹tshe³³	ten	t ă ³¹ + tsʰ e ³³	386519	10170 2748	12068
4264	70	other	tsʰ ɛ - ³¹	ten	Maru	ten num	0806.31	Langsu (Luxi) TBL	tshɛ³¹  | 0806.31	ten		750	TBL		1515	tshɛ³¹	tshɛ³¹	ten	tsʰ ɛ ³¹	386517	2748	10599
4266	70	other	t a - ³¹ + tsʰ i - ⁵⁵	ten	Xiandao	ten num	0806.29	Achang (Xiandao) TBL	ta³¹ tshi⁵⁵  | 0806.29	one ten		40020 1182	TBL		1515	ta³¹tshi⁵⁵	ta³¹tshi⁵⁵	ten	t a ³¹ + tsʰ i ⁵⁵	386515	10020 2748	635
5290	70	other	sʰ ɛ - ²²	ten	Rangoon		0806.27			ten		1181	TBL		1515	shɛ²²	shɛ²²	ten	sʰ ɛ ²²	386513	2748	9151
#
4290	76	other	tʰ e ⁵⁵	that	Achang_Longchuan	that dem	0947.28	Achang (Longchuan) TBL	the⁵⁵  | 0947.28	that	bad concept	757	TBL		78	the⁵⁵	the⁵⁵	that	tʰ e ⁵⁵	393754	2195	6342
4293	76	other	tʰ ø ³¹	that	Maru	that dem	0947.31	Langsu (Luxi) TBL	thø³¹  | 0947.31		bad concept	757	TBL		78	thø³¹	thø³¹	that	tʰ ø ³¹	393757	2195	6367
4294	76	other	tʰ ɛ ⁵⁵	that	Xiandao	that dem	0947.29	Achang (Xiandao) TBL	thɛ⁵⁵  | 0947.29	that	bad concept	757	TBL		78	thɛ⁵⁵	thɛ⁵⁵	that	tʰ ɛ ⁵⁵	393755	2195	686
4292	76	other	tʰ ə ³³	that	Lashi	that dem	0947.33	Leqi (Luxi) TBL	thə³³  | 0947.33	that	bad concept	757	TBL		78	thə³³	thə³³	that	tʰ ə ³³	393759	2195	6378
#
24	87	noun	p a u ⁵¹ - + v - o ʔ ⁵⁵	the ant	Atsi	ant 1	0365.30	Atsi [Zaiwa] TBL	pau⁵¹ voʔ⁵⁵  | 0365.30	insect ant		16 40141	TBL		587	pau⁵¹voʔ⁵⁵	pau⁵¹voʔ⁵⁵	ant	p a u ⁵¹ + v o ʔ ⁵⁵	363697	2178 10141	10117
#
143	101	noun	v a ²¹	the bamboo	Atsi	bamboo	0389.30	Atsi [Zaiwa] TBL	va²¹  | 0389.30	bamboo		31	TBL		1927	va²¹	va²¹	bamboo	v a ²¹	364939	2549	5020
144	101	noun	v a ³¹	the bamboo	Bola	bamboo	0389.32	Bola (Luxi) TBL	va³¹  | 0389.32	bamboo		31	TBL		1927	va³¹	va³¹	bamboo	v a ³¹	364941	2549	8091
147	101	noun	w o ³³	the bamboo	Lashi	bamboo	0389.33	Leqi (Luxi) TBL	wo³³  | 0389.33	bamboo		31	TBL		1927	wo³³	wo³³	bamboo	w o ³³	364942	2549	6952
148	101	noun	v ɔ ³⁵	the bamboo	Maru	bamboo	0389.31	Langsu (Luxi) TBL	vɔ³⁵  | 0389.31	bamboo		31	TBL		1927	vɔ³⁵	vɔ³⁵	bamboo	v ɔ ³⁵	364940	2549	9196
141	101	noun	- o ³¹	the bamboo	Achang_Longchuan	bamboo	0389.28	Achang (Longchuan) TBL	o³¹  | 0389.28	bamboo		31	TBL		1927	o³¹	o³¹	bamboo	o ³¹	364937	2549	8308
149	101	noun	- o ³¹	the bamboo	Xiandao	bamboo	0389.29	Achang (Xiandao) TBL	o³¹  | 0389.29	bamboo		31	TBL		1927	o³¹	o³¹	bamboo	o ³¹	364938	2549	12897
5518	101	noun	w ɑ ⁵⁵	the bamboo	Rangoon		0389.27					31	TBL		1927	wɑ⁵⁵	wɑ⁵⁵	bamboo	w ɑ ⁵⁵	364936	2549	5909
#
325	133	noun	m̥ ɔ ʔ ⁵⁵	the bird	Achang_Longchuan	bird	0326.28	Achang (Longchuan) TBL	m̥ɔʔ⁵⁵  | 0326.28	bird		87	TBL		937	m̥ɔʔ⁵⁵	m̥ɔʔ⁵⁵	bird	m̥ ɔ ʔ ⁵⁵	361992	3442	5807
327	133	noun	ŋ o̰ ʔ ⁵⁵	the bird	Atsi	bird	0326.30	Atsi [Zaiwa] TBL	ŋo̱ʔ⁵⁵  | 0326.30	bird		87	TBL		937	ŋo̱ʔ⁵⁵	ŋo̱ʔ⁵⁵	bird	ŋ o̰ ʔ ⁵⁵	361994	3442	5152
331	133	noun	ŋ ɔ̰ ʔ ⁵⁵	the bird	Lashi	bird	0326.33	Leqi (Luxi) TBL	ŋɔ̱ʔ⁵⁵  | 0326.33	bird		87	TBL		937	ŋɔ̱ʔ⁵⁵	ŋɔ̱ʔ⁵⁵	bird	ŋ ɔ̰ ʔ ⁵⁵	361997	3442	7065
332	133	noun	ŋ ɔ̰ ʔ ⁵⁵	the bird	Maru	bird	0326.31	Langsu (Luxi) TBL	ŋɔ̱ʔ⁵⁵  | 0326.31	bird		87	TBL		937	ŋɔ̱ʔ⁵⁵	ŋɔ̱ʔ⁵⁵	bird	ŋ ɔ̰ ʔ ⁵⁵	361995	3442	9242
5545	133	noun	ŋ̊ ɛ ʔ ⁴	the bird	Rangoon		0326.27					87	TBL		937	ŋ̊ɛʔ⁴	ŋ̊ɛʔ⁴	bird	ŋ̊ ɛ ʔ ⁴	361991	3442	5942
328	133	noun	ŋ a̰ ʔ ⁵⁵	the bird	Bola	bird	0326.32	Bola (Luxi) TBL	ŋa̱ʔ⁵⁵  | 0326.32	bird		87	TBL		937	ŋa̱ʔ⁵⁵	ŋa̱ʔ⁵⁵	bird	ŋ a̰ ʔ ⁵⁵	361996	3442	8134
334	133	noun	ŋ̊ ɔ ʔ ⁵⁵	the bird	Xiandao	bird	0326.29	Achang (Xiandao) TBL	ŋ̊ɔʔ⁵⁵  | 0326.29	bird		87	TBL		937	ŋ̊ɔʔ⁵⁵	ŋ̊ɔʔ⁵⁵	bird	ŋ̊ ɔ ʔ ⁵⁵	361993	3442	6573
#
389	1148	noun	s - a - ³⁵	the blood	Maru	blood	0129.31	Langsu (Luxi) TBL	sa³⁵  | 0129.31			93	TBL		946	sa³⁵	sa³⁵	blood	s a ³⁵	351652	230	10532
383	1148	noun	s - u i ³⁵	the blood	Bola	blood	0129.32	Bola (Luxi) TBL	sui³⁵  | 0129.32	blood		93	TBL		946	sui³⁵	sui³⁵	blood	s u i ³⁵	351653	230	1428
5597	1148	noun	tθ w e - ⁵⁵	the blood	Rangoon		0129.27					93	TBL		946	tθwe⁵⁵	tθwe⁵⁵	blood	tθ w e ⁵⁵	351648	230	3808
#
5639	145	noun	ɑ ⁵³ - - - - + m w e - - ⁵⁵	the body hair (hair or fur)	Rangoon		0266.27					40081 1065	TBL		189	ɑ⁵³mwe⁵⁵	ɑ⁵³mwe⁵⁵	hair / down	ɑ ⁵³ + m w e ⁵⁵	358894	10081 363	6041
1726	145	noun	a ³¹ - - - - + m - u i - ³¹	the body hair (hair or fur)	Achang_Longchuan	hair / down n	0266.28	Achang (Longchuan) TBL	a³¹ mui³¹  | 0266.28	a-prefix hair		40055 1065	TBL		189	a³¹mui³¹	a³¹mui³¹	hair / down	a ³¹ + m u i ³¹	358895	10055 363	5330
1728	145	noun	ʃ ŏ ²¹ + m - a u - ⁵⁵	the body hair (hair or fur)	Atsi	hair / down n	0266.30	Atsi [Zaiwa] TBL	ʃŏ²¹ mau⁵⁵  | 0266.30	meat hair		40132 1065	TBL		189	ʃŏ²¹mau⁵⁵	ʃŏ²¹mau⁵⁵	hair / down	ʃ ŏ ²¹ + m a u ⁵⁵	358897	10132 363	5195
1730	145	noun	ʃ ă ³⁵ + m - a u - ³⁵	the body hair (hair or fur)	Bola	hair / down n	0266.32	Bola (Luxi) TBL	ʃă³⁵ mau³⁵  | 0266.32	meat hair		1066 40030	TBL		189	ʃă³⁵mau³⁵	ʃă³⁵mau³⁵	hair / down	ʃ ă ³⁵ + m a u ³⁵	358899	34 10030	8193
1734	145	noun	ʃ ŏ ⁵⁵ + m - o u - ⁵⁵	the body hair (hair or fur)	Lashi	hair / down n	0266.33	Leqi (Luxi) TBL	ʃŏ⁵⁵ mou⁵⁵  | 0266.33	meat hair		40159 1065	TBL		189	ʃŏ⁵⁵mou⁵⁵	ʃŏ⁵⁵mou⁵⁵	hair / down	ʃ ŏ ⁵⁵ + m o u ⁵⁵	358900	10159 363	7109
