ID	RN	ANALYSIS	GANALYSIS	OANALYSIS	REFLEX	CONCEPT	GFN	LGID	DOCULECT	GRPID	GRPNO	GRP	CITATION	SRCABBR	SRCID	SEMKEY	CHAPTERTITLE	NUM_NOTES
8867	363795	2187			pjɑ⁵⁵	bee	Nanim	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0367.27	2.2.6	Insects, Arachnids, and Worms	0
8927	363799	2187,2788			pjɔ̆³⁵jɔ̃³¹	bee	Nanim	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0367.31	2.2.6	Insects, Arachnids, and Worms	0
8969	363801	2187,2788			pjĭ³³jaŋ³³	bee	Nanim	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0367.33	2.2.6	Insects, Arachnids, and Worms	0
8997	363798	2187,2788			pjŏ²¹jaŋ²¹	bee	Nanim	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0367.30	2.2.6	Insects, Arachnids, and Worms	0
1724	427197				tɔŋ³	beg (for food)	v.	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1664.26	8.5.10.3	Talk with purpose of convincing	0
2157	427203				phi³⁵	beg (for food)	v.	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1664.32	8.5.10.3	Talk with purpose of convincing	0
3071	427201				tuŋ²¹	beg (for food)	v.	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1664.30	8.5.10.3	Talk with purpose of convincing	0
3572	427198				tɑ̃u⁵⁵	beg (for food)	v.	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1664.27	8.5.10.3	Talk with purpose of convincing	0
5808	427199				m̥ɔʔ⁵⁵	beg (for food)	v.	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1664.28	8.5.10.3	Talk with purpose of convincing	0
12164	427200				m̥ɔʔ³⁵	beg (for food)	v.	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1664.29	8.5.10.3	Talk with purpose of convincing	0
12444	427202				kjam⁵⁵	beg (for food)	v.	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1664.31	8.5.10.3	Talk with purpose of convincing	0
213	354952				tθu²tɔŋ³sɑ³	beggar	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0193.26	8.5.10.3	Talk with purpose of convincing	0
884	354955				tʂu⁵⁵xau³¹	beggar	n	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0193.29	8.5.10.3	Talk with purpose of convincing	0
1228	354958				mɔ³⁵phi³¹	beggar	n	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0193.32	8.5.10.3	Talk with purpose of convincing	0
2355	354954				tɕam³¹mɔʔ⁵⁵	beggar	n	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0193.28	8.5.10.3	Talk with purpose of convincing	0
3807	354953				tθu²²tɑ̃u⁵⁵zɑ⁵⁵	beggar	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0193.27	8.5.10.3	Talk with purpose of convincing	0
9604	354959				mɔ³³phi³³	beggar	n	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0193.33	8.5.10.3	Talk with purpose of convincing	0
10032	354956				mo⁵⁵phji⁵⁵	beggar	n	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0193.30	8.5.10.3	Talk with purpose of convincing	0
10368	354957				mɔ³⁵phji³¹	beggar	n	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0193.31	8.5.10.3	Talk with purpose of convincing	0
4264	384870				lɑ⁵³shɑ̃⁵⁵	beginning of a month	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0774.27	9.5	Change of state	0
7848	384869				lɑ¹shɑn⁵⁵	beginning of a month	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0774.26	9.5	Change of state	0
3692	408002				tɕo⁵³tho⁵⁵	belch	v.	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1245.27	1.8.3.4	Belch/Burp	0
11737	408001				kro¹tho³	belch	v.	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1245.26	1.8.3.4	Belch/Burp	0
1996	430068	1381			lam³¹tʃaŋ³⁵	believe / trust	v.	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1725.32	8.3.1.12.1	Know, Believe	0
3170	430066				tʃiŋ⁵⁵	believe / trust	v.	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1725.30	8.3.1.12.1	Know, Believe	0
3962	430063	5675			jõ²²	believe / trust	v.	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1725.27	8.3.1.12.1	Know, Believe	0
4372	430067				tʃaŋ⁵⁵	believe / trust	v.	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1725.31	8.3.1.12.1	Know, Believe	0
5426	430064	5675			jom³⁵	believe / trust	v.	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1725.28	8.3.1.12.1	Know, Believe	0
6921	430069				tʃəːŋ⁵⁵	believe / trust	v.	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1725.33	8.3.1.12.1	Know, Believe	0
11453	430065	5675			jum³⁵	believe / trust	v.	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1725.29	8.3.1.12.1	Know, Believe	0
11553	430062	5675			juṁ²	believe / trust	v.	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1725.26	8.3.1.12.1	Know, Believe	0
648	379243				thi³¹liŋ³¹	bell	n	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0666.29	5.1	Waste products	0
2431	379242				tɕhu⁵⁵	bell	n	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0666.28	5.1	Waste products	0
3216	379244				tʃu̱⁵¹	bell	n	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0666.30	5.1	Waste products	0
3687	379241				tɕi⁵⁵si²²	bell	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0666.27	5.1	Waste products	0
6904	379247				tʃu̱³³	bell	n	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0666.33	5.1	Waste products	0
7753	379240				kre³sɑȵ²	bell	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0666.26	5.1	Waste products	0
8061	379246				tʃu̱⁵⁵	bell	n	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0666.32	5.1	Waste products	0
9182	379245				tʃu̱³¹	bell	n	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0666.31	5.1	Waste products	0
2708	349951				ɔm³¹tau³¹	belly	n	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0096.28	1.4.7	Belly/Abdomen	0
3846	349950				bɑiʔ⁴	belly	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0096.27	1.4.7	Belly/Abdomen	0
5014	349953				vam²¹	belly	n	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0096.30	1.4.7	Belly/Abdomen	0
6223	349949				bok⁴	belly	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0096.26	1.4.7	Belly/Abdomen	0
6972	349956				wɔm³³tou³³	belly	n	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0096.33	1.4.7	Belly/Abdomen	0
8113	349955				vɛ³¹tau³¹	belly	n	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0096.32	1.4.7	Belly/Abdomen	0
9194	349954				vẽ³⁵tuk³¹	belly	n	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0096.31	1.4.7	Belly/Abdomen	0
12892	349952				om³¹	belly	n	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0096.29	1.4.7	Belly/Abdomen	0
294	375314				wɑn³pɑt⁴kro³	bellyband	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0590.26	5.11.8.2.1.3	Lower body	0
1223	375320				mjɔ̃³¹tu³⁵tai³¹	bellyband	n	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0590.32	5.11.8.2.1.3	Lower body	0
5018	375318				vam⁵¹pam⁵⁵	bellyband	n	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0590.30	5.11.8.2.1.3	Lower body	0
5878	375315				wũ ⁵⁵pɑʔ⁴tɕo⁵⁵	bellyband	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0590.27	5.11.8.2.1.3	Lower body	0
8249	375316				m̥ʐaŋ³¹tui³¹thep³⁵	bellyband	n	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0590.28	5.11.8.2.1.3	Lower body	0
3257	382725				ɔk⁴	below / under	prep	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0732.26	9.2.2	Down	0
5355	382727				a³¹the⁵¹	below / under	prep	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0732.28	9.2.2	Down	0
5983	382726				ɑuʔ⁴	below / under	prep	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0732.27	9.2.2	Down	0
6396	382731				a³¹a⁵⁵	below / under	prep	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0732.32	9.2.2	Down	0
13019	382730	2542,m			ɔ³¹mɛ³¹	below / under	prep	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0732.31	9.2.2	Down	0
13280	382729	2542,m			o̱⁵¹mai²¹	below / under	prep	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0732.30	9.2.2	Down	0
2449	369421				tɕu⁵⁵ve³¹tshe³¹	belt / girdle	n	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0476.28	5.11.8.2.1.3	Lower body	0
4077	369420				khɑ⁵⁵pɑʔ⁴	belt / girdle	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0476.27	5.11.8.2.1.3	Lower body	0
7720	369419				khɑ³pɑt⁴	belt / girdle	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0476.26	5.11.8.2.1.3	Lower body	0
9531	369426				lə̱̆⁵⁵tʃhy⁵⁵	belt / girdle	n	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0476.33	5.11.8.2.1.3	Lower body	0
10139	369423				phji⁵⁵xit⁵⁵	belt / girdle	n	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0476.30	5.11.8.2.1.3	Lower body	0
10472	369424				phjik⁵⁵tʃhui³¹	belt / girdle	n	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0476.31	5.11.8.2.1.3	Lower body	0
2040	428944				la̱ʔ⁵⁵ŋa̱uʔ⁵⁵	bend	v.	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1701.32	9.5	Change of state	0
4100	428939	2326,m,m			kwe⁵⁵ɑ̃u²²loʔ⁴	bend	v.	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1701.27	9.5	Change of state	0
4671	428945	m,2326			lɔʔ⁵⁵kɔːi⁵⁵	bend	v.	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1701.33	9.5	Change of state	0
5470	428940				khok⁵⁵	bend	v.	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1701.28	9.5	Change of state	0
11187	428942	m,2326			lo̱ʔ⁵⁵ko̱i⁵⁵	bend	v.	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1701.30	9.5	Change of state	0
11469	428941				khoʔ³⁵	bend	v.	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1701.29	9.5	Change of state	0
11750	428938	2326,m,m			kwe³ɔŋ²lup⁴	bend	v.	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1701.26	9.5	Change of state	0
12570	428943	m,2326			lɔ̱ʔ⁵⁵kɔ̱i³¹	bend	v.	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1701.31	9.5	Change of state	0
800	407798				tɔ³¹kɔ³⁵	bet	v.	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1240.29	6.19	Social action	0
2857	407799				tep⁵⁵lu̱m²¹	bet	v.	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1240.30	6.19	Social action	0
4250	407796				lɑ̃u⁵⁵	bet	v.	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1240.27	6.19	Social action	0
11043	407797				se³⁵kam³⁵	bet	v.	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1240.28	6.19	Social action	0
11796	407795				lɔŋ³	bet	v.	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1240.26	6.19	Social action	0
3682	394663				tɕi⁵⁵	big / large	adj	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0964.27	9.7.2	Verbs referring to size/shape	0
5592	394664				kʐə³¹	big / large	adj	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0964.28	9.7.2	Verbs referring to size/shape	0
6546	394668				kɔ̱³⁵	big / large	adj	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0964.32	9.7.2	Verbs referring to size/shape	0
7518	394666				ko̱²¹	big / large	adj	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0964.30	9.7.2	Verbs referring to size/shape	0
8820	394665				kɯ³¹	big / large	adj	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0964.29	9.7.2	Verbs referring to size/shape	0
8885	394662	88			kri³	big / large	adj	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0964.26	9.7.2	Verbs referring to size/shape	0
8950	394667				ɣə³⁵	big / large	adj	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0964.31	9.7.2	Verbs referring to size/shape	0
8959	394669				kjiː³³	big / large	adj	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0964.33	9.7.2	Verbs referring to size/shape	0
236	387783				tθɑn³tɑ¹rɑɑ²	billion	num	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0831.26			0
492	387788				ji³⁵	billion	num	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0831.31			0
1008	387789				ji³⁵	billion	num	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0831.32			0
3088	387787				tu̱ŋ⁵¹	billion	num	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0831.30			0
5314	387785				(tă³¹) mun³¹mun³⁵	billion	num	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0831.28			0
5840	387784				tθɑ̃⁵⁵tɑ⁵³jɑ²²	billion	num	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0831.27			0
9603	387790				mun³¹mun³¹	billion	num	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0831.33			0
779	403324				tui³¹	bind / tie up		1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1141.29	6.13.1	Tying	0
1625	403321				sɑȵ³	bind / tie up		1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1141.26	6.13.1	Tying	0
2245	403323				toi³¹	bind / tie up		1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1141.28	6.13.1	Tying	0
3079	403325				tu̱i²¹	bind / tie up		1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1141.30	6.13.1	Tying	0
3352	403322				si⁵⁵	bind / tie up		1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1141.27	6.13.1	Tying	0
5239	403327				mjak³¹	bind / tie up		1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1141.32	6.13.1	Tying	0
6846	403328				tə̱⁵⁵	bind / tie up		1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1141.33	6.13.1	Tying	0
13417	403326				tɔ̱i³⁵	bind / tie up		1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1141.31	6.13.1	Tying	0
5152	361994	3442			ŋo̱ʔ⁵⁵	bird	n	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0326.30	2.2.4	Birds (in general)	0
5807	361992	3442			m̥ɔʔ⁵⁵	bird	n	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0326.28	2.2.4	Birds (in general)	0
5942	361991	3442			ŋ̊ɛʔ⁴	bird	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0326.27	2.2.4	Birds (in general)	0
6573	361993	3442			ŋ̊ɔʔ⁵⁵	bird	n	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0326.29	2.2.4	Birds (in general)	0
7065	361997	3442			ŋɔ̱ʔ⁵⁵	bird	n	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0326.33	2.2.4	Birds (in general)	0
7658	361990	3442			hŋɑk⁴	bird	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0326.26	2.2.4	Birds (in general)	0
8134	361996	3442			ŋa̱ʔ⁵⁵	bird	n	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0326.32	2.2.4	Birds (in general)	0
9242	361995	3442			ŋɔ̱ʔ⁵⁵	bird	n	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0326.31	2.2.4	Birds (in general)	0
516	425086	70			pɔ³⁵	birth, give to	v.	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1620.29	1.1.2	Life/Breathe/Exist	0
2223	425085				tiak³⁵	birth, give to	v.	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1620.28	1.1.2	Life/Breathe/Exist	0
4473	425088	3484			ɣɔ⁵⁵	birth, give to	v.	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1620.31	1.1.2	Life/Breathe/Exist	0
4893	425087	98			vo⁵⁵	birth, give to	v.	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1620.30	1.1.2	Life/Breathe/Exist	0
8678	425089	3484			ɣa³⁵	birth, give to	v.	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1620.32	1.1.2	Life/Breathe/Exist	0
8719	425084	1813			mwe⁵⁵	birth, give to	v.	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1620.27	1.1.2	Life/Breathe/Exist	0
11153	425090	3485			suːt⁵⁵	birth, give to	v.	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1620.33	1.1.2	Life/Breathe/Exist	0
11828	425083	1813			mwe³	birth, give to	v.	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1620.26	1.1.2	Life/Breathe/Exist	0
1875	429717				a̱p⁵⁵	birth, give to (piglets)	v.	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1717.32	1.1.2	Life/Breathe/Exist	0
2224	429713				tiak³⁵	birth, give to (piglets)	v.	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1717.28	1.1.2	Life/Breathe/Exist	0
3217	429715				up⁵⁵	birth, give to (piglets)	v.	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1717.30	1.1.2	Life/Breathe/Exist	0
4474	429716	3484			ɣɔ⁵⁵	birth, give to (piglets)	v.	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1717.31	1.1.2	Life/Breathe/Exist	0
6969	429718				wu̱ːp⁵⁵	birth, give to (piglets)	v.	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1717.33	1.1.2	Life/Breathe/Exist	0
8720	429712	1813			mwe⁵⁵	birth, give to (piglets)	v.	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1717.27	1.1.2	Life/Breathe/Exist	0
11829	429711	1813			mwe³	birth, give to (piglets)	v.	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1717.26	1.1.2	Life/Breathe/Exist	0
12209	429714				pho³¹	birth, give to (piglets)	v.	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1717.29	1.1.2	Life/Breathe/Exist	0
531	380089				pɛ⁵⁵van⁵⁵	birthday	n	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0682.29	1.1.2	Life/Breathe/Exist	0
3144	380090				tʃhoʔ⁵⁵phit⁵⁵ pui⁵¹ŋji⁵¹	birthday	n	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0682.30	1.1.2	Life/Breathe/Exist	0
7923	380086	1813,85			mwe³ne¹	birthday	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0682.26	1.1.2	Life/Breathe/Exist	0
8037	380092				tʃhaʔ⁵⁵phjɔt⁵⁵pui⁵⁵	birthday	n	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0682.32	1.1.2	Life/Breathe/Exist	0
9004	380087				mwe⁵⁵ne⁵³	birthday	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0682.27	1.1.2	Life/Breathe/Exist	0
300	375365	6365			zɑk⁴	bit (for horse)	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0591.26	5.14	Husbandry	0
5918	375366			4:w	zɛʔ⁴	bit (for horse)	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0591.27	5.14	Husbandry	0
2198	431353	1774			pɛ̃³¹	bite	v.	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1753.32	1.3.4.4	Bite/Hold in Mouth	0
4123	431348				kɑiʔ⁴	bite	v.	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1753.27	1.3.4.4	Bite/Hold in Mouth	0
4942	431351	1761			ŋat²¹	bite	v.	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1753.30	1.3.4.4	Bite/Hold in Mouth	0
7002	431354	1761			ŋaːt³¹	bite	v.	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1753.33	1.3.4.4	Bite/Hold in Mouth	0
10928	431349	1774			pan³¹	bite	v.	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1753.28	1.3.4.4	Bite/Hold in Mouth	0
11723	431347				kok⁴	bite	v.	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1753.26	1.3.4.4	Bite/Hold in Mouth	0
12200	431350	1774			pan³¹	bite	v.	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1753.29	1.3.4.4	Bite/Hold in Mouth	0
13653	431352				pəŋ³⁵	bite	v.	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1753.31	1.3.4.4	Bite/Hold in Mouth	0
2197	409545	1774			pɛ̃³¹	bite (mosquito)	v.	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1279.32	1.3.4.4	Bite/Hold in Mouth	0
4120	409540				kɑiʔ⁴	bite (mosquito)	v.	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1279.27	1.3.4.4	Bite/Hold in Mouth	0
4941	409543	1761			ŋat²¹	bite (mosquito)	v.	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1279.30	1.3.4.4	Bite/Hold in Mouth	0
7001	409546	1761			ŋaːt³¹	bite (mosquito)	v.	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1279.33	1.3.4.4	Bite/Hold in Mouth	0
10926	409541	1774			pan³¹	bite (mosquito)	v.	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1279.28	1.3.4.4	Bite/Hold in Mouth	0
11720	409539				kok⁴	bite (mosquito)	v.	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1279.26	1.3.4.4	Bite/Hold in Mouth	0
12198	409542	1774			pan³¹	bite (mosquito)	v.	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1279.29	1.3.4.4	Bite/Hold in Mouth	0
