ID	RN	ANALYSIS	GANALYSIS	OANALYSIS	REFLEX	CONCEPT	GFN	LGID	DOCULECT	GRPID	GRPNO	GRP	CITATION	SRCABBR	SRCID	SEMKEY	CHAPTERTITLE	NUM_NOTES
10464	373450				phan³¹	plate / dish	n	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0554.31	5.5	Cooking Implements	0
11989	373452				phan⁵³	plate / dish	n	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0554.33	5.5	Cooking Implements	0
775	429044	2746			tsɛʔ⁵⁵	play / amuse oneself	v.	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1703.29	6.1.1.3	Play	0
1946	429047				khɔ̃³⁵kɔ̱n³¹	play / amuse oneself	v.	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1703.32	6.1.1.3	Play	0
2267	429043	2746			tseʔ⁵⁵	play / amuse oneself	v.	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1703.28	6.1.1.3	Play	0
4159	429042				kɑ⁵³sɑ⁵³	play / amuse oneself	v.	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1703.27	6.1.1.3	Play	0
4668	429048			65:5838	lu̱ː³³	play / amuse oneself	v.	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1703.33	6.1.1.3	Play	0
4961	429045				ŋji⁵¹ku̱n⁵⁵	play / amuse oneself	v.	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1703.30	6.1.1.3	Play	0
11774	429041				kɑ¹sɑ³	play / amuse oneself	v.	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1703.26	6.1.1.3	Play	0
13543	429046				na³¹ku̱m⁵⁵	play / amuse oneself	v.	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1703.31	6.1.1.3	Play	0
5579	401155				kʐua³¹tɕi⁵⁵	pleasant to the ears		1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1092.28	8.3.1.1.1	Like	0
6521	401159				kja³¹ŋɔn³⁵	pleasant to the ears		1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1092.32	8.3.1.1.1	Like	0
7052	401160				ŋuːn⁵⁵	pleasant to the ears		1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1092.33	8.3.1.1.1	Like	0
7480	401157				kjo²¹ ŋon⁵⁵	pleasant to the ears		1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1092.30	8.3.1.1.1	Like	0
10698	401154				nɑ⁵⁵wĩ²²tɕho²²	pleasant to the ears		1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1092.27	8.3.1.1.1	Like	0
12472	401158				kjɔ³⁵ŋɔn³⁵	pleasant to the ears		1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1092.31	8.3.1.1.1	Like	0
12721	401156				kʐɔ³¹cɛ³⁵	pleasant to the ears		1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1092.29	8.3.1.1.1	Like	0
13075	401153				nɑ³wɑŋ²khjo²	pleasant to the ears		1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1092.26	8.3.1.1.1	Like	0
2155	412563				phauʔ⁵⁵	plough / till	v.	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1347.32	5.3	Diseases	0
2735	412561				puʔ⁵⁵	plough / till	v.	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1347.30	5.3	Diseases	0
4210	412558				lɛ²²thũ²²	plough / till	v.	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1347.27	5.3	Diseases	0
4788	412564				phuːk⁵⁵	plough / till	v.	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1347.33	5.3	Diseases	0
5685	412559				lə³¹	plough / till	v.	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1347.28	5.3	Diseases	0
11802	412557				lɑj²thon²	plough / till	v.	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1347.26	5.3	Diseases	0
12124	412560				lɤ³¹	plough / till	v.	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1347.29	5.3	Diseases	0
13597	412562				phauk⁵⁵	plough / till	v.	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1347.31	5.3	Diseases	0
147	376540				thɑj²	plow	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0614.26	6.11	Digging, excavation	0
1145	376546				li³¹	plow	n	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0614.32	6.11	Digging, excavation	0
3457	376541				thɛ²²	plow	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0614.27	6.11	Digging, excavation	0
7617	376544				li²¹	plow	n	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0614.30	6.11	Digging, excavation	0
8463	376542				thən³⁵	plow	n	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0614.28	6.11	Digging, excavation	0
9489	376547				li⁵⁵	plow	n	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0614.33	6.11	Digging, excavation	0
10268	376545				li³¹	plow	n	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0614.31	6.11	Digging, excavation	0
12826	376543				naʔ³¹tʂɔn³⁵	plow	n	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0614.29	6.11	Digging, excavation	0
224	376592				tθɑj²tθwɑ³	plowshare	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0615.26	5.3	Diseases	0
1273	376598				na⁵⁵tʃɔn³⁵	plowshare	n	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0615.32	5.3	Diseases	0
3459	376593				thɛ²² tθwɑ⁵⁵	plowshare	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0615.27	5.3	Diseases	0
8464	376594				thən³⁵tʂhua³⁵	plowshare	n	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0615.28	5.3	Diseases	0
10057	376596				na²¹tʃon⁵⁵	plowshare	n	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0615.30	5.3	Diseases	0
10427	376597				nə̆³¹tʃɔn³⁵	plowshare	n	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0615.31	5.3	Diseases	0
11964	376599				nə̆³³tʃɔn⁵⁵	plowshare	n	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0615.33	5.3	Diseases	0
1539	432694				shot⁴	pluck (flowers)	v.	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1782.26	6.2.2.3.1	Push	0
2159	432700				phjaʔ⁵⁵	pluck (flowers)	v.	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1782.32	6.2.2.3.1	Push	0
4579	432701				khjaːu⁵⁵	pluck (flowers)	v.	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1782.33	6.2.2.3.1	Push	0
4871	432698				pjoʔ⁵⁵	pluck (flowers)	v.	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1782.30	6.2.2.3.1	Push	0
10868	432695				shuʔ⁴	pluck (flowers)	v.	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1782.27	6.2.2.3.1	Push	0
11327	432696				ʂaŋ⁵⁵	pluck (flowers)	v.	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1782.28	6.2.2.3.1	Push	0
12224	432697				phɛt⁵⁵	pluck (flowers)	v.	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1782.29	6.2.2.3.1	Push	0
12411	432699				khjuk⁵⁵	pluck (flowers)	v.	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1782.31	6.2.2.3.1	Push	0
342	381948				ɑ¹khjon²	point / tip	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0717.26	6.2.2.2	Move an object	0
369	381922				ɑ¹phrɑ³	point / tip	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0717.26	6.2.2.2	Move an object	0
5325	381924				a³¹liam³¹	point / tip	n	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0717.28	6.2.2.2	Move an object	0
6060	381923				ɑ⁵³phjɑ⁵⁵	point / tip	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0717.27	6.2.2.2	Move an object	0
6095	381949				ɑ⁵³tɕhũ²²	point / tip	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0717.27	6.2.2.2	Move an object	0
7166	381926				a²¹phja²¹	point / tip	n	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0717.30	6.2.2.2	Move an object	0
8021	381928				tə̆³¹tʃhɔn⁵⁵u̱³⁵	point / tip	n	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0717.32	6.2.2.2	Move an object	0
9167	381927				tʃhum³¹	point / tip	n	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0717.31	6.2.2.2	Move an object	0
9322	381929				a³³phjo⁵⁵	point / tip	n	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0717.33	6.2.2.2	Move an object	0
9745	381925				a³¹thɔŋ⁵⁵	point / tip	n	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0717.29	6.2.2.2	Move an object	0
3063	433522				tun²¹	point at / to / out	v.	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1800.30	6.2.2.2	Move an object	0
4337	433523				tu̱m³⁵	point at / to / out	v.	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1800.31	6.2.2.2	Move an object	0
5696	433520				l̥e³⁵	point at / to / out	v.	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1800.28	6.2.2.2	Move an object	0
5976	433519				ȵ̥ũ⁵⁵	point at / to / out	v.	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1800.27	6.2.2.2	Move an object	0
6807	433525				tu̱ːn⁵⁵	point at / to / out	v.	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1800.33	6.2.2.2	Move an object	0
8561	433524				tɔ̱n³⁵	point at / to / out	v.	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1800.32	6.2.2.2	Move an object	0
11406	433521				chon³¹	point at / to / out	v.	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1800.29	6.2.2.2	Move an object	0
11543	433518				hȵon³	point at / to / out	v.	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1800.26	6.2.2.2	Move an object	0
3150	396105				tʃhun⁵¹	pointed	adj	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0992.30	6.2.2.2	Move an object	0
3639	396102				tɕhũ²²	pointed	adj	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0992.27	6.2.2.2	Move an object	0
5628	396103				liam³¹	pointed	adj	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0992.28	6.2.2.2	Move an object	0
6874	396108				tʃhuːn³³	pointed	adj	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0992.33	6.2.2.2	Move an object	0
8827	396104				l̥ɛm³¹	pointed	adj	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0992.29	6.2.2.2	Move an object	0
8845	396107				tʃhɔn³⁵	pointed	adj	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0992.32	6.2.2.2	Move an object	0
8876	396101				khjon²	pointed	adj	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0992.26	6.2.2.2	Move an object	0
8940	396106				tʃhum³¹	pointed	adj	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0992.31	6.2.2.2	Move an object	0
393	377947				ɑ¹ship⁴	poison / toxin	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0641.26	6.4	Harm	0
1189	377953				mi³¹naʔ⁵⁵	poison / toxin	n	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0641.32	6.4	Harm	0
5518	377949				kuaŋ⁵¹	poison / toxin	n	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0641.28	6.4	Harm	0
6076	377948				ɑ⁵³sheʔ⁴	poison / toxin	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0641.27	6.4	Harm	0
9565	377954				mji³³nɔʔ³¹	poison / toxin	n	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0641.33	6.4	Harm	0
10034	377951				mui²¹	poison / toxin	n	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0641.30	6.4	Harm	0
10356	377952				mui³⁵	poison / toxin	n	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0641.31	6.4	Harm	0
1585	404728	2218			sok⁴	poke (a sign into earth) / insert		1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1171.26	8.4	Feeling	0
2428	404730	2218			tɕhoʔ⁵⁵	poke (a sign into earth) / insert		1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1171.28	8.4	Feeling	0
3002	404732	2218			tshuʔ⁵⁵	poke (a sign into earth) / insert		1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1171.30	8.4	Feeling	0
3379	404729				sɑiʔ⁴	poke (a sign into earth) / insert		1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1171.27	8.4	Feeling	0
6761	404735				tsu̱ːk⁵⁵	poke (a sign into earth) / insert		1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1171.33	8.4	Feeling	0
11407	404731				chop⁵⁵	poke (a sign into earth) / insert		1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1171.29	8.4	Feeling	0
12661	404734				tsa̱uʔ⁵⁵	poke (a sign into earth) / insert		1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1171.32	8.4	Feeling	0
13381	404733				tsa̱uk⁵⁵	poke (a sign into earth) / insert		1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1171.31	8.4	Feeling	0
149	376748	362,m			thɑm³po³	pole (carrying / shoulder)	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0618.26	9.7.1	Shape and size	0
3483	376749				thɑ̃⁵⁵po⁵⁵	pole (carrying / shoulder)	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0618.27	9.7.1	Shape and size	0
5072	376752				xap²¹loʔ²¹	pole (carrying / shoulder)	n	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0618.30	9.7.1	Shape and size	0
5441	376750				kan³¹tam⁵⁵	pole (carrying / shoulder)	n	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0618.28	9.7.1	Shape and size	0
6978	376755				xap⁵⁵	pole (carrying / shoulder)	n	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0618.33	9.7.1	Shape and size	0
8117	376754				xap⁵⁵laʔ³¹	pole (carrying / shoulder)	n	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0618.32	9.7.1	Shape and size	0
9212	376753				xap³¹lɔʔ³¹	pole (carrying / shoulder)	n	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0618.31	9.7.1	Shape and size	0
9823	376751				cɛn³¹tam⁵⁵	pole (carrying / shoulder)	n	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0618.29	9.7.1	Shape and size	0
5286	401896				phau³⁵	polite / courteous		1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1109.32	6.19	Social action	0
5477	401894				khəʔ³¹tɕhi³⁵	polite / courteous		1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1109.28	6.19	Social action	0
10739	401893				phɔ²²jwe²²	polite / courteous		1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1109.27	6.19	Social action	0
11602	401897				khuŋ³³kaː⁵³	polite / courteous		1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1109.33	6.19	Social action	0
13093	401892				phɔ²rwe²	polite / courteous		1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1109.26	6.19	Social action	0
13294	401895				phau²¹ta̱p⁵⁵	polite / courteous		1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1109.30	6.19	Social action	0
646	346680			5:bChinese	thaŋ³¹tsɿ⁵⁵	pond	n	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0033.29	3.2.3	Water and other liquids	0
1298	346683			65:5818	nɔ̱ŋ⁵⁵	pond	n	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0033.32	3.2.3	Water and other liquids	0
2910	346681				thum²¹	pond	n	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0033.30	3.2.3	Water and other liquids	0
5993	346678				ɑ̃i²²	pond	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0033.27	3.2.3	Water and other liquids	0
6679	346684				thɔm⁵⁵	pond	n	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0033.33	3.2.3	Water and other liquids	0
7987	346677			65:5818	oŋ²	pond	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0033.26	3.2.3	Water and other liquids	0
8306	346679			65:5818	n̥ɔŋ³⁵	pond	n	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0033.28	3.2.3	Water and other liquids	0
10423	346682			65:5818	nɔ̱ŋ⁵⁵	pond	n	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0033.31	3.2.3	Water and other liquids	0
1219	359060				mjɔ̃³¹nɔ³⁵	pony	n	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0269.32	2.1.7	Equine	0
4320	359055				mjĩ⁵⁵kɑ⁵³le⁵⁵	pony	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0269.27	2.1.7	Equine	0
7912	359054				mrɑŋ³kɑ¹le³	pony	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0269.26	2.1.7	Equine	0
8258	359056				m̥ʑaŋ³¹tsɔ³¹	pony	n	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0269.28	2.1.7	Equine	0
9550	359061				mjaŋ³³nu⁵⁵	pony	n	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0269.33	2.1.7	Equine	0
9997	359058				mjaŋ²¹tso²¹	pony	n	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0269.30	2.1.7	Equine	0
10350	359059				mjɔ̃³⁵nau⁵⁵	pony	n	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0269.31	2.1.7	Equine	0
12814	359057				m̥ʐaŋ³¹tsɔ³¹	pony	n	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0269.29	2.1.7	Equine	0
1570	400774				shɑŋ³jɑi³	poor		1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1084.26	9.6.2.2	Negative Human Qualities	0
5240	400780				mjauŋ⁵⁵	poor		1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1084.32	9.6.2.2	Negative Human Qualities	0
10858	400775				shĩ⁵⁵jɛ⁵⁵	poor		1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1084.27	9.6.2.2	Negative Human Qualities	0
10976	400776				phʐan³⁵	poor		1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1084.28	9.6.2.2	Negative Human Qualities	0
12248	400781				mjɔːŋ³¹	poor		1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1084.33	9.6.2.2	Negative Human Qualities	0
12957	400777				phʐan³⁵	poor		1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1084.29	9.6.2.2	Negative Human Qualities	0
13252	400778				mjuŋ⁵¹	poor		1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1084.30	9.6.2.2	Negative Human Qualities	0
13468	400779				mjauŋ³¹	poor		1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1084.31	9.6.2.2	Negative Human Qualities	0
3271	397918				ȵɑm̩¹	poor (land)		1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1027.26	9.6.2.2	Negative Human Qualities	0
5214	397921				ʒaŋ²¹	poor (land)		1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1027.30	9.6.2.2	Negative Human Qualities	0
5507	397920				kuak⁵⁵	poor (land)		1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1027.28	9.6.2.2	Negative Human Qualities	0
5968	397919				ȵɑ̃⁵³	poor (land)		1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1027.27	9.6.2.2	Negative Human Qualities	0
6495	397942				kha³⁵	poor (land)		1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1027.32	9.6.2.2	Negative Human Qualities	0
6532	397922				kji³⁵	poor (land)		1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1027.32	9.6.2.2	Negative Human Qualities	0
7475	397941				kji⁵⁵	poor (land)		1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1027.30	9.6.2.2	Negative Human Qualities	0
11613	397923				kjiː⁵⁵	poor (land)		1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	1027.33	9.6.2.2	Negative Human Qualities	0
31	364625				pɔ²pɑ¹lɑ²	poplar	nveg	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0383.26	3.1.1	Names of trees and shrubs	0
9113	364626				pɔ²²pɑ⁵³lɑ²²	poplar	nveg	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0383.27	3.1.1	Names of trees and shrubs	0
1363	361587	5429			pju̱⁵⁵	porcupine	n	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0318.32	2.1.1	Rodents	0
7994	361581	5429			phru²	porcupine	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0318.26	2.1.1	Rodents	0
8376	361583	5429			phʐo⁵⁵	porcupine	n	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0318.28	2.1.1	Rodents	0
9076	361582	5429			phju²²	porcupine	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0318.27	2.1.1	Rodents	0
9521	361588	m,5429			lə̆³¹pju̱³³	porcupine	n	1830	Leqi (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0318.33	2.1.1	Rodents	0
10160	361585	5429			pju̱⁵¹	porcupine	n	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0318.30	2.1.1	Rodents	0
10496	361586	5429			pju̱³¹	porcupine	n	1828	Langsu (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0318.31	2.1.1	Rodents	0
12961	361584	5429			phʐu⁵⁵	porcupine	n	1825	Achang (Xiandao)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0318.29	2.1.1	Rodents	0
1020	373604				jɛ̃³¹	pot / jar / tin	n	1829	Bola (Luxi)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0557.32	5.5	Cooking Implements	0
5421	373600			65:5782	jam³¹	pot / jar / tin	n	1824	Achang (Longchuan)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0557.28	5.5	Cooking Implements	0
7234	373602			65:5782	jam²¹	pot / jar / tin	n	1827	Atsi [Zaiwa]	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0557.30	5.5	Cooking Implements	0
7985	373598			65:5812	o³	pot / jar / tin	n	1822	Burmese (Written)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0557.26	5.5	Cooking Implements	0
9066	373599			65:5812	o⁵⁵	pot / jar / tin	n	1823	Burmese (Rangoon)	44	6.1.1	Burmish	Huang and Dai 92 TBL	TBL	0557.27	5.5	Cooking Implements	0
